cell_K,cell_lambda,seed,window,method,n_pairs,n_positives,p_at_50,p_at_100,p_at_250
10,1.0,105,1,HygienePrio-full,1722,163,0.62,0.55,0.524
10,1.0,105,1,EPSS-only,1722,163,0.32,0.39,0.368
10,1.0,105,1,CVSS-only,1722,163,0.06,0.1,0.088
10,1.0,105,1,HRS-only,1722,163,0.24,0.24,0.256
10,1.0,105,1,Random,1722,163,0.04,0.05,0.068
10,1.0,105,2,HygienePrio-full,1714,163,0.56,0.54,0.528
10,1.0,105,2,EPSS-only,1714,163,0.28,0.37,0.34
10,1.0,105,2,CVSS-only,1714,163,0.06,0.09,0.1
10,1.0,105,2,HRS-only,1714,163,0.28,0.27,0.272
10,1.0,105,2,Random,1714,163,0.12,0.1,0.124
10,1.0,105,3,HygienePrio-full,1705,159,0.52,0.52,0.496
10,1.0,105,3,EPSS-only,1705,159,0.22,0.32,0.312
10,1.0,105,3,CVSS-only,1705,159,0.1,0.11,0.104
10,1.0,105,3,HRS-only,1705,159,0.28,0.25,0.26
10,1.0,105,3,Random,1705,159,0.1,0.1,0.088
10,1.0,105,4,HygienePrio-full,1698,156,0.52,0.55,0.48
10,1.0,105,4,EPSS-only,1698,156,0.18,0.3,0.316
10,1.0,105,4,CVSS-only,1698,156,0.08,0.11,0.096
10,1.0,105,4,HRS-only,1698,156,0.26,0.25,0.264
10,1.0,105,4,Random,1698,156,0.14,0.11,0.112
10,1.0,105,5,HygienePrio-full,1689,152,0.46,0.54,0.492
10,1.0,105,5,EPSS-only,1689,152,0.18,0.28,0.304
10,1.0,105,5,CVSS-only,1689,152,0.06,0.08,0.1
10,1.0,105,5,HRS-only,1689,152,0.22,0.25,0.272
10,1.0,105,5,Random,1689,152,0.1,0.13,0.104
10,1.0,105,6,HygienePrio-full,1679,152,0.48,0.61,0.504
10,1.0,105,6,EPSS-only,1679,152,0.22,0.3,0.304
10,1.0,105,6,CVSS-only,1679,152,0.1,0.08,0.096
10,1.0,105,6,HRS-only,1679,152,0.24,0.27,0.26
10,1.0,105,6,Random,1679,152,0.06,0.05,0.068
10,1.0,106,1,HygienePrio-full,1742,171,0.64,0.6,0.568
10,1.0,106,1,EPSS-only,1742,171,0.24,0.35,0.388
10,1.0,106,1,CVSS-only,1742,171,0.02,0.04,0.104
10,1.0,106,1,HRS-only,1742,171,0.3,0.38,0.336
10,1.0,106,1,Random,1742,171,0.1,0.1,0.096
10,1.0,106,2,HygienePrio-full,1733,178,0.6,0.6,0.564
10,1.0,106,2,EPSS-only,1733,178,0.18,0.36,0.372
10,1.0,106,2,CVSS-only,1733,178,0.04,0.05,0.092
10,1.0,106,2,HRS-only,1733,178,0.28,0.38,0.332
10,1.0,106,2,Random,1733,178,0.1,0.13,0.108
10,1.0,106,3,HygienePrio-full,1725,169,0.62,0.63,0.536
10,1.0,106,3,EPSS-only,1725,169,0.14,0.36,0.368
10,1.0,106,3,CVSS-only,1725,169,0.04,0.05,0.104
10,1.0,106,3,HRS-only,1725,169,0.34,0.34,0.308
10,1.0,106,3,Random,1725,169,0.08,0.08,0.088
10,1.0,106,4,HygienePrio-full,1716,171,0.6,0.61,0.532
10,1.0,106,4,EPSS-only,1716,171,0.12,0.35,0.348
10,1.0,106,4,CVSS-only,1716,171,0.02,0.03,0.084
10,1.0,106,4,HRS-only,1716,171,0.32,0.36,0.284
10,1.0,106,4,Random,1716,171,0.16,0.14,0.104
10,1.0,106,5,HygienePrio-full,1708,182,0.64,0.63,0.544
10,1.0,106,5,EPSS-only,1708,182,0.18,0.36,0.36
10,1.0,106,5,CVSS-only,1708,182,0.02,0.02,0.076
10,1.0,106,5,HRS-only,1708,182,0.32,0.35,0.292
10,1.0,106,5,Random,1708,182,0.1,0.12,0.088
10,1.0,106,6,HygienePrio-full,1698,187,0.62,0.64,0.548
10,1.0,106,6,EPSS-only,1698,187,0.18,0.35,0.372
10,1.0,106,6,CVSS-only,1698,187,0.02,0.03,0.1
10,1.0,106,6,HRS-only,1698,187,0.36,0.33,0.304
10,1.0,106,6,Random,1698,187,0.02,0.05,0.12
10,1.0,107,1,HygienePrio-full,1758,172,0.66,0.55,0.488
10,1.0,107,1,EPSS-only,1758,172,0.3,0.31,0.316
10,1.0,107,1,CVSS-only,1758,172,0.2,0.13,0.124
10,1.0,107,1,HRS-only,1758,172,0.28,0.28,0.288
10,1.0,107,1,Random,1758,172,0.08,0.1,0.112
10,1.0,107,2,HygienePrio-full,1749,165,0.56,0.51,0.468
10,1.0,107,2,EPSS-only,1749,165,0.18,0.25,0.3
10,1.0,107,2,CVSS-only,1749,165,0.2,0.15,0.128
10,1.0,107,2,HRS-only,1749,165,0.26,0.24,0.248
10,1.0,107,2,Random,1749,165,0.08,0.1,0.092
10,1.0,107,3,HygienePrio-full,1739,163,0.5,0.49,0.468
10,1.0,107,3,EPSS-only,1739,163,0.14,0.26,0.296
10,1.0,107,3,CVSS-only,1739,163,0.16,0.14,0.12
10,1.0,107,3,HRS-only,1739,163,0.18,0.2,0.26
10,1.0,107,3,Random,1739,163,0.18,0.11,0.104
10,1.0,107,4,HygienePrio-full,1730,159,0.44,0.47,0.476
10,1.0,107,4,EPSS-only,1730,159,0.1,0.19,0.296
10,1.0,107,4,CVSS-only,1730,159,0.16,0.12,0.124
10,1.0,107,4,HRS-only,1730,159,0.28,0.27,0.284
10,1.0,107,4,Random,1730,159,0.12,0.09,0.092
10,1.0,107,5,HygienePrio-full,1720,168,0.52,0.52,0.484
10,1.0,107,5,EPSS-only,1720,168,0.12,0.22,0.312
10,1.0,107,5,CVSS-only,1720,168,0.2,0.17,0.136
10,1.0,107,5,HRS-only,1720,168,0.24,0.26,0.284
10,1.0,107,5,Random,1720,168,0.1,0.09,0.108
10,1.0,107,6,HygienePrio-full,1710,171,0.58,0.56,0.516
10,1.0,107,6,EPSS-only,1710,171,0.12,0.21,0.312
10,1.0,107,6,CVSS-only,1710,171,0.18,0.15,0.132
10,1.0,107,6,HRS-only,1710,171,0.26,0.28,0.3
10,1.0,107,6,Random,1710,171,0.12,0.14,0.144
10,1.0,108,1,HygienePrio-full,1725,155,0.5,0.55,0.46
10,1.0,108,1,EPSS-only,1725,155,0.24,0.24,0.28
10,1.0,108,1,CVSS-only,1725,155,0.0,0.06,0.076
10,1.0,108,1,HRS-only,1725,155,0.36,0.32,0.3
10,1.0,108,1,Random,1725,155,0.04,0.04,0.064
10,1.0,108,2,HygienePrio-full,1719,154,0.48,0.53,0.456
10,1.0,108,2,EPSS-only,1719,154,0.18,0.24,0.284
10,1.0,108,2,CVSS-only,1719,154,0.02,0.07,0.076
10,1.0,108,2,HRS-only,1719,154,0.4,0.32,0.32
10,1.0,108,2,Random,1719,154,0.08,0.13,0.128
10,1.0,108,3,HygienePrio-full,1710,156,0.48,0.5,0.468
10,1.0,108,3,EPSS-only,1710,156,0.14,0.2,0.28
10,1.0,108,3,CVSS-only,1710,156,0.02,0.05,0.068
10,1.0,108,3,HRS-only,1710,156,0.42,0.37,0.296
10,1.0,108,3,Random,1710,156,0.06,0.08,0.1
10,1.0,108,4,HygienePrio-full,1700,158,0.56,0.5,0.472
10,1.0,108,4,EPSS-only,1700,158,0.12,0.21,0.272
10,1.0,108,4,CVSS-only,1700,158,0.02,0.06,0.088
10,1.0,108,4,HRS-only,1700,158,0.42,0.33,0.288
10,1.0,108,4,Random,1700,158,0.12,0.09,0.076
10,1.0,108,5,HygienePrio-full,1692,160,0.52,0.5,0.464
10,1.0,108,5,EPSS-only,1692,160,0.08,0.2,0.26
10,1.0,108,5,CVSS-only,1692,160,0.02,0.03,0.076
10,1.0,108,5,HRS-only,1692,160,0.42,0.33,0.28
10,1.0,108,5,Random,1692,160,0.08,0.08,0.088
10,1.0,108,6,HygienePrio-full,1682,160,0.6,0.52,0.472
10,1.0,108,6,EPSS-only,1682,160,0.12,0.21,0.268
10,1.0,108,6,CVSS-only,1682,160,0.0,0.04,0.072
10,1.0,108,6,HRS-only,1682,160,0.38,0.32,0.276
10,1.0,108,6,Random,1682,160,0.06,0.08,0.08
10,1.0,109,1,HygienePrio-full,1724,167,0.66,0.58,0.488
10,1.0,109,1,EPSS-only,1724,167,0.32,0.35,0.328
10,1.0,109,1,CVSS-only,1724,167,0.06,0.08,0.088
10,1.0,109,1,HRS-only,1724,167,0.36,0.32,0.292
10,1.0,109,1,Random,1724,167,0.06,0.06,0.084
10,1.0,109,2,HygienePrio-full,1714,159,0.58,0.56,0.484
10,1.0,109,2,EPSS-only,1714,159,0.28,0.34,0.332
10,1.0,109,2,CVSS-only,1714,159,0.1,0.1,0.092
10,1.0,109,2,HRS-only,1714,159,0.38,0.3,0.276
10,1.0,109,2,Random,1714,159,0.02,0.04,0.08
10,1.0,109,3,HygienePrio-full,1704,155,0.54,0.5,0.456
10,1.0,109,3,EPSS-only,1704,155,0.2,0.31,0.34
10,1.0,109,3,CVSS-only,1704,155,0.1,0.1,0.088
10,1.0,109,3,HRS-only,1704,155,0.28,0.27,0.268
10,1.0,109,3,Random,1704,155,0.1,0.09,0.108
10,1.0,109,4,HygienePrio-full,1694,153,0.54,0.53,0.464
10,1.0,109,4,EPSS-only,1694,153,0.16,0.29,0.32
10,1.0,109,4,CVSS-only,1694,153,0.08,0.1,0.096
10,1.0,109,4,HRS-only,1694,153,0.24,0.26,0.248
10,1.0,109,4,Random,1694,153,0.06,0.05,0.068
10,1.0,109,5,HygienePrio-full,1685,159,0.52,0.51,0.492
10,1.0,109,5,EPSS-only,1685,159,0.14,0.28,0.336
10,1.0,109,5,CVSS-only,1685,159,0.1,0.11,0.112
10,1.0,109,5,HRS-only,1685,159,0.26,0.27,0.248
10,1.0,109,5,Random,1685,159,0.12,0.1,0.084
10,1.0,109,6,HygienePrio-full,1676,159,0.52,0.5,0.48
10,1.0,109,6,EPSS-only,1676,159,0.1,0.24,0.3
10,1.0,109,6,CVSS-only,1676,159,0.12,0.11,0.104
10,1.0,109,6,HRS-only,1676,159,0.3,0.26,0.248
10,1.0,109,6,Random,1676,159,0.14,0.08,0.092
10,1.0,110,1,HygienePrio-full,1741,172,0.56,0.55,0.48
10,1.0,110,1,EPSS-only,1741,172,0.26,0.27,0.328
10,1.0,110,1,CVSS-only,1741,172,0.1,0.09,0.092
10,1.0,110,1,HRS-only,1741,172,0.36,0.34,0.292
10,1.0,110,1,Random,1741,172,0.12,0.1,0.104
10,1.0,110,2,HygienePrio-full,1731,169,0.48,0.54,0.472
10,1.0,110,2,EPSS-only,1731,169,0.18,0.25,0.32
10,1.0,110,2,CVSS-only,1731,169,0.1,0.09,0.096
10,1.0,110,2,HRS-only,1731,169,0.3,0.31,0.28
10,1.0,110,2,Random,1731,169,0.12,0.09,0.068
10,1.0,110,3,HygienePrio-full,1721,171,0.52,0.54,0.468
10,1.0,110,3,EPSS-only,1721,171,0.12,0.24,0.308
10,1.0,110,3,CVSS-only,1721,171,0.1,0.1,0.108
10,1.0,110,3,HRS-only,1721,171,0.34,0.32,0.28
10,1.0,110,3,Random,1721,171,0.18,0.13,0.124
10,1.0,110,4,HygienePrio-full,1711,168,0.5,0.52,0.468
10,1.0,110,4,EPSS-only,1711,168,0.08,0.21,0.312
10,1.0,110,4,CVSS-only,1711,168,0.12,0.11,0.104
10,1.0,110,4,HRS-only,1711,168,0.34,0.34,0.272
10,1.0,110,4,Random,1711,168,0.06,0.08,0.112
10,1.0,110,5,HygienePrio-full,1701,165,0.54,0.57,0.488
10,1.0,110,5,EPSS-only,1701,165,0.08,0.25,0.328
10,1.0,110,5,CVSS-only,1701,165,0.08,0.09,0.1
10,1.0,110,5,HRS-only,1701,165,0.38,0.35,0.276
10,1.0,110,5,Random,1701,165,0.1,0.08,0.068
10,1.0,110,6,HygienePrio-full,1692,160,0.46,0.51,0.472
10,1.0,110,6,EPSS-only,1692,160,0.08,0.2,0.308
10,1.0,110,6,CVSS-only,1692,160,0.06,0.08,0.088
10,1.0,110,6,HRS-only,1692,160,0.34,0.31,0.284
10,1.0,110,6,Random,1692,160,0.08,0.08,0.1
10,1.0,111,1,HygienePrio-full,1694,167,0.58,0.57,0.496
10,1.0,111,1,EPSS-only,1694,167,0.38,0.34,0.368
10,1.0,111,1,CVSS-only,1694,167,0.16,0.11,0.124
10,1.0,111,1,HRS-only,1694,167,0.32,0.26,0.276
10,1.0,111,1,Random,1694,167,0.08,0.12,0.112
10,1.0,111,2,HygienePrio-full,1686,163,0.54,0.55,0.504
10,1.0,111,2,EPSS-only,1686,163,0.3,0.32,0.348
10,1.0,111,2,CVSS-only,1686,163,0.2,0.12,0.116
10,1.0,111,2,HRS-only,1686,163,0.26,0.29,0.276
10,1.0,111,2,Random,1686,163,0.06,0.08,0.112
10,1.0,111,3,HygienePrio-full,1677,155,0.52,0.51,0.492
10,1.0,111,3,EPSS-only,1677,155,0.16,0.26,0.32
10,1.0,111,3,CVSS-only,1677,155,0.16,0.11,0.112
10,1.0,111,3,HRS-only,1677,155,0.28,0.28,0.288
10,1.0,111,3,Random,1677,155,0.16,0.11,0.08
10,1.0,111,4,HygienePrio-full,1671,156,0.56,0.53,0.492
10,1.0,111,4,EPSS-only,1671,156,0.18,0.26,0.312
10,1.0,111,4,CVSS-only,1671,156,0.16,0.09,0.108
10,1.0,111,4,HRS-only,1671,156,0.3,0.27,0.268
10,1.0,111,4,Random,1671,156,0.1,0.1,0.076
10,1.0,111,5,HygienePrio-full,1661,157,0.52,0.51,0.488
10,1.0,111,5,EPSS-only,1661,157,0.16,0.25,0.336
10,1.0,111,5,CVSS-only,1661,157,0.12,0.07,0.1
10,1.0,111,5,HRS-only,1661,157,0.26,0.27,0.288
10,1.0,111,5,Random,1661,157,0.12,0.13,0.108
10,1.0,111,6,HygienePrio-full,1652,153,0.52,0.56,0.5
10,1.0,111,6,EPSS-only,1652,153,0.2,0.24,0.328
10,1.0,111,6,CVSS-only,1652,153,0.12,0.1,0.1
10,1.0,111,6,HRS-only,1652,153,0.3,0.29,0.284
10,1.0,111,6,Random,1652,153,0.06,0.08,0.08
10,1.0,112,1,HygienePrio-full,1768,164,0.62,0.55,0.512
10,1.0,112,1,EPSS-only,1768,164,0.34,0.37,0.332
10,1.0,112,1,CVSS-only,1768,164,0.1,0.06,0.084
10,1.0,112,1,HRS-only,1768,164,0.32,0.31,0.304
10,1.0,112,1,Random,1768,164,0.12,0.14,0.124
10,1.0,112,2,HygienePrio-full,1759,167,0.58,0.56,0.532
10,1.0,112,2,EPSS-only,1759,167,0.28,0.32,0.332
10,1.0,112,2,CVSS-only,1759,167,0.1,0.09,0.096
10,1.0,112,2,HRS-only,1759,167,0.26,0.32,0.336
10,1.0,112,2,Random,1759,167,0.22,0.13,0.088
10,1.0,112,3,HygienePrio-full,1750,174,0.56,0.57,0.528
10,1.0,112,3,EPSS-only,1750,174,0.3,0.31,0.336
10,1.0,112,3,CVSS-only,1750,174,0.1,0.07,0.1
10,1.0,112,3,HRS-only,1750,174,0.22,0.28,0.312
10,1.0,112,3,Random,1750,174,0.06,0.11,0.112
10,1.0,112,4,HygienePrio-full,1742,168,0.48,0.53,0.508
10,1.0,112,4,EPSS-only,1742,168,0.24,0.29,0.312
10,1.0,112,4,CVSS-only,1742,168,0.08,0.09,0.1
10,1.0,112,4,HRS-only,1742,168,0.24,0.27,0.296
10,1.0,112,4,Random,1742,168,0.08,0.09,0.1
10,1.0,112,5,HygienePrio-full,1732,162,0.48,0.53,0.492
10,1.0,112,5,EPSS-only,1732,162,0.2,0.23,0.28
10,1.0,112,5,CVSS-only,1732,162,0.08,0.09,0.104
10,1.0,112,5,HRS-only,1732,162,0.26,0.3,0.312
10,1.0,112,5,Random,1732,162,0.12,0.08,0.084
10,1.0,112,6,HygienePrio-full,1722,157,0.48,0.5,0.496
10,1.0,112,6,EPSS-only,1722,157,0.14,0.19,0.284
10,1.0,112,6,CVSS-only,1722,157,0.1,0.07,0.092
10,1.0,112,6,HRS-only,1722,157,0.22,0.27,0.3
10,1.0,112,6,Random,1722,157,0.04,0.05,0.084
10,1.0,113,1,HygienePrio-full,1730,173,0.66,0.63,0.54
10,1.0,113,1,EPSS-only,1730,173,0.34,0.42,0.36
10,1.0,113,1,CVSS-only,1730,173,0.12,0.11,0.108
10,1.0,113,1,HRS-only,1730,173,0.34,0.38,0.308
10,1.0,113,1,Random,1730,173,0.12,0.12,0.104
10,1.0,113,2,HygienePrio-full,1721,169,0.58,0.59,0.512
10,1.0,113,2,EPSS-only,1721,169,0.3,0.37,0.364
10,1.0,113,2,CVSS-only,1721,169,0.08,0.1,0.096
10,1.0,113,2,HRS-only,1721,169,0.3,0.31,0.272
10,1.0,113,2,Random,1721,169,0.04,0.07,0.08
10,1.0,113,3,HygienePrio-full,1713,166,0.58,0.58,0.508
10,1.0,113,3,EPSS-only,1713,166,0.28,0.34,0.348
10,1.0,113,3,CVSS-only,1713,166,0.1,0.12,0.1
10,1.0,113,3,HRS-only,1713,166,0.28,0.32,0.264
10,1.0,113,3,Random,1713,166,0.14,0.12,0.112
10,1.0,113,4,HygienePrio-full,1703,165,0.58,0.54,0.508
10,1.0,113,4,EPSS-only,1703,165,0.26,0.3,0.336
10,1.0,113,4,CVSS-only,1703,165,0.1,0.12,0.108
10,1.0,113,4,HRS-only,1703,165,0.26,0.27,0.276
10,1.0,113,4,Random,1703,165,0.06,0.09,0.08
10,1.0,113,5,HygienePrio-full,1696,167,0.54,0.55,0.496
10,1.0,113,5,EPSS-only,1696,167,0.2,0.29,0.316
10,1.0,113,5,CVSS-only,1696,167,0.12,0.14,0.112
10,1.0,113,5,HRS-only,1696,167,0.26,0.28,0.288
10,1.0,113,5,Random,1696,167,0.1,0.12,0.088
10,1.0,113,6,HygienePrio-full,1690,166,0.56,0.58,0.5
10,1.0,113,6,EPSS-only,1690,166,0.22,0.27,0.316
10,1.0,113,6,CVSS-only,1690,166,0.12,0.14,0.112
10,1.0,113,6,HRS-only,1690,166,0.28,0.25,0.272
10,1.0,113,6,Random,1690,166,0.12,0.11,0.1
10,1.0,114,1,HygienePrio-full,1808,157,0.46,0.44,0.448
10,1.0,114,1,EPSS-only,1808,157,0.24,0.23,0.256
10,1.0,114,1,CVSS-only,1808,157,0.08,0.08,0.08
10,1.0,114,1,HRS-only,1808,157,0.34,0.28,0.28
10,1.0,114,1,Random,1808,157,0.1,0.12,0.112
10,1.0,114,2,HygienePrio-full,1798,150,0.34,0.39,0.42
10,1.0,114,2,EPSS-only,1798,150,0.12,0.19,0.232
10,1.0,114,2,CVSS-only,1798,150,0.08,0.06,0.068
10,1.0,114,2,HRS-only,1798,150,0.28,0.22,0.252
10,1.0,114,2,Random,1798,150,0.12,0.12,0.08
10,1.0,114,3,HygienePrio-full,1789,152,0.44,0.44,0.448
10,1.0,114,3,EPSS-only,1789,152,0.16,0.24,0.244
10,1.0,114,3,CVSS-only,1789,152,0.08,0.07,0.068
10,1.0,114,3,HRS-only,1789,152,0.3,0.23,0.248
10,1.0,114,3,Random,1789,152,0.08,0.11,0.092
10,1.0,114,4,HygienePrio-full,1779,149,0.42,0.47,0.46
10,1.0,114,4,EPSS-only,1779,149,0.1,0.23,0.24
10,1.0,114,4,CVSS-only,1779,149,0.06,0.07,0.06
10,1.0,114,4,HRS-only,1779,149,0.28,0.21,0.236
10,1.0,114,4,Random,1779,149,0.08,0.06,0.084
10,1.0,114,5,HygienePrio-full,1769,153,0.36,0.45,0.444
10,1.0,114,5,EPSS-only,1769,153,0.1,0.18,0.24
10,1.0,114,5,CVSS-only,1769,153,0.08,0.08,0.072
10,1.0,114,5,HRS-only,1769,153,0.16,0.2,0.228
10,1.0,114,5,Random,1769,153,0.06,0.08,0.096
10,1.0,114,6,HygienePrio-full,1760,158,0.36,0.48,0.472
10,1.0,114,6,EPSS-only,1760,158,0.04,0.16,0.232
10,1.0,114,6,CVSS-only,1760,158,0.06,0.07,0.072
10,1.0,114,6,HRS-only,1760,158,0.24,0.23,0.252
10,1.0,114,6,Random,1760,158,0.14,0.13,0.088
10,1.0,115,1,HygienePrio-full,1645,139,0.6,0.55,0.476
10,1.0,115,1,EPSS-only,1645,139,0.28,0.33,0.324
10,1.0,115,1,CVSS-only,1645,139,0.1,0.09,0.076
10,1.0,115,1,HRS-only,1645,139,0.2,0.26,0.28
10,1.0,115,1,Random,1645,139,0.08,0.06,0.092
10,1.0,115,2,HygienePrio-full,1637,138,0.56,0.56,0.472
10,1.0,115,2,EPSS-only,1637,138,0.28,0.28,0.328
10,1.0,115,2,CVSS-only,1637,138,0.1,0.07,0.068
10,1.0,115,2,HRS-only,1637,138,0.2,0.28,0.272
10,1.0,115,2,Random,1637,138,0.1,0.07,0.056
10,1.0,115,3,HygienePrio-full,1627,134,0.58,0.52,0.468
10,1.0,115,3,EPSS-only,1627,134,0.16,0.28,0.328
10,1.0,115,3,CVSS-only,1627,134,0.08,0.06,0.06
10,1.0,115,3,HRS-only,1627,134,0.22,0.28,0.26
10,1.0,115,3,Random,1627,134,0.1,0.06,0.06
10,1.0,115,4,HygienePrio-full,1618,131,0.54,0.5,0.448
10,1.0,115,4,EPSS-only,1618,131,0.1,0.26,0.324
10,1.0,115,4,CVSS-only,1618,131,0.08,0.07,0.06
10,1.0,115,4,HRS-only,1618,131,0.24,0.28,0.268
10,1.0,115,4,Random,1618,131,0.08,0.09,0.092
10,1.0,115,5,HygienePrio-full,1608,135,0.52,0.54,0.456
10,1.0,115,5,EPSS-only,1608,135,0.1,0.25,0.324
10,1.0,115,5,CVSS-only,1608,135,0.08,0.07,0.068
10,1.0,115,5,HRS-only,1608,135,0.24,0.31,0.284
10,1.0,115,5,Random,1608,135,0.04,0.08,0.096
10,1.0,115,6,HygienePrio-full,1600,133,0.58,0.58,0.464
10,1.0,115,6,EPSS-only,1600,133,0.14,0.27,0.34
10,1.0,115,6,CVSS-only,1600,133,0.04,0.07,0.068
10,1.0,115,6,HRS-only,1600,133,0.24,0.31,0.264
10,1.0,115,6,Random,1600,133,0.02,0.04,0.068
10,1.0,116,1,HygienePrio-full,1776,177,0.6,0.57,0.532
10,1.0,116,1,EPSS-only,1776,177,0.38,0.38,0.388
10,1.0,116,1,CVSS-only,1776,177,0.16,0.1,0.104
10,1.0,116,1,HRS-only,1776,177,0.24,0.26,0.304
10,1.0,116,1,Random,1776,177,0.08,0.08,0.104
10,1.0,116,2,HygienePrio-full,1767,178,0.54,0.54,0.544
10,1.0,116,2,EPSS-only,1767,178,0.32,0.36,0.36
10,1.0,116,2,CVSS-only,1767,178,0.16,0.12,0.112
10,1.0,116,2,HRS-only,1767,178,0.26,0.27,0.316
10,1.0,116,2,Random,1767,178,0.08,0.09,0.1
10,1.0,116,3,HygienePrio-full,1758,181,0.54,0.6,0.568
10,1.0,116,3,EPSS-only,1758,181,0.28,0.34,0.364
10,1.0,116,3,CVSS-only,1758,181,0.12,0.11,0.124
10,1.0,116,3,HRS-only,1758,181,0.28,0.3,0.328
10,1.0,116,3,Random,1758,181,0.1,0.09,0.096
10,1.0,116,4,HygienePrio-full,1749,190,0.58,0.58,0.58
10,1.0,116,4,EPSS-only,1749,190,0.26,0.35,0.368
10,1.0,116,4,CVSS-only,1749,190,0.14,0.12,0.136
10,1.0,116,4,HRS-only,1749,190,0.3,0.32,0.32
10,1.0,116,4,Random,1749,190,0.12,0.08,0.092
10,1.0,116,5,HygienePrio-full,1742,180,0.56,0.58,0.536
10,1.0,116,5,EPSS-only,1742,180,0.2,0.3,0.336
10,1.0,116,5,CVSS-only,1742,180,0.12,0.11,0.124
10,1.0,116,5,HRS-only,1742,180,0.26,0.28,0.308
10,1.0,116,5,Random,1742,180,0.04,0.06,0.092
10,1.0,116,6,HygienePrio-full,1732,185,0.58,0.62,0.564
10,1.0,116,6,EPSS-only,1732,185,0.2,0.3,0.324
10,1.0,116,6,CVSS-only,1732,185,0.12,0.11,0.116
10,1.0,116,6,HRS-only,1732,185,0.26,0.29,0.32
10,1.0,116,6,Random,1732,185,0.02,0.08,0.08
10,1.0,117,1,HygienePrio-full,1829,170,0.64,0.56,0.476
10,1.0,117,1,EPSS-only,1829,170,0.42,0.31,0.332
10,1.0,117,1,CVSS-only,1829,170,0.04,0.08,0.08
10,1.0,117,1,HRS-only,1829,170,0.3,0.29,0.264
10,1.0,117,1,Random,1829,170,0.1,0.09,0.092
10,1.0,117,2,HygienePrio-full,1822,161,0.56,0.53,0.452
10,1.0,117,2,EPSS-only,1822,161,0.34,0.26,0.3
10,1.0,117,2,CVSS-only,1822,161,0.02,0.08,0.08
10,1.0,117,2,HRS-only,1822,161,0.24,0.25,0.244
10,1.0,117,2,Random,1822,161,0.14,0.12,0.08
10,1.0,117,3,HygienePrio-full,1815,156,0.54,0.51,0.448
10,1.0,117,3,EPSS-only,1815,156,0.22,0.21,0.28
10,1.0,117,3,CVSS-only,1815,156,0.04,0.08,0.08
10,1.0,117,3,HRS-only,1815,156,0.26,0.24,0.244
10,1.0,117,3,Random,1815,156,0.12,0.1,0.104
10,1.0,117,4,HygienePrio-full,1807,154,0.46,0.48,0.428
10,1.0,117,4,EPSS-only,1807,154,0.14,0.18,0.26
10,1.0,117,4,CVSS-only,1807,154,0.02,0.07,0.08
10,1.0,117,4,HRS-only,1807,154,0.26,0.23,0.26
10,1.0,117,4,Random,1807,154,0.08,0.1,0.08
10,1.0,117,5,HygienePrio-full,1797,154,0.44,0.47,0.44
10,1.0,117,5,EPSS-only,1797,154,0.16,0.2,0.26
10,1.0,117,5,CVSS-only,1797,154,0.02,0.07,0.08
10,1.0,117,5,HRS-only,1797,154,0.28,0.25,0.256
10,1.0,117,5,Random,1797,154,0.06,0.08,0.072
10,1.0,117,6,HygienePrio-full,1787,155,0.46,0.46,0.468
10,1.0,117,6,EPSS-only,1787,155,0.1,0.18,0.252
10,1.0,117,6,CVSS-only,1787,155,0.0,0.06,0.096
10,1.0,117,6,HRS-only,1787,155,0.32,0.27,0.256
10,1.0,117,6,Random,1787,155,0.08,0.08,0.084
10,1.0,118,1,HygienePrio-full,1740,163,0.52,0.49,0.476
10,1.0,118,1,EPSS-only,1740,163,0.32,0.25,0.316
10,1.0,118,1,CVSS-only,1740,163,0.06,0.12,0.108
10,1.0,118,1,HRS-only,1740,163,0.36,0.36,0.288
10,1.0,118,1,Random,1740,163,0.06,0.05,0.092
10,1.0,118,2,HygienePrio-full,1732,162,0.44,0.47,0.476
10,1.0,118,2,EPSS-only,1732,162,0.2,0.22,0.296
10,1.0,118,2,CVSS-only,1732,162,0.06,0.1,0.096
10,1.0,118,2,HRS-only,1732,162,0.36,0.35,0.3
10,1.0,118,2,Random,1732,162,0.06,0.07,0.096
10,1.0,118,3,HygienePrio-full,1722,155,0.5,0.49,0.492
10,1.0,118,3,EPSS-only,1722,155,0.16,0.22,0.308
10,1.0,118,3,CVSS-only,1722,155,0.08,0.11,0.084
10,1.0,118,3,HRS-only,1722,155,0.38,0.36,0.308
10,1.0,118,3,Random,1722,155,0.16,0.13,0.088
10,1.0,118,4,HygienePrio-full,1713,155,0.4,0.49,0.496
10,1.0,118,4,EPSS-only,1713,155,0.08,0.2,0.316
10,1.0,118,4,CVSS-only,1713,155,0.08,0.11,0.088
10,1.0,118,4,HRS-only,1713,155,0.32,0.35,0.3
10,1.0,118,4,Random,1713,155,0.12,0.08,0.072
10,1.0,118,5,HygienePrio-full,1703,160,0.56,0.56,0.516
10,1.0,118,5,EPSS-only,1703,160,0.08,0.2,0.316
10,1.0,118,5,CVSS-only,1703,160,0.1,0.16,0.112
10,1.0,118,5,HRS-only,1703,160,0.34,0.34,0.292
10,1.0,118,5,Random,1703,160,0.06,0.06,0.1
10,1.0,118,6,HygienePrio-full,1694,161,0.56,0.53,0.52
10,1.0,118,6,EPSS-only,1694,161,0.16,0.19,0.308
