batch_id,cell_id,seed,freeze_witness_id,strategy,weight_vector,capacity_ratio,blackout_policy,approver_policy,label_source,epss_era,catalog_strictness,ablation,t0_window_set,capacity_efficiency,ehd_absolute,n_pairs_total,n_t0_windows,scheduled_count_total,scheduler_feasibility
B-primary-ablation,ABL-w_context_dominant-remove_K,1,750e144ba9567b5255b27ce40279643bdf7418d53b15edce5d72c515eb022833,proposed_fixed_prior,w_context_dominant,0.010000,primary,A,label_a_kev_only,v3,cpe_exact_existing31,remove_K,monthly_18_2023_09_to_2025_02,0.010000,3243627936.000000,201924000.000000,18.000000,2019240.000000,1.000000
B-primary-ablation,ABL-w_context_dominant-remove_K,2,750e144ba9567b5255b27ce40279643bdf7418d53b15edce5d72c515eb022833,proposed_fixed_prior,w_context_dominant,0.010000,primary,A,label_a_kev_only,v3,cpe_exact_existing31,remove_K,monthly_18_2023_09_to_2025_02,0.010000,3258711936.000000,201924000.000000,18.000000,2019240.000000,1.000000
B-primary-ablation,ABL-w_context_dominant-remove_K,3,750e144ba9567b5255b27ce40279643bdf7418d53b15edce5d72c515eb022833,proposed_fixed_prior,w_context_dominant,0.010000,primary,A,label_a_kev_only,v3,cpe_exact_existing31,remove_K,monthly_18_2023_09_to_2025_02,0.010000,3270921696.000000,201924000.000000,18.000000,2019240.000000,1.000000
B-primary-ablation,ABL-w_context_dominant-remove_K,4,750e144ba9567b5255b27ce40279643bdf7418d53b15edce5d72c515eb022833,proposed_fixed_prior,w_context_dominant,0.010000,primary,A,label_a_kev_only,v3,cpe_exact_existing31,remove_K,monthly_18_2023_09_to_2025_02,0.010000,3486517920.000000,201924000.000000,18.000000,2019240.000000,1.000000
B-primary-ablation,ABL-w_context_dominant-remove_K,5,750e144ba9567b5255b27ce40279643bdf7418d53b15edce5d72c515eb022833,proposed_fixed_prior,w_context_dominant,0.010000,primary,A,label_a_kev_only,v3,cpe_exact_existing31,remove_K,monthly_18_2023_09_to_2025_02,0.010000,3211257600.000000,201924000.000000,18.000000,2019240.000000,1.000000
B-primary-ablation,ABL-w_context_dominant-remove_K,6,750e144ba9567b5255b27ce40279643bdf7418d53b15edce5d72c515eb022833,proposed_fixed_prior,w_context_dominant,0.010000,primary,A,label_a_kev_only,v3,cpe_exact_existing31,remove_K,monthly_18_2023_09_to_2025_02,0.010000,3404349792.000000,201924000.000000,18.000000,2019240.000000,1.000000
B-primary-ablation,ABL-w_context_dominant-remove_K,7,750e144ba9567b5255b27ce40279643bdf7418d53b15edce5d72c515eb022833,proposed_fixed_prior,w_context_dominant,0.010000,primary,A,label_a_kev_only,v3,cpe_exact_existing31,remove_K,monthly_18_2023_09_to_2025_02,0.010000,3345886368.000000,201924000.000000,18.000000,2019240.000000,1.000000
B-primary-ablation,ABL-w_context_dominant-remove_K,8,750e144ba9567b5255b27ce40279643bdf7418d53b15edce5d72c515eb022833,proposed_fixed_prior,w_context_dominant,0.010000,primary,A,label_a_kev_only,v3,cpe_exact_existing31,remove_K,monthly_18_2023_09_to_2025_02,0.010000,3261546144.000000,201924000.000000,18.000000,2019240.000000,1.000000
B-primary-ablation,ABL-w_context_dominant-remove_K,9,750e144ba9567b5255b27ce40279643bdf7418d53b15edce5d72c515eb022833,proposed_fixed_prior,w_context_dominant,0.010000,primary,A,label_a_kev_only,v3,cpe_exact_existing31,remove_K,monthly_18_2023_09_to_2025_02,0.010000,3302014464.000000,201924000.000000,18.000000,2019240.000000,1.000000
B-primary-ablation,ABL-w_context_dominant-remove_K,10,750e144ba9567b5255b27ce40279643bdf7418d53b15edce5d72c515eb022833,proposed_fixed_prior,w_context_dominant,0.010000,primary,A,label_a_kev_only,v3,cpe_exact_existing31,remove_K,monthly_18_2023_09_to_2025_02,0.010000,3303554976.000000,201924000.000000,18.000000,2019240.000000,1.000000
B-primary-ablation,ABL-w_context_dominant-remove_K,11,750e144ba9567b5255b27ce40279643bdf7418d53b15edce5d72c515eb022833,proposed_fixed_prior,w_context_dominant,0.010000,primary,A,label_a_kev_only,v3,cpe_exact_existing31,remove_K,monthly_18_2023_09_to_2025_02,0.010000,3188990016.000000,201924000.000000,18.000000,2019240.000000,1.000000
B-primary-ablation,ABL-w_context_dominant-remove_K,12,750e144ba9567b5255b27ce40279643bdf7418d53b15edce5d72c515eb022833,proposed_fixed_prior,w_context_dominant,0.010000,primary,A,label_a_kev_only,v3,cpe_exact_existing31,remove_K,monthly_18_2023_09_to_2025_02,0.010000,3312523872.000000,201924000.000000,18.000000,2019240.000000,1.000000
B-primary-ablation,ABL-w_context_dominant-remove_K,13,750e144ba9567b5255b27ce40279643bdf7418d53b15edce5d72c515eb022833,proposed_fixed_prior,w_context_dominant,0.010000,primary,A,label_a_kev_only,v3,cpe_exact_existing31,remove_K,monthly_18_2023_09_to_2025_02,0.010000,3258574272.000000,201924000.000000,18.000000,2019240.000000,1.000000
B-primary-ablation,ABL-w_context_dominant-remove_K,14,750e144ba9567b5255b27ce40279643bdf7418d53b15edce5d72c515eb022833,proposed_fixed_prior,w_context_dominant,0.010000,primary,A,label_a_kev_only,v3,cpe_exact_existing31,remove_K,monthly_18_2023_09_to_2025_02,0.010000,3274460064.000000,201924000.000000,18.000000,2019240.000000,1.000000
