cell_K,cell_lambda,seed,window,method,n_pairs,n_positives,p_at_50,p_at_100,p_at_250
50,1.0,105,1,HygienePrio-full,1722,28,0.46,0.26,0.112
50,1.0,105,1,EPSS-only,1722,28,0.38,0.28,0.112
50,1.0,105,1,HRS-only,1722,28,0.02,0.02,0.036
50,1.0,105,1,CVSS-only,1722,28,0.04,0.03,0.028
50,1.0,105,1,Random,1722,28,0.06,0.03,0.02
50,1.0,105,2,HygienePrio-full,1674,4,0.06,0.04,0.016
50,1.0,105,2,EPSS-only,1674,4,0.08,0.04,0.016
50,1.0,105,2,HRS-only,1674,4,0.0,0.0,0.008
50,1.0,105,2,CVSS-only,1674,4,0.0,0.0,0.004
50,1.0,105,2,Random,1674,4,0.0,0.0,0.0
50,1.0,105,3,HygienePrio-full,1625,1,0.02,0.01,0.004
50,1.0,105,3,EPSS-only,1625,1,0.02,0.01,0.004
50,1.0,105,3,HRS-only,1625,1,0.0,0.0,0.0
50,1.0,105,3,CVSS-only,1625,1,0.0,0.0,0.0
50,1.0,105,3,Random,1625,1,0.0,0.0,0.004
50,1.0,105,4,HygienePrio-full,1578,0,0.0,0.0,0.0
50,1.0,105,4,EPSS-only,1578,0,0.0,0.0,0.0
50,1.0,105,4,HRS-only,1578,0,0.0,0.0,0.0
50,1.0,105,4,CVSS-only,1578,0,0.0,0.0,0.0
50,1.0,105,4,Random,1578,0,0.0,0.0,0.0
50,1.0,105,5,HygienePrio-full,1529,6,0.1,0.06,0.024
50,1.0,105,5,EPSS-only,1529,6,0.12,0.06,0.024
50,1.0,105,5,HRS-only,1529,6,0.0,0.0,0.0
50,1.0,105,5,CVSS-only,1529,6,0.0,0.0,0.004
50,1.0,105,5,Random,1529,6,0.0,0.0,0.0
50,1.0,105,6,HygienePrio-full,1479,2,0.02,0.02,0.008
50,1.0,105,6,EPSS-only,1479,2,0.04,0.02,0.008
50,1.0,105,6,HRS-only,1479,2,0.0,0.0,0.0
50,1.0,105,6,CVSS-only,1479,2,0.0,0.0,0.0
50,1.0,105,6,Random,1479,2,0.0,0.0,0.0
50,1.0,106,1,HygienePrio-full,1742,25,0.42,0.25,0.1
50,1.0,106,1,EPSS-only,1742,25,0.38,0.25,0.1
50,1.0,106,1,HRS-only,1742,25,0.06,0.07,0.064
50,1.0,106,1,CVSS-only,1742,25,0.0,0.0,0.016
50,1.0,106,1,Random,1742,25,0.0,0.01,0.016
50,1.0,106,2,HygienePrio-full,1693,3,0.06,0.03,0.012
50,1.0,106,2,EPSS-only,1693,3,0.06,0.03,0.012
50,1.0,106,2,HRS-only,1693,3,0.0,0.01,0.004
50,1.0,106,2,CVSS-only,1693,3,0.0,0.0,0.004
50,1.0,106,2,Random,1693,3,0.0,0.0,0.004
50,1.0,106,3,HygienePrio-full,1645,1,0.02,0.01,0.004
50,1.0,106,3,EPSS-only,1645,1,0.02,0.01,0.004
50,1.0,106,3,HRS-only,1645,1,0.0,0.0,0.0
50,1.0,106,3,CVSS-only,1645,1,0.0,0.0,0.0
50,1.0,106,3,Random,1645,1,0.0,0.0,0.0
50,1.0,106,4,HygienePrio-full,1596,2,0.02,0.02,0.008
50,1.0,106,4,EPSS-only,1596,2,0.04,0.02,0.008
50,1.0,106,4,HRS-only,1596,2,0.0,0.0,0.0
50,1.0,106,4,CVSS-only,1596,2,0.0,0.0,0.0
50,1.0,106,4,Random,1596,2,0.0,0.0,0.0
50,1.0,106,5,HygienePrio-full,1548,2,0.04,0.02,0.008
50,1.0,106,5,EPSS-only,1548,2,0.04,0.02,0.008
50,1.0,106,5,HRS-only,1548,2,0.0,0.0,0.0
50,1.0,106,5,CVSS-only,1548,2,0.0,0.0,0.0
50,1.0,106,5,Random,1548,2,0.0,0.0,0.0
50,1.0,106,6,HygienePrio-full,1498,6,0.12,0.06,0.024
50,1.0,106,6,EPSS-only,1498,6,0.12,0.06,0.024
50,1.0,106,6,HRS-only,1498,6,0.0,0.0,0.004
50,1.0,106,6,CVSS-only,1498,6,0.0,0.0,0.004
50,1.0,106,6,Random,1498,6,0.0,0.0,0.008
50,1.0,107,1,HygienePrio-full,1758,18,0.3,0.17,0.072
50,1.0,107,1,EPSS-only,1758,18,0.3,0.18,0.072
50,1.0,107,1,HRS-only,1758,18,0.0,0.01,0.02
50,1.0,107,1,CVSS-only,1758,18,0.0,0.0,0.004
50,1.0,107,1,Random,1758,18,0.0,0.0,0.004
50,1.0,107,2,HygienePrio-full,1709,2,0.02,0.02,0.008
50,1.0,107,2,EPSS-only,1709,2,0.04,0.02,0.008
50,1.0,107,2,HRS-only,1709,2,0.0,0.0,0.0
50,1.0,107,2,CVSS-only,1709,2,0.0,0.0,0.004
50,1.0,107,2,Random,1709,2,0.0,0.01,0.004
50,1.0,107,3,HygienePrio-full,1659,2,0.02,0.02,0.008
50,1.0,107,3,EPSS-only,1659,2,0.04,0.02,0.008
50,1.0,107,3,HRS-only,1659,2,0.0,0.0,0.0
50,1.0,107,3,CVSS-only,1659,2,0.0,0.0,0.004
50,1.0,107,3,Random,1659,2,0.0,0.0,0.0
50,1.0,107,4,HygienePrio-full,1610,2,0.04,0.02,0.008
50,1.0,107,4,EPSS-only,1610,2,0.04,0.02,0.008
50,1.0,107,4,HRS-only,1610,2,0.0,0.0,0.0
50,1.0,107,4,CVSS-only,1610,2,0.0,0.0,0.0
50,1.0,107,4,Random,1610,2,0.0,0.0,0.0
50,1.0,107,5,HygienePrio-full,1560,4,0.04,0.04,0.016
50,1.0,107,5,EPSS-only,1560,4,0.08,0.04,0.016
50,1.0,107,5,HRS-only,1560,4,0.0,0.0,0.0
50,1.0,107,5,CVSS-only,1560,4,0.0,0.0,0.0
50,1.0,107,5,Random,1560,4,0.0,0.0,0.004
50,1.0,107,6,HygienePrio-full,1510,5,0.1,0.05,0.02
50,1.0,107,6,EPSS-only,1510,5,0.1,0.05,0.02
50,1.0,107,6,HRS-only,1510,5,0.0,0.0,0.0
50,1.0,107,6,CVSS-only,1510,5,0.0,0.0,0.004
50,1.0,107,6,Random,1510,5,0.02,0.01,0.004
50,1.0,108,1,HygienePrio-full,1725,29,0.5,0.27,0.116
50,1.0,108,1,EPSS-only,1725,29,0.52,0.29,0.116
50,1.0,108,1,HRS-only,1725,29,0.04,0.05,0.04
50,1.0,108,1,CVSS-only,1725,29,0.02,0.01,0.016
50,1.0,108,1,Random,1725,29,0.04,0.03,0.016
50,1.0,108,2,HygienePrio-full,1679,5,0.08,0.05,0.02
50,1.0,108,2,EPSS-only,1679,5,0.1,0.05,0.02
50,1.0,108,2,HRS-only,1679,5,0.0,0.0,0.0
50,1.0,108,2,CVSS-only,1679,5,0.0,0.0,0.004
50,1.0,108,2,Random,1679,5,0.0,0.0,0.004
50,1.0,108,3,HygienePrio-full,1630,4,0.06,0.03,0.016
50,1.0,108,3,EPSS-only,1630,4,0.08,0.04,0.016
50,1.0,108,3,HRS-only,1630,4,0.0,0.0,0.0
50,1.0,108,3,CVSS-only,1630,4,0.0,0.0,0.0
50,1.0,108,3,Random,1630,4,0.0,0.0,0.0
50,1.0,108,4,HygienePrio-full,1580,1,0.02,0.01,0.004
50,1.0,108,4,EPSS-only,1580,1,0.02,0.01,0.004
50,1.0,108,4,HRS-only,1580,1,0.0,0.0,0.004
50,1.0,108,4,CVSS-only,1580,1,0.0,0.0,0.0
50,1.0,108,4,Random,1580,1,0.0,0.0,0.0
50,1.0,108,5,HygienePrio-full,1532,4,0.08,0.04,0.016
50,1.0,108,5,EPSS-only,1532,4,0.08,0.04,0.016
50,1.0,108,5,HRS-only,1532,4,0.0,0.0,0.004
50,1.0,108,5,CVSS-only,1532,4,0.0,0.0,0.0
50,1.0,108,5,Random,1532,4,0.0,0.01,0.004
50,1.0,108,6,HygienePrio-full,1482,9,0.16,0.09,0.036
50,1.0,108,6,EPSS-only,1482,9,0.18,0.09,0.036
50,1.0,108,6,HRS-only,1482,9,0.0,0.0,0.008
50,1.0,108,6,CVSS-only,1482,9,0.0,0.0,0.0
50,1.0,108,6,Random,1482,9,0.02,0.02,0.012
50,1.0,109,1,HygienePrio-full,1724,21,0.32,0.19,0.084
50,1.0,109,1,EPSS-only,1724,21,0.26,0.21,0.084
50,1.0,109,1,HRS-only,1724,21,0.02,0.02,0.028
50,1.0,109,1,CVSS-only,1724,21,0.0,0.02,0.008
50,1.0,109,1,Random,1724,21,0.0,0.01,0.008
50,1.0,109,2,HygienePrio-full,1674,6,0.1,0.06,0.024
50,1.0,109,2,EPSS-only,1674,6,0.12,0.06,0.024
50,1.0,109,2,HRS-only,1674,6,0.0,0.0,0.0
50,1.0,109,2,CVSS-only,1674,6,0.0,0.0,0.0
50,1.0,109,2,Random,1674,6,0.0,0.0,0.004
50,1.0,109,3,HygienePrio-full,1624,1,0.0,0.01,0.004
50,1.0,109,3,EPSS-only,1624,1,0.02,0.01,0.004
50,1.0,109,3,HRS-only,1624,1,0.0,0.0,0.0
50,1.0,109,3,CVSS-only,1624,1,0.0,0.0,0.0
50,1.0,109,3,Random,1624,1,0.0,0.0,0.0
50,1.0,109,4,HygienePrio-full,1574,3,0.06,0.03,0.012
50,1.0,109,4,EPSS-only,1574,3,0.06,0.03,0.012
50,1.0,109,4,HRS-only,1574,3,0.0,0.0,0.0
50,1.0,109,4,CVSS-only,1574,3,0.02,0.01,0.004
50,1.0,109,4,Random,1574,3,0.0,0.0,0.0
50,1.0,109,5,HygienePrio-full,1525,7,0.08,0.06,0.028
50,1.0,109,5,EPSS-only,1525,7,0.14,0.07,0.028
50,1.0,109,5,HRS-only,1525,7,0.0,0.0,0.004
50,1.0,109,5,CVSS-only,1525,7,0.0,0.0,0.0
50,1.0,109,5,Random,1525,7,0.0,0.0,0.004
50,1.0,109,6,HygienePrio-full,1476,9,0.12,0.09,0.036
50,1.0,109,6,EPSS-only,1476,9,0.18,0.09,0.036
50,1.0,109,6,HRS-only,1476,9,0.0,0.0,0.004
50,1.0,109,6,CVSS-only,1476,9,0.0,0.0,0.004
50,1.0,109,6,Random,1476,9,0.02,0.01,0.004
50,1.0,110,1,HygienePrio-full,1741,20,0.38,0.19,0.08
50,1.0,110,1,EPSS-only,1741,20,0.32,0.2,0.08
50,1.0,110,1,HRS-only,1741,20,0.04,0.05,0.036
50,1.0,110,1,CVSS-only,1741,20,0.0,0.0,0.008
50,1.0,110,1,Random,1741,20,0.0,0.0,0.016
50,1.0,110,2,HygienePrio-full,1691,2,0.02,0.01,0.008
50,1.0,110,2,EPSS-only,1691,2,0.04,0.02,0.008
50,1.0,110,2,HRS-only,1691,2,0.0,0.0,0.0
50,1.0,110,2,CVSS-only,1691,2,0.0,0.0,0.0
50,1.0,110,2,Random,1691,2,0.0,0.0,0.0
50,1.0,110,3,HygienePrio-full,1641,4,0.06,0.04,0.016
50,1.0,110,3,EPSS-only,1641,4,0.08,0.04,0.016
50,1.0,110,3,HRS-only,1641,4,0.0,0.0,0.008
50,1.0,110,3,CVSS-only,1641,4,0.0,0.0,0.0
50,1.0,110,3,Random,1641,4,0.0,0.0,0.008
50,1.0,110,4,HygienePrio-full,1591,4,0.06,0.04,0.016
50,1.0,110,4,EPSS-only,1591,4,0.08,0.04,0.016
50,1.0,110,4,HRS-only,1591,4,0.0,0.0,0.0
50,1.0,110,4,CVSS-only,1591,4,0.02,0.01,0.004
50,1.0,110,4,Random,1591,4,0.0,0.0,0.0
50,1.0,110,5,HygienePrio-full,1541,3,0.06,0.03,0.012
50,1.0,110,5,EPSS-only,1541,3,0.06,0.03,0.012
50,1.0,110,5,HRS-only,1541,3,0.0,0.0,0.0
50,1.0,110,5,CVSS-only,1541,3,0.02,0.01,0.004
50,1.0,110,5,Random,1541,3,0.0,0.01,0.008
50,1.0,110,6,HygienePrio-full,1492,9,0.16,0.09,0.036
50,1.0,110,6,EPSS-only,1492,9,0.18,0.09,0.036
50,1.0,110,6,HRS-only,1492,9,0.0,0.0,0.0
50,1.0,110,6,CVSS-only,1492,9,0.0,0.0,0.004
50,1.0,110,6,Random,1492,9,0.0,0.0,0.004
50,1.0,111,1,HygienePrio-full,1694,25,0.4,0.23,0.1
50,1.0,111,1,EPSS-only,1694,25,0.38,0.25,0.1
50,1.0,111,1,HRS-only,1694,25,0.04,0.03,0.028
50,1.0,111,1,CVSS-only,1694,25,0.04,0.02,0.02
50,1.0,111,1,Random,1694,25,0.0,0.01,0.024
50,1.0,111,2,HygienePrio-full,1646,7,0.08,0.07,0.028
50,1.0,111,2,EPSS-only,1646,7,0.14,0.07,0.028
50,1.0,111,2,HRS-only,1646,7,0.0,0.0,0.008
50,1.0,111,2,CVSS-only,1646,7,0.02,0.01,0.012
50,1.0,111,2,Random,1646,7,0.0,0.01,0.004
50,1.0,111,3,HygienePrio-full,1597,3,0.06,0.03,0.012
50,1.0,111,3,EPSS-only,1597,3,0.06,0.03,0.012
50,1.0,111,3,HRS-only,1597,3,0.0,0.0,0.0
50,1.0,111,3,CVSS-only,1597,3,0.0,0.0,0.004
50,1.0,111,3,Random,1597,3,0.0,0.0,0.004
50,1.0,111,4,HygienePrio-full,1551,2,0.02,0.02,0.008
50,1.0,111,4,EPSS-only,1551,2,0.04,0.02,0.008
50,1.0,111,4,HRS-only,1551,2,0.0,0.0,0.0
50,1.0,111,4,CVSS-only,1551,2,0.0,0.0,0.004
50,1.0,111,4,Random,1551,2,0.0,0.0,0.0
50,1.0,111,5,HygienePrio-full,1501,1,0.0,0.01,0.004
50,1.0,111,5,EPSS-only,1501,1,0.02,0.01,0.004
50,1.0,111,5,HRS-only,1501,1,0.0,0.0,0.0
50,1.0,111,5,CVSS-only,1501,1,0.0,0.0,0.0
50,1.0,111,5,Random,1501,1,0.0,0.0,0.0
50,1.0,111,6,HygienePrio-full,1452,4,0.04,0.04,0.016
50,1.0,111,6,EPSS-only,1452,4,0.08,0.04,0.016
50,1.0,111,6,HRS-only,1452,4,0.0,0.0,0.0
50,1.0,111,6,CVSS-only,1452,4,0.0,0.0,0.0
50,1.0,111,6,Random,1452,4,0.02,0.01,0.004
50,1.0,112,1,HygienePrio-full,1768,18,0.36,0.18,0.072
50,1.0,112,1,EPSS-only,1768,18,0.36,0.18,0.072
50,1.0,112,1,HRS-only,1768,18,0.02,0.03,0.048
50,1.0,112,1,CVSS-only,1768,18,0.04,0.04,0.016
50,1.0,112,1,Random,1768,18,0.0,0.01,0.004
50,1.0,112,2,HygienePrio-full,1719,3,0.06,0.03,0.012
50,1.0,112,2,EPSS-only,1719,3,0.06,0.03,0.012
50,1.0,112,2,HRS-only,1719,3,0.0,0.0,0.004
50,1.0,112,2,CVSS-only,1719,3,0.0,0.0,0.0
50,1.0,112,2,Random,1719,3,0.0,0.0,0.0
50,1.0,112,3,HygienePrio-full,1670,1,0.0,0.01,0.004
50,1.0,112,3,EPSS-only,1670,1,0.02,0.01,0.004
50,1.0,112,3,HRS-only,1670,1,0.0,0.0,0.0
50,1.0,112,3,CVSS-only,1670,1,0.0,0.0,0.0
50,1.0,112,3,Random,1670,1,0.02,0.01,0.004
50,1.0,112,4,HygienePrio-full,1622,2,0.04,0.02,0.008
50,1.0,112,4,EPSS-only,1622,2,0.04,0.02,0.008
50,1.0,112,4,HRS-only,1622,2,0.0,0.0,0.0
50,1.0,112,4,CVSS-only,1622,2,0.0,0.0,0.0
50,1.0,112,4,Random,1622,2,0.0,0.0,0.0
50,1.0,112,5,HygienePrio-full,1572,3,0.02,0.03,0.012
50,1.0,112,5,EPSS-only,1572,3,0.06,0.03,0.012
50,1.0,112,5,HRS-only,1572,3,0.0,0.0,0.0
50,1.0,112,5,CVSS-only,1572,3,0.0,0.0,0.004
50,1.0,112,5,Random,1572,3,0.0,0.0,0.0
50,1.0,112,6,HygienePrio-full,1522,4,0.08,0.04,0.016
50,1.0,112,6,EPSS-only,1522,4,0.08,0.04,0.016
50,1.0,112,6,HRS-only,1522,4,0.0,0.0,0.0
50,1.0,112,6,CVSS-only,1522,4,0.0,0.0,0.008
50,1.0,112,6,Random,1522,4,0.0,0.0,0.0
50,1.0,113,1,HygienePrio-full,1730,23,0.4,0.22,0.092
50,1.0,113,1,EPSS-only,1730,23,0.36,0.23,0.092
50,1.0,113,1,HRS-only,1730,23,0.02,0.03,0.044
50,1.0,113,1,CVSS-only,1730,23,0.02,0.03,0.028
50,1.0,113,1,Random,1730,23,0.02,0.02,0.012
50,1.0,113,2,HygienePrio-full,1681,4,0.06,0.04,0.016
50,1.0,113,2,EPSS-only,1681,4,0.08,0.04,0.016
50,1.0,113,2,HRS-only,1681,4,0.0,0.0,0.008
50,1.0,113,2,CVSS-only,1681,4,0.04,0.02,0.012
50,1.0,113,2,Random,1681,4,0.0,0.0,0.0
50,1.0,113,3,HygienePrio-full,1633,1,0.02,0.01,0.004
50,1.0,113,3,EPSS-only,1633,1,0.02,0.01,0.004
50,1.0,113,3,HRS-only,1633,1,0.0,0.0,0.0
50,1.0,113,3,CVSS-only,1633,1,0.0,0.0,0.0
50,1.0,113,3,Random,1633,1,0.0,0.0,0.0
50,1.0,113,4,HygienePrio-full,1583,5,0.1,0.05,0.02
50,1.0,113,4,EPSS-only,1583,5,0.1,0.05,0.02
50,1.0,113,4,HRS-only,1583,5,0.0,0.0,0.008
50,1.0,113,4,CVSS-only,1583,5,0.02,0.01,0.004
50,1.0,113,4,Random,1583,5,0.0,0.0,0.004
50,1.0,113,5,HygienePrio-full,1536,3,0.04,0.02,0.012
50,1.0,113,5,EPSS-only,1536,3,0.06,0.03,0.012
50,1.0,113,5,HRS-only,1536,3,0.0,0.0,0.0
50,1.0,113,5,CVSS-only,1536,3,0.0,0.0,0.004
50,1.0,113,5,Random,1536,3,0.0,0.0,0.0
50,1.0,113,6,HygienePrio-full,1490,3,0.06,0.03,0.012
50,1.0,113,6,EPSS-only,1490,3,0.06,0.03,0.012
50,1.0,113,6,HRS-only,1490,3,0.0,0.0,0.0
50,1.0,113,6,CVSS-only,1490,3,0.0,0.0,0.004
50,1.0,113,6,Random,1490,3,0.0,0.0,0.0
50,1.0,114,1,HygienePrio-full,1808,16,0.28,0.16,0.064
50,1.0,114,1,EPSS-only,1808,16,0.26,0.16,0.064
50,1.0,114,1,HRS-only,1808,16,0.02,0.02,0.024
50,1.0,114,1,CVSS-only,1808,16,0.0,0.0,0.008
50,1.0,114,1,Random,1808,16,0.04,0.02,0.008
50,1.0,114,2,HygienePrio-full,1758,2,0.02,0.02,0.008
50,1.0,114,2,EPSS-only,1758,2,0.04,0.02,0.008
50,1.0,114,2,HRS-only,1758,2,0.0,0.0,0.0
50,1.0,114,2,CVSS-only,1758,2,0.0,0.0,0.0
50,1.0,114,2,Random,1758,2,0.0,0.0,0.0
50,1.0,114,3,HygienePrio-full,1709,1,0.02,0.01,0.004
50,1.0,114,3,EPSS-only,1709,1,0.02,0.01,0.004
50,1.0,114,3,HRS-only,1709,1,0.0,0.0,0.0
50,1.0,114,3,CVSS-only,1709,1,0.0,0.0,0.0
50,1.0,114,3,Random,1709,1,0.0,0.0,0.0
50,1.0,114,4,HygienePrio-full,1659,1,0.0,0.01,0.004
50,1.0,114,4,EPSS-only,1659,1,0.02,0.01,0.004
50,1.0,114,4,HRS-only,1659,1,0.0,0.0,0.0
50,1.0,114,4,CVSS-only,1659,1,0.0,0.0,0.0
50,1.0,114,4,Random,1659,1,0.0,0.0,0.0
50,1.0,114,5,HygienePrio-full,1609,6,0.12,0.06,0.024
50,1.0,114,5,EPSS-only,1609,6,0.12,0.06,0.024
50,1.0,114,5,HRS-only,1609,6,0.0,0.0,0.004
50,1.0,114,5,CVSS-only,1609,6,0.0,0.02,0.008
50,1.0,114,5,Random,1609,6,0.0,0.0,0.0
50,1.0,114,6,HygienePrio-full,1560,7,0.1,0.07,0.028
50,1.0,114,6,EPSS-only,1560,7,0.14,0.07,0.028
50,1.0,114,6,HRS-only,1560,7,0.0,0.0,0.008
50,1.0,114,6,CVSS-only,1560,7,0.02,0.01,0.008
50,1.0,114,6,Random,1560,7,0.02,0.01,0.008
50,1.0,115,1,HygienePrio-full,1645,21,0.36,0.2,0.084
50,1.0,115,1,EPSS-only,1645,21,0.36,0.21,0.084
50,1.0,115,1,HRS-only,1645,21,0.04,0.04,0.044
50,1.0,115,1,CVSS-only,1645,21,0.0,0.01,0.004
50,1.0,115,1,Random,1645,21,0.0,0.01,0.016
50,1.0,115,2,HygienePrio-full,1597,3,0.04,0.03,0.012
50,1.0,115,2,EPSS-only,1597,3,0.06,0.03,0.012
50,1.0,115,2,HRS-only,1597,3,0.0,0.0,0.0
50,1.0,115,2,CVSS-only,1597,3,0.0,0.0,0.0
50,1.0,115,2,Random,1597,3,0.0,0.0,0.0
50,1.0,115,3,HygienePrio-full,1547,0,0.0,0.0,0.0
50,1.0,115,3,EPSS-only,1547,0,0.0,0.0,0.0
50,1.0,115,3,HRS-only,1547,0,0.0,0.0,0.0
50,1.0,115,3,CVSS-only,1547,0,0.0,0.0,0.0
50,1.0,115,3,Random,1547,0,0.0,0.0,0.0
50,1.0,115,4,HygienePrio-full,1498,0,0.0,0.0,0.0
50,1.0,115,4,EPSS-only,1498,0,0.0,0.0,0.0
50,1.0,115,4,HRS-only,1498,0,0.0,0.0,0.0
50,1.0,115,4,CVSS-only,1498,0,0.0,0.0,0.0
50,1.0,115,4,Random,1498,0,0.0,0.0,0.0
50,1.0,115,5,HygienePrio-full,1448,4,0.04,0.04,0.016
50,1.0,115,5,EPSS-only,1448,4,0.08,0.04,0.016
50,1.0,115,5,HRS-only,1448,4,0.0,0.0,0.004
50,1.0,115,5,CVSS-only,1448,4,0.02,0.01,0.008
50,1.0,115,5,Random,1448,4,0.0,0.0,0.0
50,1.0,115,6,HygienePrio-full,1400,8,0.16,0.08,0.032
50,1.0,115,6,EPSS-only,1400,8,0.16,0.08,0.032
50,1.0,115,6,HRS-only,1400,8,0.0,0.0,0.004
50,1.0,115,6,CVSS-only,1400,8,0.02,0.01,0.016
50,1.0,115,6,Random,1400,8,0.0,0.0,0.008
50,1.0,116,1,HygienePrio-full,1776,26,0.42,0.25,0.104
50,1.0,116,1,EPSS-only,1776,26,0.36,0.26,0.104
50,1.0,116,1,HRS-only,1776,26,0.04,0.05,0.036
50,1.0,116,1,CVSS-only,1776,26,0.04,0.03,0.02
50,1.0,116,1,Random,1776,26,0.0,0.01,0.016
50,1.0,116,2,HygienePrio-full,1727,4,0.02,0.04,0.016
50,1.0,116,2,EPSS-only,1727,4,0.08,0.04,0.016
50,1.0,116,2,HRS-only,1727,4,0.0,0.0,0.004
50,1.0,116,2,CVSS-only,1727,4,0.0,0.0,0.004
50,1.0,116,2,Random,1727,4,0.0,0.0,0.004
50,1.0,116,3,HygienePrio-full,1678,6,0.06,0.05,0.024
50,1.0,116,3,EPSS-only,1678,6,0.12,0.06,0.024
50,1.0,116,3,HRS-only,1678,6,0.0,0.0,0.0
50,1.0,116,3,CVSS-only,1678,6,0.0,0.0,0.0
50,1.0,116,3,Random,1678,6,0.0,0.02,0.012
50,1.0,116,4,HygienePrio-full,1629,2,0.04,0.02,0.008
50,1.0,116,4,EPSS-only,1629,2,0.04,0.02,0.008
50,1.0,116,4,HRS-only,1629,2,0.0,0.0,0.0
50,1.0,116,4,CVSS-only,1629,2,0.0,0.0,0.0
50,1.0,116,4,Random,1629,2,0.0,0.0,0.004
50,1.0,116,5,HygienePrio-full,1582,7,0.1,0.07,0.028
50,1.0,116,5,EPSS-only,1582,7,0.14,0.07,0.028
50,1.0,116,5,HRS-only,1582,7,0.0,0.0,0.012
50,1.0,116,5,CVSS-only,1582,7,0.02,0.01,0.012
50,1.0,116,5,Random,1582,7,0.02,0.02,0.008
50,1.0,116,6,HygienePrio-full,1532,2,0.04,0.02,0.008
50,1.0,116,6,EPSS-only,1532,2,0.04,0.02,0.008
50,1.0,116,6,HRS-only,1532,2,0.0,0.0,0.0
50,1.0,116,6,CVSS-only,1532,2,0.02,0.01,0.004
50,1.0,116,6,Random,1532,2,0.0,0.0,0.004
50,1.0,117,1,HygienePrio-full,1829,21,0.36,0.2,0.084
50,1.0,117,1,EPSS-only,1829,21,0.36,0.21,0.084
50,1.0,117,1,HRS-only,1829,21,0.02,0.04,0.024
50,1.0,117,1,CVSS-only,1829,21,0.04,0.02,0.016
50,1.0,117,1,Random,1829,21,0.02,0.06,0.024
50,1.0,117,2,HygienePrio-full,1782,4,0.06,0.04,0.016
50,1.0,117,2,EPSS-only,1782,4,0.08,0.04,0.016
50,1.0,117,2,HRS-only,1782,4,0.0,0.0,0.008
50,1.0,117,2,CVSS-only,1782,4,0.0,0.0,0.0
50,1.0,117,2,Random,1782,4,0.0,0.0,0.0
50,1.0,117,3,HygienePrio-full,1735,5,0.06,0.05,0.02
50,1.0,117,3,EPSS-only,1735,5,0.1,0.05,0.02
50,1.0,117,3,HRS-only,1735,5,0.0,0.0,0.004
50,1.0,117,3,CVSS-only,1735,5,0.0,0.01,0.012
50,1.0,117,3,Random,1735,5,0.0,0.01,0.008
50,1.0,117,4,HygienePrio-full,1687,5,0.1,0.05,0.02
50,1.0,117,4,EPSS-only,1687,5,0.1,0.05,0.02
50,1.0,117,4,HRS-only,1687,5,0.0,0.0,0.004
50,1.0,117,4,CVSS-only,1687,5,0.0,0.01,0.008
50,1.0,117,4,Random,1687,5,0.02,0.02,0.008
50,1.0,117,5,HygienePrio-full,1637,9,0.16,0.09,0.036
50,1.0,117,5,EPSS-only,1637,9,0.18,0.09,0.036
50,1.0,117,5,HRS-only,1637,9,0.0,0.0,0.008
50,1.0,117,5,CVSS-only,1637,9,0.0,0.0,0.004
50,1.0,117,5,Random,1637,9,0.0,0.0,0.008
50,1.0,117,6,HygienePrio-full,1587,7,0.12,0.07,0.028
50,1.0,117,6,EPSS-only,1587,7,0.14,0.07,0.028
50,1.0,117,6,HRS-only,1587,7,0.0,0.0,0.004
50,1.0,117,6,CVSS-only,1587,7,0.0,0.0,0.004
50,1.0,117,6,Random,1587,7,0.0,0.0,0.0
50,1.0,118,1,HygienePrio-full,1740,28,0.46,0.27,0.112
50,1.0,118,1,EPSS-only,1740,28,0.48,0.28,0.112
50,1.0,118,1,HRS-only,1740,28,0.08,0.05,0.036
50,1.0,118,1,CVSS-only,1740,28,0.0,0.01,0.012
50,1.0,118,1,Random,1740,28,0.04,0.02,0.028
50,1.0,118,2,HygienePrio-full,1692,6,0.1,0.06,0.024
50,1.0,118,2,EPSS-only,1692,6,0.12,0.06,0.024
50,1.0,118,2,HRS-only,1692,6,0.0,0.0,0.004
50,1.0,118,2,CVSS-only,1692,6,0.0,0.0,0.0
50,1.0,118,2,Random,1692,6,0.0,0.0,0.004
50,1.0,118,3,HygienePrio-full,1642,2,0.04,0.02,0.008
50,1.0,118,3,EPSS-only,1642,2,0.04,0.02,0.008
50,1.0,118,3,HRS-only,1642,2,0.0,0.0,0.0
50,1.0,118,3,CVSS-only,1642,2,0.0,0.0,0.0
50,1.0,118,3,Random,1642,2,0.0,0.0,0.0
50,1.0,118,4,HygienePrio-full,1593,1,0.0,0.01,0.004
50,1.0,118,4,EPSS-only,1593,1,0.02,0.01,0.004
50,1.0,118,4,HRS-only,1593,1,0.0,0.0,0.0
50,1.0,118,4,CVSS-only,1593,1,0.0,0.0,0.0
50,1.0,118,4,Random,1593,1,0.0,0.0,0.0
50,1.0,118,5,HygienePrio-full,1543,3,0.04,0.03,0.012
50,1.0,118,5,EPSS-only,1543,3,0.06,0.03,0.012
50,1.0,118,5,HRS-only,1543,3,0.0,0.0,0.0
50,1.0,118,5,CVSS-only,1543,3,0.0,0.0,0.0
50,1.0,118,5,Random,1543,3,0.0,0.01,0.004
50,1.0,118,6,HygienePrio-full,1494,6,0.12,0.06,0.024
50,1.0,118,6,EPSS-only,1494,6,0.12,0.06,0.024
