cell_K,cell_lambda,seed,window,method,n_pairs,n_positives,p_at_50,p_at_100,p_at_250
50,3.0,129,1,EPSS-only,1790,18,0.28,0.18,0.072
50,3.0,129,1,HRS-only,1790,18,0.0,0.04,0.032
50,3.0,129,1,CVSS-only,1790,18,0.0,0.01,0.008
50,3.0,129,1,Random,1790,18,0.0,0.0,0.008
50,3.0,129,2,HygienePrio-full,1742,1,0.02,0.01,0.004
50,3.0,129,2,EPSS-only,1742,1,0.02,0.01,0.004
50,3.0,129,2,HRS-only,1742,1,0.0,0.0,0.0
50,3.0,129,2,CVSS-only,1742,1,0.0,0.0,0.0
50,3.0,129,2,Random,1742,1,0.0,0.0,0.0
50,3.0,129,3,HygienePrio-full,1695,2,0.02,0.02,0.008
50,3.0,129,3,EPSS-only,1695,2,0.04,0.02,0.008
50,3.0,129,3,HRS-only,1695,2,0.0,0.0,0.0
50,3.0,129,3,CVSS-only,1695,2,0.0,0.0,0.004
50,3.0,129,3,Random,1695,2,0.0,0.0,0.0
50,3.0,129,4,HygienePrio-full,1647,5,0.1,0.05,0.02
50,3.0,129,4,EPSS-only,1647,5,0.1,0.05,0.02
50,3.0,129,4,HRS-only,1647,5,0.0,0.0,0.0
50,3.0,129,4,CVSS-only,1647,5,0.0,0.0,0.008
50,3.0,129,4,Random,1647,5,0.0,0.01,0.004
50,3.0,129,5,HygienePrio-full,1597,3,0.06,0.03,0.012
50,3.0,129,5,EPSS-only,1597,3,0.06,0.03,0.012
50,3.0,129,5,HRS-only,1597,3,0.0,0.0,0.0
50,3.0,129,5,CVSS-only,1597,3,0.0,0.0,0.0
50,3.0,129,5,Random,1597,3,0.0,0.0,0.0
50,3.0,129,6,HygienePrio-full,1550,7,0.06,0.07,0.028
50,3.0,129,6,EPSS-only,1550,7,0.14,0.07,0.028
50,3.0,129,6,HRS-only,1550,7,0.0,0.01,0.008
50,3.0,129,6,CVSS-only,1550,7,0.0,0.0,0.0
50,3.0,129,6,Random,1550,7,0.0,0.0,0.004
50,12.0,105,1,HygienePrio-full,1722,28,0.46,0.26,0.112
50,12.0,105,1,EPSS-only,1722,28,0.38,0.28,0.112
50,12.0,105,1,HRS-only,1722,28,0.02,0.02,0.036
50,12.0,105,1,CVSS-only,1722,28,0.04,0.03,0.028
50,12.0,105,1,Random,1722,28,0.06,0.03,0.02
50,12.0,105,2,HygienePrio-full,1686,5,0.06,0.05,0.02
50,12.0,105,2,EPSS-only,1686,5,0.1,0.05,0.02
50,12.0,105,2,HRS-only,1686,5,0.0,0.0,0.004
50,12.0,105,2,CVSS-only,1686,5,0.0,0.0,0.008
50,12.0,105,2,Random,1686,5,0.0,0.0,0.0
50,12.0,105,3,HygienePrio-full,1653,3,0.04,0.02,0.012
50,12.0,105,3,EPSS-only,1653,3,0.06,0.03,0.012
50,12.0,105,3,HRS-only,1653,3,0.0,0.0,0.0
50,12.0,105,3,CVSS-only,1653,3,0.0,0.0,0.004
50,12.0,105,3,Random,1653,3,0.0,0.0,0.0
50,12.0,105,4,HygienePrio-full,1615,4,0.08,0.04,0.016
50,12.0,105,4,EPSS-only,1615,4,0.08,0.04,0.016
50,12.0,105,4,HRS-only,1615,4,0.0,0.0,0.004
50,12.0,105,4,CVSS-only,1615,4,0.0,0.01,0.004
50,12.0,105,4,Random,1615,4,0.02,0.01,0.008
50,12.0,105,5,HygienePrio-full,1576,1,0.02,0.01,0.004
50,12.0,105,5,EPSS-only,1576,1,0.02,0.01,0.004
50,12.0,105,5,HRS-only,1576,1,0.0,0.0,0.0
50,12.0,105,5,CVSS-only,1576,1,0.0,0.0,0.0
50,12.0,105,5,Random,1576,1,0.0,0.0,0.0
50,12.0,105,6,HygienePrio-full,1544,7,0.14,0.07,0.028
50,12.0,105,6,EPSS-only,1544,7,0.14,0.07,0.028
50,12.0,105,6,HRS-only,1544,7,0.0,0.0,0.004
50,12.0,105,6,CVSS-only,1544,7,0.0,0.0,0.0
50,12.0,105,6,Random,1544,7,0.0,0.0,0.004
50,12.0,106,1,HygienePrio-full,1742,25,0.42,0.25,0.1
50,12.0,106,1,EPSS-only,1742,25,0.38,0.25,0.1
50,12.0,106,1,HRS-only,1742,25,0.06,0.07,0.064
50,12.0,106,1,CVSS-only,1742,25,0.0,0.0,0.016
50,12.0,106,1,Random,1742,25,0.0,0.01,0.016
50,12.0,106,2,HygienePrio-full,1705,4,0.08,0.04,0.016
50,12.0,106,2,EPSS-only,1705,4,0.08,0.04,0.016
50,12.0,106,2,HRS-only,1705,4,0.0,0.01,0.008
50,12.0,106,2,CVSS-only,1705,4,0.0,0.0,0.004
50,12.0,106,2,Random,1705,4,0.0,0.0,0.004
50,12.0,106,3,HygienePrio-full,1674,0,0.0,0.0,0.0
50,12.0,106,3,EPSS-only,1674,0,0.0,0.0,0.0
50,12.0,106,3,HRS-only,1674,0,0.0,0.0,0.0
50,12.0,106,3,CVSS-only,1674,0,0.0,0.0,0.0
50,12.0,106,3,Random,1674,0,0.0,0.0,0.0
50,12.0,106,4,HygienePrio-full,1635,2,0.04,0.02,0.008
50,12.0,106,4,EPSS-only,1635,2,0.04,0.02,0.008
50,12.0,106,4,HRS-only,1635,2,0.0,0.0,0.008
50,12.0,106,4,CVSS-only,1635,2,0.0,0.0,0.0
50,12.0,106,4,Random,1635,2,0.0,0.0,0.0
50,12.0,106,5,HygienePrio-full,1599,4,0.06,0.04,0.016
50,12.0,106,5,EPSS-only,1599,4,0.08,0.04,0.016
50,12.0,106,5,HRS-only,1599,4,0.0,0.0,0.0
50,12.0,106,5,CVSS-only,1599,4,0.0,0.0,0.004
50,12.0,106,5,Random,1599,4,0.02,0.02,0.008
50,12.0,106,6,HygienePrio-full,1557,5,0.06,0.05,0.02
50,12.0,106,6,EPSS-only,1557,5,0.1,0.05,0.02
50,12.0,106,6,HRS-only,1557,5,0.0,0.0,0.0
50,12.0,106,6,CVSS-only,1557,5,0.0,0.0,0.004
50,12.0,106,6,Random,1557,5,0.02,0.01,0.004
50,12.0,107,1,HygienePrio-full,1758,18,0.3,0.17,0.072
50,12.0,107,1,EPSS-only,1758,18,0.3,0.18,0.072
50,12.0,107,1,HRS-only,1758,18,0.0,0.01,0.02
50,12.0,107,1,CVSS-only,1758,18,0.0,0.0,0.004
50,12.0,107,1,Random,1758,18,0.0,0.0,0.004
50,12.0,107,2,HygienePrio-full,1723,4,0.02,0.03,0.016
50,12.0,107,2,EPSS-only,1723,4,0.08,0.04,0.016
50,12.0,107,2,HRS-only,1723,4,0.0,0.0,0.004
50,12.0,107,2,CVSS-only,1723,4,0.0,0.0,0.004
50,12.0,107,2,Random,1723,4,0.0,0.01,0.008
50,12.0,107,3,HygienePrio-full,1681,2,0.04,0.02,0.008
50,12.0,107,3,EPSS-only,1681,2,0.04,0.02,0.008
50,12.0,107,3,HRS-only,1681,2,0.0,0.0,0.0
50,12.0,107,3,CVSS-only,1681,2,0.0,0.0,0.004
50,12.0,107,3,Random,1681,2,0.0,0.0,0.0
50,12.0,107,4,HygienePrio-full,1642,1,0.0,0.01,0.004
50,12.0,107,4,EPSS-only,1642,1,0.02,0.01,0.004
50,12.0,107,4,HRS-only,1642,1,0.0,0.0,0.0
50,12.0,107,4,CVSS-only,1642,1,0.0,0.0,0.0
50,12.0,107,4,Random,1642,1,0.0,0.0,0.0
50,12.0,107,5,HygienePrio-full,1602,1,0.02,0.01,0.004
50,12.0,107,5,EPSS-only,1602,1,0.02,0.01,0.004
50,12.0,107,5,HRS-only,1602,1,0.0,0.0,0.0
50,12.0,107,5,CVSS-only,1602,1,0.0,0.0,0.0
50,12.0,107,5,Random,1602,1,0.0,0.0,0.0
50,12.0,107,6,HygienePrio-full,1560,5,0.1,0.05,0.02
50,12.0,107,6,EPSS-only,1560,5,0.1,0.05,0.02
50,12.0,107,6,HRS-only,1560,5,0.0,0.0,0.0
50,12.0,107,6,CVSS-only,1560,5,0.0,0.0,0.0
50,12.0,107,6,Random,1560,5,0.0,0.0,0.004
50,12.0,108,1,HygienePrio-full,1725,29,0.5,0.27,0.116
50,12.0,108,1,EPSS-only,1725,29,0.52,0.29,0.116
50,12.0,108,1,HRS-only,1725,29,0.04,0.05,0.04
50,12.0,108,1,CVSS-only,1725,29,0.02,0.01,0.016
50,12.0,108,1,Random,1725,29,0.04,0.03,0.016
50,12.0,108,2,HygienePrio-full,1689,6,0.08,0.06,0.024
50,12.0,108,2,EPSS-only,1689,6,0.12,0.06,0.024
50,12.0,108,2,HRS-only,1689,6,0.0,0.01,0.004
50,12.0,108,2,CVSS-only,1689,6,0.02,0.01,0.008
50,12.0,108,2,Random,1689,6,0.0,0.0,0.004
50,12.0,108,3,HygienePrio-full,1655,4,0.04,0.04,0.016
50,12.0,108,3,EPSS-only,1655,4,0.08,0.04,0.016
50,12.0,108,3,HRS-only,1655,4,0.0,0.0,0.0
50,12.0,108,3,CVSS-only,1655,4,0.0,0.0,0.004
50,12.0,108,3,Random,1655,4,0.0,0.0,0.0
50,12.0,108,4,HygienePrio-full,1614,3,0.04,0.03,0.012
50,12.0,108,4,EPSS-only,1614,3,0.06,0.03,0.012
50,12.0,108,4,HRS-only,1614,3,0.0,0.0,0.0
50,12.0,108,4,CVSS-only,1614,3,0.02,0.01,0.004
50,12.0,108,4,Random,1614,3,0.0,0.0,0.0
50,12.0,108,5,HygienePrio-full,1579,4,0.08,0.04,0.016
50,12.0,108,5,EPSS-only,1579,4,0.08,0.04,0.016
50,12.0,108,5,HRS-only,1579,4,0.0,0.0,0.008
50,12.0,108,5,CVSS-only,1579,4,0.0,0.0,0.004
50,12.0,108,5,Random,1579,4,0.0,0.0,0.0
50,12.0,108,6,HygienePrio-full,1539,6,0.12,0.06,0.024
50,12.0,108,6,EPSS-only,1539,6,0.12,0.06,0.024
50,12.0,108,6,HRS-only,1539,6,0.0,0.0,0.008
50,12.0,108,6,CVSS-only,1539,6,0.0,0.01,0.008
50,12.0,108,6,Random,1539,6,0.0,0.0,0.004
50,12.0,109,1,HygienePrio-full,1724,21,0.32,0.19,0.084
50,12.0,109,1,EPSS-only,1724,21,0.26,0.21,0.084
50,12.0,109,1,HRS-only,1724,21,0.02,0.02,0.028
50,12.0,109,1,CVSS-only,1724,21,0.0,0.02,0.008
50,12.0,109,1,Random,1724,21,0.0,0.01,0.008
50,12.0,109,2,HygienePrio-full,1681,6,0.1,0.06,0.024
50,12.0,109,2,EPSS-only,1681,6,0.12,0.06,0.024
50,12.0,109,2,HRS-only,1681,6,0.0,0.0,0.004
50,12.0,109,2,CVSS-only,1681,6,0.0,0.0,0.0
50,12.0,109,2,Random,1681,6,0.0,0.0,0.008
50,12.0,109,3,HygienePrio-full,1638,2,0.02,0.01,0.008
50,12.0,109,3,EPSS-only,1638,2,0.04,0.02,0.008
50,12.0,109,3,HRS-only,1638,2,0.0,0.0,0.0
50,12.0,109,3,CVSS-only,1638,2,0.0,0.0,0.0
50,12.0,109,3,Random,1638,2,0.0,0.0,0.004
50,12.0,109,4,HygienePrio-full,1598,3,0.04,0.03,0.012
50,12.0,109,4,EPSS-only,1598,3,0.06,0.03,0.012
50,12.0,109,4,HRS-only,1598,3,0.0,0.0,0.0
50,12.0,109,4,CVSS-only,1598,3,0.0,0.0,0.008
50,12.0,109,4,Random,1598,3,0.0,0.0,0.008
50,12.0,109,5,HygienePrio-full,1564,4,0.06,0.04,0.016
50,12.0,109,5,EPSS-only,1564,4,0.08,0.04,0.016
50,12.0,109,5,HRS-only,1564,4,0.0,0.0,0.0
50,12.0,109,5,CVSS-only,1564,4,0.0,0.0,0.004
50,12.0,109,5,Random,1564,4,0.0,0.0,0.004
50,12.0,109,6,HygienePrio-full,1525,7,0.1,0.07,0.028
50,12.0,109,6,EPSS-only,1525,7,0.14,0.07,0.028
50,12.0,109,6,HRS-only,1525,7,0.0,0.0,0.0
50,12.0,109,6,CVSS-only,1525,7,0.0,0.0,0.004
50,12.0,109,6,Random,1525,7,0.0,0.0,0.0
50,12.0,110,1,HygienePrio-full,1741,20,0.38,0.19,0.08
50,12.0,110,1,EPSS-only,1741,20,0.32,0.2,0.08
50,12.0,110,1,HRS-only,1741,20,0.04,0.05,0.036
50,12.0,110,1,CVSS-only,1741,20,0.0,0.0,0.008
50,12.0,110,1,Random,1741,20,0.0,0.0,0.016
50,12.0,110,2,HygienePrio-full,1707,4,0.06,0.04,0.016
50,12.0,110,2,EPSS-only,1707,4,0.08,0.04,0.016
50,12.0,110,2,HRS-only,1707,4,0.0,0.0,0.008
50,12.0,110,2,CVSS-only,1707,4,0.0,0.01,0.004
50,12.0,110,2,Random,1707,4,0.0,0.0,0.0
50,12.0,110,3,HygienePrio-full,1662,5,0.06,0.05,0.02
50,12.0,110,3,EPSS-only,1662,5,0.1,0.05,0.02
50,12.0,110,3,HRS-only,1662,5,0.0,0.0,0.004
50,12.0,110,3,CVSS-only,1662,5,0.0,0.0,0.0
50,12.0,110,3,Random,1662,5,0.0,0.0,0.008
50,12.0,110,4,HygienePrio-full,1620,6,0.08,0.06,0.024
50,12.0,110,4,EPSS-only,1620,6,0.12,0.06,0.024
50,12.0,110,4,HRS-only,1620,6,0.0,0.0,0.004
50,12.0,110,4,CVSS-only,1620,6,0.0,0.0,0.0
50,12.0,110,4,Random,1620,6,0.0,0.0,0.0
50,12.0,110,5,HygienePrio-full,1584,8,0.14,0.08,0.032
50,12.0,110,5,EPSS-only,1584,8,0.16,0.08,0.032
50,12.0,110,5,HRS-only,1584,8,0.0,0.0,0.004
50,12.0,110,5,CVSS-only,1584,8,0.0,0.0,0.0
50,12.0,110,5,Random,1584,8,0.0,0.0,0.0
50,12.0,110,6,HygienePrio-full,1546,3,0.06,0.03,0.012
50,12.0,110,6,EPSS-only,1546,3,0.06,0.03,0.012
50,12.0,110,6,HRS-only,1546,3,0.0,0.0,0.0
50,12.0,110,6,CVSS-only,1546,3,0.0,0.01,0.004
50,12.0,110,6,Random,1546,3,0.02,0.01,0.004
50,12.0,111,1,HygienePrio-full,1694,25,0.4,0.23,0.1
50,12.0,111,1,EPSS-only,1694,25,0.38,0.25,0.1
50,12.0,111,1,HRS-only,1694,25,0.04,0.03,0.028
50,12.0,111,1,CVSS-only,1694,25,0.04,0.02,0.02
50,12.0,111,1,Random,1694,25,0.0,0.01,0.024
50,12.0,111,2,HygienePrio-full,1657,7,0.08,0.07,0.028
50,12.0,111,2,EPSS-only,1657,7,0.14,0.07,0.028
50,12.0,111,2,HRS-only,1657,7,0.02,0.01,0.008
50,12.0,111,2,CVSS-only,1657,7,0.0,0.0,0.008
50,12.0,111,2,Random,1657,7,0.0,0.01,0.004
50,12.0,111,3,HygienePrio-full,1624,6,0.1,0.06,0.024
50,12.0,111,3,EPSS-only,1624,6,0.12,0.06,0.024
50,12.0,111,3,HRS-only,1624,6,0.0,0.0,0.004
50,12.0,111,3,CVSS-only,1624,6,0.0,0.0,0.004
50,12.0,111,3,Random,1624,6,0.0,0.0,0.004
50,12.0,111,4,HygienePrio-full,1585,4,0.06,0.04,0.016
50,12.0,111,4,EPSS-only,1585,4,0.08,0.04,0.016
50,12.0,111,4,HRS-only,1585,4,0.02,0.01,0.004
50,12.0,111,4,CVSS-only,1585,4,0.02,0.02,0.016
50,12.0,111,4,Random,1585,4,0.0,0.0,0.0
50,12.0,111,5,HygienePrio-full,1548,4,0.06,0.04,0.016
50,12.0,111,5,EPSS-only,1548,4,0.08,0.04,0.016
50,12.0,111,5,HRS-only,1548,4,0.0,0.0,0.0
50,12.0,111,5,CVSS-only,1548,4,0.0,0.0,0.008
50,12.0,111,5,Random,1548,4,0.0,0.0,0.004
50,12.0,111,6,HygienePrio-full,1510,7,0.1,0.07,0.028
50,12.0,111,6,EPSS-only,1510,7,0.14,0.07,0.028
50,12.0,111,6,HRS-only,1510,7,0.0,0.0,0.0
50,12.0,111,6,CVSS-only,1510,7,0.02,0.01,0.008
50,12.0,111,6,Random,1510,7,0.0,0.01,0.004
50,12.0,112,1,HygienePrio-full,1768,18,0.36,0.18,0.072
50,12.0,112,1,EPSS-only,1768,18,0.36,0.18,0.072
50,12.0,112,1,HRS-only,1768,18,0.02,0.03,0.048
50,12.0,112,1,CVSS-only,1768,18,0.04,0.04,0.016
50,12.0,112,1,Random,1768,18,0.0,0.01,0.004
50,12.0,112,2,HygienePrio-full,1734,0,0.0,0.0,0.0
50,12.0,112,2,EPSS-only,1734,0,0.0,0.0,0.0
50,12.0,112,2,HRS-only,1734,0,0.0,0.0,0.0
50,12.0,112,2,CVSS-only,1734,0,0.0,0.0,0.0
50,12.0,112,2,Random,1734,0,0.0,0.0,0.0
50,12.0,112,3,HygienePrio-full,1696,1,0.02,0.01,0.004
50,12.0,112,3,EPSS-only,1696,1,0.02,0.01,0.004
50,12.0,112,3,HRS-only,1696,1,0.0,0.0,0.0
50,12.0,112,3,CVSS-only,1696,1,0.0,0.0,0.0
50,12.0,112,3,Random,1696,1,0.0,0.0,0.0
50,12.0,112,4,HygienePrio-full,1656,2,0.04,0.02,0.008
50,12.0,112,4,EPSS-only,1656,2,0.04,0.02,0.008
50,12.0,112,4,HRS-only,1656,2,0.0,0.01,0.004
50,12.0,112,4,CVSS-only,1656,2,0.0,0.0,0.004
50,12.0,112,4,Random,1656,2,0.0,0.01,0.004
50,12.0,112,5,HygienePrio-full,1619,2,0.02,0.02,0.008
50,12.0,112,5,EPSS-only,1619,2,0.04,0.02,0.008
50,12.0,112,5,HRS-only,1619,2,0.0,0.0,0.004
50,12.0,112,5,CVSS-only,1619,2,0.0,0.0,0.0
50,12.0,112,5,Random,1619,2,0.0,0.0,0.0
50,12.0,112,6,HygienePrio-full,1576,4,0.08,0.04,0.016
50,12.0,112,6,EPSS-only,1576,4,0.08,0.04,0.016
50,12.0,112,6,HRS-only,1576,4,0.0,0.0,0.0
50,12.0,112,6,CVSS-only,1576,4,0.0,0.0,0.0
50,12.0,112,6,Random,1576,4,0.0,0.0,0.0
50,12.0,113,1,HygienePrio-full,1730,23,0.4,0.22,0.092
50,12.0,113,1,EPSS-only,1730,23,0.36,0.23,0.092
50,12.0,113,1,HRS-only,1730,23,0.02,0.03,0.044
50,12.0,113,1,CVSS-only,1730,23,0.02,0.03,0.028
50,12.0,113,1,Random,1730,23,0.02,0.02,0.012
50,12.0,113,2,HygienePrio-full,1691,3,0.04,0.03,0.012
50,12.0,113,2,EPSS-only,1691,3,0.06,0.03,0.012
50,12.0,113,2,HRS-only,1691,3,0.0,0.0,0.004
50,12.0,113,2,CVSS-only,1691,3,0.02,0.02,0.008
50,12.0,113,2,Random,1691,3,0.0,0.0,0.0
50,12.0,113,3,HygienePrio-full,1649,3,0.04,0.02,0.012
50,12.0,113,3,EPSS-only,1649,3,0.06,0.03,0.012
50,12.0,113,3,HRS-only,1649,3,0.0,0.0,0.0
50,12.0,113,3,CVSS-only,1649,3,0.0,0.0,0.004
50,12.0,113,3,Random,1649,3,0.02,0.01,0.004
50,12.0,113,4,HygienePrio-full,1609,3,0.04,0.03,0.012
50,12.0,113,4,EPSS-only,1609,3,0.06,0.03,0.012
50,12.0,113,4,HRS-only,1609,3,0.0,0.0,0.0
50,12.0,113,4,CVSS-only,1609,3,0.0,0.01,0.008
50,12.0,113,4,Random,1609,3,0.0,0.0,0.004
50,12.0,113,5,HygienePrio-full,1576,7,0.12,0.07,0.028
50,12.0,113,5,EPSS-only,1576,7,0.14,0.07,0.028
50,12.0,113,5,HRS-only,1576,7,0.0,0.0,0.004
50,12.0,113,5,CVSS-only,1576,7,0.0,0.0,0.004
50,12.0,113,5,Random,1576,7,0.0,0.0,0.0
50,12.0,113,6,HygienePrio-full,1533,6,0.12,0.06,0.024
50,12.0,113,6,EPSS-only,1533,6,0.12,0.06,0.024
50,12.0,113,6,HRS-only,1533,6,0.0,0.0,0.0
50,12.0,113,6,CVSS-only,1533,6,0.0,0.0,0.004
50,12.0,113,6,Random,1533,6,0.0,0.01,0.004
50,12.0,114,1,HygienePrio-full,1808,16,0.28,0.16,0.064
50,12.0,114,1,EPSS-only,1808,16,0.26,0.16,0.064
50,12.0,114,1,HRS-only,1808,16,0.02,0.02,0.024
50,12.0,114,1,CVSS-only,1808,16,0.0,0.0,0.008
50,12.0,114,1,Random,1808,16,0.04,0.02,0.008
50,12.0,114,2,HygienePrio-full,1763,6,0.12,0.06,0.024
50,12.0,114,2,EPSS-only,1763,6,0.12,0.06,0.024
50,12.0,114,2,HRS-only,1763,6,0.0,0.0,0.008
50,12.0,114,2,CVSS-only,1763,6,0.0,0.0,0.004
50,12.0,114,2,Random,1763,6,0.0,0.01,0.004
50,12.0,114,3,HygienePrio-full,1725,1,0.02,0.01,0.004
50,12.0,114,3,EPSS-only,1725,1,0.02,0.01,0.004
50,12.0,114,3,HRS-only,1725,1,0.0,0.0,0.004
50,12.0,114,3,CVSS-only,1725,1,0.0,0.0,0.0
50,12.0,114,3,Random,1725,1,0.0,0.0,0.0
50,12.0,114,4,HygienePrio-full,1686,3,0.04,0.02,0.012
50,12.0,114,4,EPSS-only,1686,3,0.06,0.03,0.012
50,12.0,114,4,HRS-only,1686,3,0.0,0.0,0.0
50,12.0,114,4,CVSS-only,1686,3,0.0,0.0,0.0
50,12.0,114,4,Random,1686,3,0.0,0.0,0.0
50,12.0,114,5,HygienePrio-full,1644,6,0.1,0.05,0.024
50,12.0,114,5,EPSS-only,1644,6,0.12,0.06,0.024
50,12.0,114,5,HRS-only,1644,6,0.0,0.0,0.004
50,12.0,114,5,CVSS-only,1644,6,0.0,0.0,0.0
50,12.0,114,5,Random,1644,6,0.02,0.02,0.008
50,12.0,114,6,HygienePrio-full,1606,9,0.18,0.09,0.036
50,12.0,114,6,EPSS-only,1606,9,0.18,0.09,0.036
50,12.0,114,6,HRS-only,1606,9,0.0,0.0,0.008
50,12.0,114,6,CVSS-only,1606,9,0.0,0.0,0.004
50,12.0,114,6,Random,1606,9,0.0,0.0,0.0
50,12.0,115,1,HygienePrio-full,1645,21,0.36,0.2,0.084
50,12.0,115,1,EPSS-only,1645,21,0.36,0.21,0.084
50,12.0,115,1,HRS-only,1645,21,0.04,0.04,0.044
50,12.0,115,1,CVSS-only,1645,21,0.0,0.01,0.004
50,12.0,115,1,Random,1645,21,0.0,0.01,0.016
50,12.0,115,2,HygienePrio-full,1606,2,0.04,0.02,0.008
50,12.0,115,2,EPSS-only,1606,2,0.04,0.02,0.008
50,12.0,115,2,HRS-only,1606,2,0.0,0.0,0.0
50,12.0,115,2,CVSS-only,1606,2,0.0,0.0,0.0
50,12.0,115,2,Random,1606,2,0.0,0.0,0.0
50,12.0,115,3,HygienePrio-full,1563,2,0.02,0.02,0.008
50,12.0,115,3,EPSS-only,1563,2,0.04,0.02,0.008
50,12.0,115,3,HRS-only,1563,2,0.0,0.0,0.0
50,12.0,115,3,CVSS-only,1563,2,0.0,0.0,0.0
50,12.0,115,3,Random,1563,2,0.0,0.01,0.004
50,12.0,115,4,HygienePrio-full,1531,5,0.08,0.05,0.02
50,12.0,115,4,EPSS-only,1531,5,0.1,0.05,0.02
50,12.0,115,4,HRS-only,1531,5,0.02,0.01,0.008
50,12.0,115,4,CVSS-only,1531,5,0.0,0.01,0.008
50,12.0,115,4,Random,1531,5,0.0,0.0,0.004
50,12.0,115,5,HygienePrio-full,1489,8,0.08,0.08,0.032
50,12.0,115,5,EPSS-only,1489,8,0.16,0.08,0.032
50,12.0,115,5,HRS-only,1489,8,0.0,0.0,0.008
50,12.0,115,5,CVSS-only,1489,8,0.0,0.0,0.008
50,12.0,115,5,Random,1489,8,0.02,0.02,0.012
50,12.0,115,6,HygienePrio-full,1448,7,0.12,0.07,0.028
50,12.0,115,6,EPSS-only,1448,7,0.14,0.07,0.028
50,12.0,115,6,HRS-only,1448,7,0.0,0.0,0.008
50,12.0,115,6,CVSS-only,1448,7,0.0,0.0,0.0
50,12.0,115,6,Random,1448,7,0.0,0.0,0.004
50,12.0,116,1,HygienePrio-full,1776,26,0.42,0.25,0.104
50,12.0,116,1,EPSS-only,1776,26,0.36,0.26,0.104
50,12.0,116,1,HRS-only,1776,26,0.04,0.05,0.036
50,12.0,116,1,CVSS-only,1776,26,0.04,0.03,0.02
50,12.0,116,1,Random,1776,26,0.0,0.01,0.016
50,12.0,116,2,HygienePrio-full,1737,4,0.02,0.04,0.016
50,12.0,116,2,EPSS-only,1737,4,0.08,0.04,0.016
50,12.0,116,2,HRS-only,1737,4,0.0,0.0,0.0
50,12.0,116,2,CVSS-only,1737,4,0.0,0.0,0.0
50,12.0,116,2,Random,1737,4,0.0,0.0,0.004
50,12.0,116,3,HygienePrio-full,1700,6,0.1,0.05,0.024
50,12.0,116,3,EPSS-only,1700,6,0.12,0.06,0.024
50,12.0,116,3,HRS-only,1700,6,0.0,0.01,0.008
50,12.0,116,3,CVSS-only,1700,6,0.0,0.0,0.004
50,12.0,116,3,Random,1700,6,0.0,0.0,0.0
50,12.0,116,4,HygienePrio-full,1663,3,0.02,0.03,0.012
50,12.0,116,4,EPSS-only,1663,3,0.06,0.03,0.012
50,12.0,116,4,HRS-only,1663,3,0.0,0.0,0.0
50,12.0,116,4,CVSS-only,1663,3,0.0,0.01,0.004
50,12.0,116,4,Random,1663,3,0.0,0.0,0.0
50,12.0,116,5,HygienePrio-full,1626,5,0.08,0.05,0.02
50,12.0,116,5,EPSS-only,1626,5,0.1,0.05,0.02
50,12.0,116,5,HRS-only,1626,5,0.0,0.0,0.004
50,12.0,116,5,CVSS-only,1626,5,0.0,0.01,0.008
50,12.0,116,5,Random,1626,5,0.0,0.0,0.008
50,12.0,116,6,HygienePrio-full,1581,3,0.06,0.03,0.012
50,12.0,116,6,EPSS-only,1581,3,0.06,0.03,0.012
50,12.0,116,6,HRS-only,1581,3,0.0,0.0,0.004
50,12.0,116,6,CVSS-only,1581,3,0.0,0.0,0.0
50,12.0,116,6,Random,1581,3,0.0,0.0,0.0
50,12.0,117,1,HygienePrio-full,1829,21,0.36,0.2,0.084
50,12.0,117,1,EPSS-only,1829,21,0.36,0.21,0.084
50,12.0,117,1,HRS-only,1829,21,0.02,0.04,0.024
50,12.0,117,1,CVSS-only,1829,21,0.04,0.02,0.016
50,12.0,117,1,Random,1829,21,0.02,0.06,0.024
50,12.0,117,2,HygienePrio-full,1792,6,0.06,0.06,0.024
50,12.0,117,2,EPSS-only,1792,6,0.12,0.06,0.024
50,12.0,117,2,HRS-only,1792,6,0.0,0.0,0.0
50,12.0,117,2,CVSS-only,1792,6,0.0,0.0,0.008
50,12.0,117,2,Random,1792,6,0.02,0.02,0.008
50,12.0,117,3,HygienePrio-full,1755,6,0.08,0.05,0.024
50,12.0,117,3,EPSS-only,1755,6,0.12,0.06,0.024
50,12.0,117,3,HRS-only,1755,6,0.0,0.0,0.0
50,12.0,117,3,CVSS-only,1755,6,0.0,0.01,0.012
50,12.0,117,3,Random,1755,6,0.0,0.0,0.0
50,12.0,117,4,HygienePrio-full,1716,2,0.02,0.02,0.008
50,12.0,117,4,EPSS-only,1716,2,0.04,0.02,0.008
50,12.0,117,4,HRS-only,1716,2,0.0,0.0,0.0
50,12.0,117,4,CVSS-only,1716,2,0.0,0.0,0.0
50,12.0,117,4,Random,1716,2,0.0,0.01,0.004
50,12.0,117,5,HygienePrio-full,1672,2,0.04,0.02,0.008
50,12.0,117,5,EPSS-only,1672,2,0.04,0.02,0.008
50,12.0,117,5,HRS-only,1672,2,0.0,0.0,0.008
50,12.0,117,5,CVSS-only,1672,2,0.0,0.0,0.0
50,12.0,117,5,Random,1672,2,0.0,0.0,0.0
50,12.0,117,6,HygienePrio-full,1632,5,0.1,0.05,0.02
50,12.0,117,6,EPSS-only,1632,5,0.1,0.05,0.02
50,12.0,117,6,HRS-only,1632,5,0.0,0.0,0.004
