precision_at_50,miss_rate,fpr,mttr_days,sla_rate,seed,method
0.7599999999999999,0.17361111111111113,0.11458333333333333,2.305555555555556,0.9699074074074074,515,proposed_ensemble
0.75,0.17361111111111108,0.11458333333333333,2.3495370370370368,0.9606481481481483,515,rf_only
0.7599999999999999,0.1851851851851852,0.11616161616161615,2.3402777777777777,0.9722222222222222,515,xgb_only
0.19999999999999998,0.6620370370370371,0.1811868686868687,6.217592592592593,0.6296296296296295,515,cvss_only
0.35999999999999993,0.4861111111111111,0.1571969696969697,4.219907407407407,0.8379629629629629,515,epss_only
0.08666666666666667,0.8078703703703706,0.2010732323232323,7.962962962962962,0.47685185185185186,515,random
0.7166666666666667,0.22685185185185186,0.12184343434343435,2.5,0.9722222222222223,516,proposed_ensemble
0.7199999999999999,0.21296296296296294,0.11994949494949496,2.444444444444444,0.9652777777777778,516,rf_only
0.6900000000000001,0.24305555555555558,0.12405303030303032,2.6064814814814814,0.9560185185185185,516,xgb_only
0.18666666666666668,0.6689814814814815,0.18213383838383837,6.368055555555556,0.6180555555555555,516,cvss_only
0.41333333333333333,0.47453703703703703,0.15561868686868688,4.1967592592592595,0.8379629629629631,516,epss_only
0.11666666666666668,0.7962962962962963,0.19949494949494948,7.810185185185186,0.5023148148148148,516,random
0.7566666666666667,0.16435185185185186,0.11332070707070707,2.199074074074074,0.9814814814814815,517,proposed_ensemble
0.7666666666666666,0.14814814814814817,0.1111111111111111,2.175925925925926,0.9837962962962964,517,rf_only
0.7433333333333333,0.1875,0.11647727272727272,2.2824074074074074,0.9814814814814815,517,xgb_only
0.20000000000000004,0.6944444444444445,0.18560606060606064,6.668981481481481,0.5902777777777778,517,cvss_only
0.36666666666666664,0.46990740740740744,0.15498737373737376,4.101851851851852,0.8541666666666666,517,epss_only
0.11666666666666665,0.7847222222222222,0.19791666666666666,7.856481481481481,0.4791666666666667,517,random
0.7666666666666666,0.1597222222222222,0.11268939393939392,2.2060185185185186,0.9907407407407408,518,proposed_ensemble
0.7666666666666667,0.16203703703703706,0.1130050505050505,2.2083333333333335,0.9884259259259259,518,rf_only
0.7466666666666666,0.1851851851851852,0.11616161616161615,2.2800925925925926,0.9861111111111112,518,xgb_only
0.23666666666666666,0.6782407407407408,0.18339646464646467,6.319444444444444,0.6134259259259259,518,cvss_only
0.43999999999999995,0.4351851851851852,0.15025252525252525,3.9305555555555554,0.875,518,epss_only
0.15333333333333335,0.7731481481481483,0.19633838383838384,7.668981481481481,0.5046296296296297,518,random
0.7466666666666667,0.20138888888888892,0.11837121212121211,2.3587962962962963,0.9722222222222223,519,proposed_ensemble
0.7466666666666666,0.19675925925925927,0.11773989898989899,2.3935185185185186,0.9722222222222223,519,rf_only
0.7466666666666667,0.21990740740740736,0.12089646464646465,2.3958333333333335,0.9768518518518517,519,xgb_only
0.24666666666666667,0.6736111111111112,0.18276515151515152,6.333333333333333,0.5925925925925926,519,cvss_only
0.38999999999999996,0.46064814814814814,0.1537247474747475,4.12037037037037,0.8518518518518517,519,epss_only
0.12000000000000001,0.7847222222222222,0.19791666666666666,8.085648148148149,0.4467592592592593,519,random
