seed,overlap,recall_realtime,recall_scheduled,recall_fusion,gain_over_best_single,gain_over_realtime,scheduled_only_fresh,coverage_union,blind_spot,fusion_miss,miss_above_floor
1012,0.6,0.7467191601049868,0.4376640419947507,0.8195538057742782,0.07283464566929132,0.07283464566929132,0.07283464566929133,0.8490813648293963,0.15091863517060367,0.18044619422572183,0.02952755905511817
1012,0.7,0.7465846994535519,0.4180327868852459,0.7465846994535519,0.0,0.0,0.0,0.7465846994535519,0.2534153005464481,0.2534153005464481,0.0
1013,0.45,0.7417840375586855,0.43259557344064387,0.9027498323272971,0.16096579476861161,0.16096579476861161,0.16096579476861167,1.0,0.0,0.09725016767270289,0.09725016767270289
1013,0.5,0.7566489361702128,0.3996010638297872,0.8809840425531915,0.12433510638297873,0.12433510638297873,0.12433510638297872,0.9521276595744681,0.0478723404255319,0.11901595744680848,0.07114361702127658
1013,0.55,0.7417582417582418,0.4107142857142857,0.8282967032967034,0.08653846153846156,0.08653846153846156,0.08653846153846154,0.8935439560439561,0.10645604395604391,0.17170329670329665,0.06524725274725274
1013,0.6,0.7631935047361299,0.41948579161028415,0.8254397834912043,0.06224627875507438,0.06224627875507438,0.06224627875507442,0.8633288227334236,0.1366711772665764,0.17456021650879572,0.03788903924221931
1013,0.7,0.7513020833333334,0.4075520833333333,0.7513020833333334,0.0,0.0,0.0,0.7513020833333334,0.24869791666666663,0.24869791666666663,0.0
1014,0.45,0.7453083109919572,0.4128686327077748,0.8920911528150134,0.14678284182305623,0.14678284182305623,0.1467828418230563,1.0,0.0,0.10790884718498661,0.10790884718498661
1014,0.5,0.7687667560321716,0.4061662198391421,0.8800268096514745,0.11126005361930291,0.11126005361930291,0.11126005361930295,0.9597855227882037,0.04021447721179627,0.1199731903485255,0.07975871313672922
1014,0.55,0.7560975609756098,0.41335044929396664,0.8350449293966624,0.07894736842105265,0.07894736842105265,0.07894736842105263,0.8979460847240052,0.10205391527599483,0.16495507060333758,0.06290115532734275
1014,0.6,0.7359512525389302,0.3940419769803656,0.7941773865944483,0.05822613405551802,0.05822613405551802,0.05822613405551794,0.8375084631008801,0.16249153689911988,0.20582261340555175,0.043331076506431865
1014,0.7,0.7676151761517616,0.4410569105691057,0.7676151761517616,0.0,0.0,0.0,0.7676151761517616,0.23238482384823844,0.23238482384823844,0.0
1015,0.45,0.7639593908629442,0.440989847715736,0.9124365482233503,0.14847715736040612,0.14847715736040612,0.1484771573604061,1.0,0.0,0.0875634517766497,0.0875634517766497
1015,0.5,0.7467191601049868,0.4048556430446194,0.868766404199475,0.1220472440944882,0.1220472440944882,0.1220472440944882,0.94750656167979,0.05249343832021003,0.13123359580052496,0.07874015748031493
1015,0.55,0.7608695652173914,0.42934782608695654,0.8498641304347826,0.08899456521739124,0.08899456521739124,0.08899456521739131,0.904891304347826,0.09510869565217395,0.1501358695652174,0.05502717391304346
1015,0.6,0.7563081009296149,0.4077025232403719,0.8094289508632138,0.05312084993359889,0.05312084993359889,0.05312084993359894,0.8452855245683931,0.15471447543160688,0.19057104913678624,0.03585657370517936
1015,0.7,0.7323266986959506,0.4186684969114619,0.7323266986959506,0.0,0.0,0.0,0.7323266986959506,0.2676733013040494,0.2676733013040494,0.0
1016,0.45,0.7552910052910053,0.4126984126984127,0.9021164021164021,0.14682539682539675,0.14682539682539675,0.14682539682539683,1.0,0.0,0.0978835978835979,0.0978835978835979
