method,pr_auc,roc_auc,p_at_1pct,p_at_5pct,lift_at_1pct
bci_ensemble,0.3301372110102366,0.9650360395549777,0.5144175317185697,0.19261822376009227,29.211302287392865
proto_only,0.019283468246050487,0.5441632231404958,0.01730103806228374,0.014763552479815456,0.9824429020423611
nauth_only,0.020714072546732142,0.46225230090157776,0.0,0.0,0.0
prior_rate,0.01761022246312463,0.5,0.02768166089965398,0.03298731257208766,1.5719086432677776
