cve,epss,in_kev
CVE-2023-2877,0.70006,False
CVE-2023-2878,0.00054,False
CVE-2023-2879,0.00113,False
CVE-2023-2880,0.00125,False
CVE-2023-2881,0.0001,False
CVE-2023-2882,0.00361,False
CVE-2023-2883,0.00185,False
CVE-2023-2884,0.00431,False
CVE-2023-2885,0.00182,False
CVE-2023-2886,0.00166,False
CVE-2023-2887,0.00214,False
CVE-2023-2888,0.00484,False
CVE-2023-2889,0.00069,False
CVE-2023-2891,0.00136,False
CVE-2023-2892,0.00107,False
CVE-2023-2893,0.00107,False
CVE-2023-2894,0.00107,False
CVE-2023-2895,0.00136,False
CVE-2023-2896,0.00136,False
CVE-2023-2897,0.0007,False
CVE-2023-2898,0.0002,False
CVE-2023-2899,0.00151,False
CVE-2023-2900,0.00166,False
CVE-2023-2901,0.00261,False
CVE-2023-2902,0.00256,False
CVE-2023-2903,0.00147,False
CVE-2023-2904,0.00121,False
CVE-2023-2905,0.00253,False
CVE-2023-2906,0.00212,False
CVE-2023-2907,0.00083,False
CVE-2023-2908,0.00014,False
CVE-2023-2909,0.00597,False
CVE-2023-2910,0.00524,False
CVE-2023-2911,0.0013,False
CVE-2023-2912,0.00246,False
CVE-2023-2913,0.0005,False
CVE-2023-2914,0.25775,False
CVE-2023-2915,0.10289,False
CVE-2023-2916,0.29501,False
CVE-2023-2917,0.40689,False
CVE-2023-2919,0.00139,False
CVE-2023-2921,0.00252,False
CVE-2023-2922,0.00245,False
CVE-2023-2923,0.0011,False
CVE-2023-2924,0.05488,False
CVE-2023-2925,0.00549,False
CVE-2023-2926,0.00356,False
CVE-2023-2927,0.00095,False
CVE-2023-2928,0.66061,False
CVE-2023-2929,0.00442,False
CVE-2023-2930,0.00113,False
CVE-2023-2931,0.00277,False
CVE-2023-2932,0.00277,False
CVE-2023-2933,0.00288,False
CVE-2023-2934,0.00618,False
CVE-2023-2935,0.10487,False
CVE-2023-2936,0.09258,False
CVE-2023-2937,0.00116,False
CVE-2023-2938,0.00116,False
CVE-2023-2939,0.00023,False
CVE-2023-2940,0.00028,False
CVE-2023-2941,0.00103,False
CVE-2023-2942,0.00457,False
CVE-2023-2943,0.00149,False
CVE-2023-2944,0.00391,False
CVE-2023-2945,0.03186,False
CVE-2023-2946,0.0009,False
CVE-2023-2947,0.52483,False
CVE-2023-2948,0.86507,False
CVE-2023-2949,0.86432,False
CVE-2023-2950,0.0048,False
CVE-2023-2951,0.00202,False
CVE-2023-2952,0.00031,False
CVE-2023-2953,0.01419,False
CVE-2023-2954,0.00299,False
CVE-2023-2955,0.00067,False
CVE-2023-2957,0.00083,False
CVE-2023-2958,0.00024,False
CVE-2023-2959,0.00031,False
CVE-2023-2960,0.00114,False
CVE-2023-2961,0.00028,False
CVE-2023-2962,0.00061,False
CVE-2023-2963,0.00113,False
CVE-2023-2964,0.0016,False
CVE-2023-2967,0.00138,False
CVE-2023-2968,0.02994,False
CVE-2023-2970,0.00449,False
CVE-2023-2971,0.00126,False
CVE-2023-2972,0.00171,False
CVE-2023-2973,0.00418,False
CVE-2023-2974,0.00489,False
CVE-2023-2975,0.00198,False
CVE-2023-2976,0.00065,False
CVE-2023-2977,0.00027,False
CVE-2023-2978,0.0024,False
CVE-2023-2979,0.00249,False
CVE-2023-2980,0.00487,False
CVE-2023-2981,0.00341,False
CVE-2023-2982,0.70122,False
CVE-2023-2983,9e-05,False
CVE-2023-2984,0.00027,False
CVE-2023-2985,9e-05,False
CVE-2023-2986,0.91714,False
CVE-2023-2987,0.00231,False
CVE-2023-2989,0.00084,False
CVE-2023-2990,0.00214,False
CVE-2023-2991,0.00294,False
CVE-2023-2992,0.00292,False
CVE-2023-2993,0.00106,False
CVE-2023-2995,0.00196,False
CVE-2023-2996,0.03349,False
CVE-2023-2998,0.00388,False
CVE-2023-2999,0.00362,False
CVE-2023-30013,0.92398,False
CVE-2023-30014,0.00934,False
CVE-2023-30015,0.00934,False
CVE-2023-30016,0.01017,False
CVE-2023-30018,0.0025,False
CVE-2023-30019,0.70624,False
CVE-2023-30024,0.00261,False
CVE-2023-30053,0.03584,False
CVE-2023-30054,0.03584,False
CVE-2023-30056,0.00406,False
CVE-2023-30057,0.00486,False
CVE-2023-30058,0.00088,False
CVE-2023-30059,0.00028,False
CVE-2023-30061,0.00936,False
CVE-2023-30063,0.00689,False
CVE-2023-30065,0.02424,False
CVE-2023-30076,0.0025,False
CVE-2023-30077,0.0025,False
CVE-2023-30082,0.00264,False
CVE-2023-30083,0.00138,False
CVE-2023-30084,0.00042,False
CVE-2023-30085,0.00049,False
CVE-2023-30086,0.00074,False
CVE-2023-30087,0.00047,False
CVE-2023-30088,0.0004,False
CVE-2023-30090,0.00841,False
CVE-2023-30092,0.00773,False
CVE-2023-30093,0.00234,False
CVE-2023-30094,0.00839,False
CVE-2023-30095,0.00839,False
CVE-2023-30096,0.00839,False
CVE-2023-30097,0.00839,False
CVE-2023-30106,0.00294,False
CVE-2023-30111,0.00234,False
CVE-2023-30112,0.00251,False
CVE-2023-30122,0.00906,False
CVE-2023-30123,0.00198,False
CVE-2023-30124,0.00198,False
CVE-2023-30125,0.00185,False
CVE-2023-30130,0.07135,False
CVE-2023-30131,0.0024,False
CVE-2023-30132,0.0002,False
CVE-2023-30135,0.26419,False
CVE-2023-30145,0.53275,False
CVE-2023-30146,0.02191,False
CVE-2023-30148,0.00035,False
CVE-2023-30149,0.08169,False
CVE-2023-30150,0.49288,False
CVE-2023-30151,0.01237,False
CVE-2023-30153,0.0034,False
CVE-2023-30154,0.00293,False
CVE-2023-30172,0.00452,False
CVE-2023-30177,0.00338,False
CVE-2023-30179,0.05499,False
CVE-2023-30184,0.00198,False
CVE-2023-30185,0.01496,False
CVE-2023-30186,0.01166,False
CVE-2023-30187,0.02334,False
CVE-2023-30188,0.01056,False
CVE-2023-30189,0.0025,False
CVE-2023-30191,0.0025,False
CVE-2023-30192,0.44583,False
CVE-2023-30194,0.66732,False
CVE-2023-30195,0.00109,False
CVE-2023-30196,0.00226,False
CVE-2023-30197,0.00397,False
CVE-2023-30198,0.05682,False
CVE-2023-30199,0.00414,False
CVE-2023-30200,0.00138,False
CVE-2023-30203,0.0025,False
CVE-2023-30204,0.0025,False
CVE-2023-30205,0.00243,False
CVE-2023-30207,0.00022,False
CVE-2023-30210,0.15204,False
CVE-2023-30211,0.00517,False
CVE-2023-30212,0.7516,False
CVE-2023-30216,0.00113,False
CVE-2023-30222,0.00401,False
CVE-2023-30223,0.00036,False
CVE-2023-30226,0.00054,False
CVE-2023-30237,0.00142,False
CVE-2023-30242,0.00299,False
CVE-2023-30243,0.00251,False
CVE-2023-30245,0.01737,False
CVE-2023-30246,0.01737,False
CVE-2023-30247,0.02504,False
CVE-2023-30253,0.89175,False
CVE-2023-30256,0.78127,False
CVE-2023-30257,0.00095,False
CVE-2023-30258,0.93709,False
CVE-2023-30259,0.00041,False
CVE-2023-30260,0.02554,False
CVE-2023-30261,0.56823,False
CVE-2023-30262,0.11756,False
CVE-2023-30264,0.00411,False
CVE-2023-30265,0.00621,False
CVE-2023-30266,0.004,False
CVE-2023-30267,0.00234,False
CVE-2023-30268,0.00598,False
CVE-2023-30269,0.00309,False
CVE-2023-30280,0.04463,False
CVE-2023-30281,0.00173,False
CVE-2023-30282,0.00226,False
CVE-2023-30285,0.00359,False
CVE-2023-30297,0.00061,False
CVE-2023-30300,0.00028,False
CVE-2023-30305,0.00329,False
CVE-2023-30306,0.0024,False
CVE-2023-30307,0.00162,False
CVE-2023-30308,0.00156,False
CVE-2023-30309,0.00095,False
CVE-2023-30310,0.00265,False
CVE-2023-30311,0.00265,False
CVE-2023-30312,0.00177,False
CVE-2023-30313,0.00265,False
CVE-2023-30314,0.00265,False
CVE-2023-30319,0.00255,False
CVE-2023-30320,0.00255,False
CVE-2023-30321,0.00195,False
CVE-2023-30322,0.00217,False
CVE-2023-30323,0.00108,False
CVE-2023-30325,0.00108,False
CVE-2023-30326,0.00233,False
CVE-2023-30328,0.00384,False
CVE-2023-30330,0.02583,False
CVE-2023-30331,0.00385,False
CVE-2023-30333,0.0076,False
CVE-2023-30334,0.00308,False
CVE-2023-30338,0.0051,False
CVE-2023-30347,0.00184,False
CVE-2023-30349,0.04131,False
CVE-2023-30350,0.03325,False
CVE-2023-30351,0.00083,False
CVE-2023-30352,0.00361,False
CVE-2023-30353,0.03371,False
CVE-2023-30354,0.00169,False
CVE-2023-30356,0.00166,False
CVE-2023-30362,0.00193,False
CVE-2023-30363,0.00613,False
CVE-2023-30367,0.00067,False
CVE-2023-30368,0.00436,False
CVE-2023-30369,0.00436,False
CVE-2023-30370,0.00436,False
CVE-2023-30371,0.00436,False
CVE-2023-30372,0.00436,False
CVE-2023-30373,0.00436,False
CVE-2023-30375,0.00436,False
CVE-2023-30376,0.00436,False
CVE-2023-30378,0.00436,False
CVE-2023-30380,0.00998,False
CVE-2023-30382,0.00067,False
CVE-2023-30383,0.00608,False
CVE-2023-30394,0.00504,False
CVE-2023-30399,0.00275,False
CVE-2023-30400,0.00409,False
CVE-2023-30402,0.00141,False
CVE-2023-30403,0.00464,False
CVE-2023-30404,0.14649,False
CVE-2023-30405,0.02587,False
CVE-2023-30406,0.00044,False
CVE-2023-30408,0.00044,False
CVE-2023-30410,0.00047,False
CVE-2023-30414,0.00047,False
CVE-2023-30415,0.00138,False
CVE-2023-30417,0.00213,False
CVE-2023-30421,0.00105,False
CVE-2023-30428,0.00114,False
CVE-2023-30429,0.00078,False
CVE-2023-30430,0.0004,False
CVE-2023-30431,0.00036,False
CVE-2023-30433,0.00071,False
CVE-2023-30434,0.0006,False
CVE-2023-30435,0.00126,False
CVE-2023-30436,0.0012,False
CVE-2023-30437,0.00148,False
CVE-2023-30438,0.00155,False
CVE-2023-30440,0.00048,False
CVE-2023-30441,0.00059,False
CVE-2023-30442,0.00091,False
CVE-2023-30443,0.00153,False
CVE-2023-30444,0.00193,False
CVE-2023-30445,0.00091,False
CVE-2023-30446,0.00091,False
CVE-2023-30447,0.00091,False
CVE-2023-30448,0.00091,False
CVE-2023-30449,0.00091,False
CVE-2023-30450,0.00285,False
CVE-2023-30451,0.00403,False
CVE-2023-30452,0.00213,False
CVE-2023-30453,0.00106,False
CVE-2023-30454,0.00206,False
CVE-2023-30455,0.00305,False
CVE-2023-30456,0.00024,False
CVE-2023-30458,0.00538,False
CVE-2023-30459,0.336,False
CVE-2023-30463,0.00317,False
CVE-2023-30464,0.00055,False
CVE-2023-30465,0.00608,False
CVE-2023-30466,0.00801,False
CVE-2023-30467,0.00847,False
CVE-2023-30469,0.00582,False
CVE-2023-30470,0.03767,False
CVE-2023-30471,0.00167,False
CVE-2023-30472,0.00167,False
CVE-2023-30473,0.00109,False
CVE-2023-30474,0.00106,False
CVE-2023-30475,0.00104,False
CVE-2023-30476,0.00125,False
CVE-2023-30477,0.00079,False
CVE-2023-30478,0.00051,False
CVE-2023-30479,0.00274,False
CVE-2023-30480,0.00064,False
CVE-2023-30481,0.00104,False
CVE-2023-30482,0.00106,False
CVE-2023-30483,0.00104,False
CVE-2023-30484,0.00106,False
CVE-2023-30485,0.00104,False
CVE-2023-30486,0.03749,False
CVE-2023-30487,0.00199,False
CVE-2023-30488,0.00149,False
CVE-2023-30489,0.00534,False
CVE-2023-30490,0.00223,False
CVE-2023-30491,0.00089,False
CVE-2023-30492,0.00077,False
CVE-2023-30493,0.00167,False
CVE-2023-30494,0.00104,False
CVE-2023-30495,0.00131,False
CVE-2023-30496,0.00087,False
CVE-2023-30497,0.00208,False
CVE-2023-30498,0.00104,False
CVE-2023-30499,0.00109,False
CVE-2023-30500,0.00117,False
CVE-2023-30501,0.00395,False
CVE-2023-30502,0.00395,False
CVE-2023-30503,0.00395,False
CVE-2023-30504,0.00395,False
CVE-2023-30505,0.00395,False
CVE-2023-30506,0.00395,False
CVE-2023-30507,0.00253,False
CVE-2023-30508,0.00253,False
CVE-2023-30509,0.00253,False
CVE-2023-30510,0.00127,False
CVE-2023-30512,0.00175,False
CVE-2023-30513,0.01476,False
CVE-2023-30514,0.0025,False
CVE-2023-30515,0.0025,False
CVE-2023-30516,0.00054,False
CVE-2023-30517,0.00039,False
CVE-2023-30518,0.00292,False
CVE-2023-30519,0.01149,False
CVE-2023-30520,0.07113,False
CVE-2023-30521,0.01088,False
CVE-2023-30522,0.00292,False
CVE-2023-30523,0.00181,False
CVE-2023-30524,0.00292,False
CVE-2023-30525,0.00095,False
CVE-2023-30526,0.00176,False
CVE-2023-30527,0.00181,False
CVE-2023-30528,0.0025,False
CVE-2023-30529,0.00179,False
CVE-2023-30530,0.00181,False
CVE-2023-30531,0.0025,False
CVE-2023-30532,0.00213,False
CVE-2023-30533,0.08804,False
CVE-2023-30534,0.5495,False
CVE-2023-30535,0.02136,False
CVE-2023-30536,0.00165,False
CVE-2023-30537,0.29358,False
CVE-2023-30538,0.00309,False
CVE-2023-30539,0.00411,False
CVE-2023-30540,0.00289,False
CVE-2023-30541,0.00452,False
CVE-2023-30542,0.00535,False
CVE-2023-30543,0.00151,False
CVE-2023-30544,0.0015,False
CVE-2023-30545,0.00772,False
CVE-2023-30546,0.00398,False
CVE-2023-30547,0.84615,False
CVE-2023-30548,0.00367,False
CVE-2023-30549,0.0003,False
CVE-2023-30550,0.00225,False
CVE-2023-30551,0.00525,False
CVE-2023-30552,0.01358,False
CVE-2023-30553,0.01358,False
CVE-2023-30554,0.01358,False
CVE-2023-30555,0.01358,False
CVE-2023-30556,0.01358,False
CVE-2023-30557,0.0134,False
CVE-2023-30558,0.01358,False
CVE-2023-30559,0.00082,False
CVE-2023-30560,0.00131,False
CVE-2023-30561,0.00054,False
CVE-2023-30562,0.00074,False
CVE-2023-30563,0.00602,False
CVE-2023-30564,0.00118,False
CVE-2023-30565,0.00145,False
CVE-2023-30570,0.00185,False
CVE-2023-30571,0.00015,False
CVE-2023-30575,0.00163,False
CVE-2023-30576,0.00267,False
CVE-2023-30577,0.00147,False
CVE-2023-30581,0.00018,False
CVE-2023-30582,0.00098,False
CVE-2023-30583,0.00022,False
CVE-2023-30584,0.00012,False
CVE-2023-30585,0.02122,False
CVE-2023-30586,0.00044,False
CVE-2023-30587,0.00014,False
CVE-2023-30588,0.0003,False
CVE-2023-30589,0.01916,False
CVE-2023-30590,0.00954,False
CVE-2023-30591,0.01828,False
CVE-2023-30601,0.00021,False
CVE-2023-30602,0.00115,False
CVE-2023-30603,0.00696,False
CVE-2023-30604,0.00448,False
CVE-2023-30605,0.01146,False
CVE-2023-30606,0.00339,False
CVE-2023-30607,0.0015,False
CVE-2023-30608,0.01264,False
CVE-2023-30609,0.00575,False
CVE-2023-30610,0.00064,False
CVE-2023-30611,0.00237,False
CVE-2023-30612,0.0023,False
CVE-2023-30613,0.00694,False
CVE-2023-30614,0.00668,False
CVE-2023-30615,0.00969,False
CVE-2023-30616,0.00493,False
CVE-2023-30617,0.00122,False
CVE-2023-30618,0.00053,False
CVE-2023-30619,0.00593,False
CVE-2023-30620,0.00649,False
CVE-2023-30621,0.08142,False
CVE-2023-30622,0.00139,False
CVE-2023-30623,0.04619,False
CVE-2023-30624,0.00162,False
CVE-2023-30625,0.89577,False
CVE-2023-30626,0.0076,False
CVE-2023-30627,0.00826,False
CVE-2023-30628,0.12856,False
CVE-2023-30629,0.00337,False
CVE-2023-30630,0.00047,False
CVE-2023-30631,0.00662,False
CVE-2023-30633,0.00135,False
CVE-2023-30635,0.00483,False
CVE-2023-30636,0.00483,False
CVE-2023-30637,0.00266,False
CVE-2023-30638,0.00816,False
CVE-2023-30639,0.00321,False
CVE-2023-30640,0.00047,False
CVE-2023-30641,0.00101,False
CVE-2023-30642,0.00047,False
CVE-2023-30643,0.00049,False
CVE-2023-30644,0.00084,False
CVE-2023-30645,0.00084,False
CVE-2023-30646,0.00084,False
CVE-2023-30647,0.00084,False
CVE-2023-30648,0.00051,False
CVE-2023-30649,0.00084,False
CVE-2023-30650,0.00052,False
CVE-2023-30651,0.00052,False
CVE-2023-30652,0.00052,False
CVE-2023-30653,0.00052,False
CVE-2023-30654,0.00029,False
CVE-2023-30655,0.00045,False
CVE-2023-30656,0.00045,False
CVE-2023-30657,0.00046,False
CVE-2023-30658,0.00045,False
CVE-2023-30659,0.00046,False
CVE-2023-30660,0.00064,False
CVE-2023-30661,0.00064,False
CVE-2023-30662,0.00064,False
CVE-2023-30663,0.0005,False
CVE-2023-30664,0.00045,False
CVE-2023-30665,0.00058,False
CVE-2023-30666,0.0005,False
CVE-2023-30667,0.00045,False
CVE-2023-30668,0.0004,False
CVE-2023-30669,0.0004,False
CVE-2023-30670,0.00038,False
CVE-2023-30671,0.00047,False
CVE-2023-30672,0.00068,False
CVE-2023-30673,0.00032,False
CVE-2023-30674,0.00109,False
CVE-2023-30675,0.00042,False
CVE-2023-30676,0.00106,False
CVE-2023-30677,0.00106,False
CVE-2023-30678,0.00112,False
CVE-2023-30679,0.00049,False
CVE-2023-30680,0.00066,False
CVE-2023-30681,0.00031,False
CVE-2023-30682,0.00044,False
CVE-2023-30683,0.00044,False
CVE-2023-30684,0.00044,False
CVE-2023-30685,0.0006,False
CVE-2023-30686,0.00037,False
CVE-2023-30687,0.00037,False
CVE-2023-30688,0.00037,False
CVE-2023-30689,0.00037,False
CVE-2023-30690,0.00044,False
CVE-2023-30691,0.00071,False
CVE-2023-30692,0.00108,False
CVE-2023-30693,8e-05,False
CVE-2023-30694,0.00037,False
CVE-2023-30695,0.00037,False
CVE-2023-30696,0.00031,False
CVE-2023-30697,0.00031,False
CVE-2023-30698,0.00041,False
CVE-2023-30699,0.02962,False
CVE-2023-30700,0.00059,False
CVE-2023-30701,0.00053,False
CVE-2023-30702,0.00046,False
CVE-2023-30703,0.00191,False
CVE-2023-30704,0.00073,False
CVE-2023-30705,0.00053,False
CVE-2023-30706,0.00278,False
CVE-2023-30707,0.00051,False
CVE-2023-30708,0.00318,False
CVE-2023-30709,0.00062,False
CVE-2023-30710,0.00085,False
CVE-2023-30711,0.00119,False
CVE-2023-30712,0.00111,False
CVE-2023-30713,0.00082,False
CVE-2023-30714,0.00143,False
CVE-2023-30715,0.00148,False
CVE-2023-30716,0.0011,False
CVE-2023-30717,0.00148,False
CVE-2023-30718,0.00069,False
CVE-2023-30719,0.00122,False
CVE-2023-30720,0.00099,False
CVE-2023-30721,0.00072,False
CVE-2023-30722,0.00102,False
CVE-2023-30723,0.00272,False
CVE-2023-30724,0.0015,False
CVE-2023-30725,0.0013,False
CVE-2023-30726,0.00099,False
CVE-2023-30727,0.00094,False
CVE-2023-30728,0.00061,False
CVE-2023-30729,0.00339,False
CVE-2023-30730,0.00095,False
CVE-2023-30731,0.00069,False
CVE-2023-30732,0.00088,False
CVE-2023-30733,0.00052,False
CVE-2023-30734,0.00086,False
CVE-2023-30735,0.00048,False
CVE-2023-30736,0.00097,False
CVE-2023-30737,0.00086,False
CVE-2023-30738,0.00036,False
CVE-2023-30739,0.00049,False
CVE-2023-30740,0.00545,False
CVE-2023-30741,0.00695,False
CVE-2023-30742,0.00442,False
CVE-2023-30743,0.0017,False
CVE-2023-30744,0.00347,False
CVE-2023-30745,0.0008,False
CVE-2023-30746,0.00298,False
CVE-2023-30747,0.00104,False
CVE-2023-30748,0.00172,False
CVE-2023-30749,0.00079,False
CVE-2023-30750,0.00131,False
CVE-2023-30751,0.00079,False
CVE-2023-30752,0.00079,False
CVE-2023-30753,0.00105,False
CVE-2023-30754,0.00104,False
CVE-2023-30755,0.00317,False
CVE-2023-30756,0.00401,False
CVE-2023-30757,0.00074,False
CVE-2023-30758,0.004,False
CVE-2023-30759,0.00058,False
CVE-2023-30760,0.0009,False
CVE-2023-30762,0.00326,False
CVE-2023-30763,0.00051,False
CVE-2023-30764,0.01666,False
CVE-2023-30765,0.00886,False
CVE-2023-30766,0.00376,False
CVE-2023-30767,0.00069,False
CVE-2023-30768,0.00043,False
CVE-2023-30769,0.01049,False
CVE-2023-30770,0.00697,False
CVE-2023-30771,0.00315,False
CVE-2023-30772,0.00068,False
CVE-2023-30774,0.00032,False
CVE-2023-30775,0.00063,False
CVE-2023-30776,0.00266,False
CVE-2023-30777,0.86433,False
CVE-2023-30778,0.00097,False
CVE-2023-30779,0.00113,False
CVE-2023-30780,0.00181,False
CVE-2023-30781,0.00083,False
CVE-2023-30782,0.00109,False
CVE-2023-30783,0.0013,False
CVE-2023-30784,0.00097,False
CVE-2023-30785,0.00104,False
CVE-2023-30786,0.00083,False
CVE-2023-30787,0.00234,False
CVE-2023-30788,0.00384,False
CVE-2023-30789,0.00235,False
CVE-2023-30790,0.00321,False
CVE-2023-30791,0.00114,False
CVE-2023-30792,0.00234,False
CVE-2023-30795,0.00131,False
CVE-2023-30796,0.00113,False
CVE-2023-30797,0.00339,False
CVE-2023-30798,0.0196,False
CVE-2023-30799,0.00229,False
CVE-2023-30800,0.04264,False
CVE-2023-30801,0.00625,False
CVE-2023-30802,0.00128,False
CVE-2023-30803,0.00746,False
CVE-2023-30804,0.05156,False
CVE-2023-30805,0.14849,False
CVE-2023-30806,0.14849,False
CVE-2023-30837,0.00249,False
CVE-2023-30838,0.01375,False
CVE-2023-30839,0.04592,False
CVE-2023-30840,0.00056,False
CVE-2023-30841,0.00019,False
CVE-2023-30843,0.00426,False
CVE-2023-30844,0.00689,False
CVE-2023-30845,0.00178,False
CVE-2023-30846,0.08774,False
CVE-2023-30847,0.0056,False
CVE-2023-30848,0.00011,False
CVE-2023-30849,0.00064,False
CVE-2023-30850,0.00064,False
CVE-2023-30851,0.00173,False
CVE-2023-30852,0.0001,False
CVE-2023-30853,0.00236,False
CVE-2023-30854,0.32233,False
CVE-2023-30855,6e-05,False
CVE-2023-30856,0.00229,False
CVE-2023-30857,0.00408,False
CVE-2023-30858,0.00642,False
CVE-2023-30859,0.00506,False
CVE-2023-30860,0.04161,False
CVE-2023-30861,0.00221,False
CVE-2023-30863,0.00042,False
CVE-2023-30864,0.00042,False
CVE-2023-30865,0.00025,False
CVE-2023-30866,0.00025,False
CVE-2023-30867,0.00402,False
CVE-2023-30868,0.54053,False
CVE-2023-30869,0.31349,False
CVE-2023-30870,0.00097,False
CVE-2023-30871,0.00104,False
CVE-2023-30872,0.0014,False
CVE-2023-30873,0.00177,False
CVE-2023-30874,0.00086,False
CVE-2023-30875,0.00079,False
CVE-2023-30876,0.00086,False
CVE-2023-30877,0.00104,False
CVE-2023-30897,0.00069,False
CVE-2023-30898,0.02639,False
CVE-2023-30899,0.02639,False
CVE-2023-30900,0.00095,False
CVE-2023-30901,0.00205,False
CVE-2023-30902,0.00043,False
CVE-2023-30903,0.00175,False
CVE-2023-30904,0.00051,False
CVE-2023-30905,0.00069,False
CVE-2023-30906,0.0009,False
CVE-2023-30908,0.01805,False
CVE-2023-30909,0.04957,False
CVE-2023-30910,0.00106,False
CVE-2023-30911,0.00057,False
CVE-2023-30912,0.00964,False
CVE-2023-30913,0.00025,False
CVE-2023-30914,0.00025,False
CVE-2023-30915,0.00025,False
CVE-2023-30916,0.00036,False
CVE-2023-30917,0.00036,False
CVE-2023-30918,0.00025,False
CVE-2023-30919,0.00025,False
CVE-2023-30920,0.00028,False
CVE-2023-30921,0.00028,False
CVE-2023-30922,0.00025,False
CVE-2023-30923,0.00025,False
CVE-2023-30924,0.00025,False
CVE-2023-30925,0.00025,False
CVE-2023-30926,0.00025,False
CVE-2023-30927,0.00025,False
CVE-2023-30928,0.00036,False
CVE-2023-30929,0.00031,False
CVE-2023-30930,0.00012,False
CVE-2023-30931,0.00012,False
CVE-2023-30932,0.00013,False
CVE-2023-30933,0.00012,False
CVE-2023-30934,0.00012,False
CVE-2023-30935,0.00012,False
CVE-2023-30936,0.00012,False
CVE-2023-30937,0.00012,False
CVE-2023-30938,0.00012,False
CVE-2023-30939,0.00012,False
CVE-2023-30940,0.00012,False
CVE-2023-30941,0.00012,False
CVE-2023-30942,0.00014,False
CVE-2023-30943,0.26507,False
CVE-2023-30944,0.01078,False
CVE-2023-30945,0.00449,False
CVE-2023-30946,0.00356,False
CVE-2023-30948,0.00254,False
CVE-2023-30949,0.00113,False
CVE-2023-30950,0.00181,False
CVE-2023-30951,0.00171,False
CVE-2023-30952,0.00327,False
CVE-2023-30954,0.00113,False
CVE-2023-30955,0.00072,False
CVE-2023-30956,0.00253,False
CVE-2023-30958,0.00198,False
CVE-2023-30959,0.00175,False
CVE-2023-30960,0.00175,False
CVE-2023-30961,0.00414,False
CVE-2023-30962,0.00635,False
CVE-2023-30963,0.00325,False
CVE-2023-30967,0.00514,False
CVE-2023-30968,0.00101,False
CVE-2023-30969,0.00265,False
CVE-2023-30970,0.00117,False
CVE-2023-30971,0.00031,False
CVE-2023-30985,0.0013,False
CVE-2023-30986,0.0012,False
CVE-2023-30987,0.00064,False
CVE-2023-30988,0.00024,False
CVE-2023-30989,0.00024,False
CVE-2023-30990,0.00186,False
CVE-2023-30991,0.00051,False
CVE-2023-30993,0.00082,False
CVE-2023-30994,0.00027,False
CVE-2023-30995,0.00018,False
CVE-2023-30996,0.00073,False
CVE-2023-30997,0.00059,False
CVE-2023-30998,0.00059,False
CVE-2023-30999,0.00052,False
CVE-2023-31001,0.00041,False
CVE-2023-31002,0.00013,False
CVE-2023-31003,0.00031,False
CVE-2023-31004,0.00133,False
CVE-2023-31005,0.00028,False
CVE-2023-31006,0.00048,False
CVE-2023-31007,0.00073,False
CVE-2023-31008,0.00076,False
CVE-2023-31009,0.00325,False
CVE-2023-31010,0.00143,False
CVE-2023-31011,0.00182,False
CVE-2023-31012,0.0019,False
CVE-2023-31013,0.0019,False
CVE-2023-31014,0.00033,False
CVE-2023-31015,0.0005,False
CVE-2023-31016,0.00044,False
CVE-2023-31017,0.00022,False
CVE-2023-31018,0.00044,False
CVE-2023-31019,0.0003,False
CVE-2023-31020,0.00022,False
CVE-2023-31021,0.00047,False
CVE-2023-31022,0.00113,False
CVE-2023-31023,0.00027,False
CVE-2023-31024,0.0035,False
CVE-2023-31025,0.002,False
CVE-2023-31026,0.00019,False
CVE-2023-31027,0.00027,False
CVE-2023-31028,0.00024,False
CVE-2023-31029,0.0018,False
CVE-2023-31030,0.0018,False
CVE-2023-31031,0.00034,False
CVE-2023-31032,0.00037,False
CVE-2023-31033,0.00045,False
CVE-2023-31034,9e-05,False
CVE-2023-31035,0.00034,False
CVE-2023-31036,0.00243,False
CVE-2023-31037,0.00094,False
CVE-2023-31038,0.00985,False
CVE-2023-31039,0.00553,False
CVE-2023-31041,0.00141,False
CVE-2023-31042,0.00056,False
CVE-2023-31043,0.0014,False
CVE-2023-31044,0.00054,False
CVE-2023-31045,0.00206,False
CVE-2023-31046,0.00194,False
CVE-2023-31047,0.0016,False
CVE-2023-31048,0.00366,False
CVE-2023-31056,0.00272,False
CVE-2023-31058,0.00338,False
CVE-2023-31059,0.91209,False
CVE-2023-31060,0.00985,False
CVE-2023-31061,0.00203,False
CVE-2023-31062,0.00315,False
CVE-2023-31064,0.00228,False
CVE-2023-31065,0.00288,False
CVE-2023-31066,0.01125,False
CVE-2023-31067,0.01642,False
CVE-2023-31068,0.01501,False
CVE-2023-31069,0.01135,False
CVE-2023-31071,0.00104,False
CVE-2023-31072,0.00104,False
CVE-2023-31073,0.00219,False
CVE-2023-31074,0.00104,False
CVE-2023-31075,0.00098,False
CVE-2023-31076,0.00104,False
CVE-2023-31077,0.0007,False
CVE-2023-31078,0.00107,False
CVE-2023-31079,0.00097,False
CVE-2023-31080,0.0039,False
CVE-2023-31081,0.00127,False
CVE-2023-31082,0.00048,False
CVE-2023-31083,7e-05,False
CVE-2023-31084,0.0001,False
CVE-2023-31085,0.00014,False
CVE-2023-31086,0.00053,False
CVE-2023-31087,0.00051,False
CVE-2023-31088,0.00051,False
