cell_K,cell_lambda,driver,scorer,seed,window,n_pairs,n_positives,p_at_50
50,3.0,HygienePrio-full,HygienePrio-full,105,1,1722,163,0.62
50,3.0,HygienePrio-full,EPSS-only,105,1,1722,163,0.32
50,3.0,HygienePrio-full,HRS-only,105,1,1722,163,0.24
50,3.0,HygienePrio-full,CVSS-only,105,1,1722,163,0.06
50,3.0,HygienePrio-full,Random,105,1,1722,163,0.04
50,3.0,HygienePrio-full,HygienePrio-full,105,2,1682,136,0.56
50,3.0,HygienePrio-full,EPSS-only,105,2,1682,136,0.2
50,3.0,HygienePrio-full,HRS-only,105,2,1682,136,0.22
50,3.0,HygienePrio-full,CVSS-only,105,2,1682,136,0.06
50,3.0,HygienePrio-full,Random,105,2,1682,136,0.1
50,3.0,HygienePrio-full,HygienePrio-full,105,3,1634,116,0.6
50,3.0,HygienePrio-full,EPSS-only,105,3,1634,116,0.14
50,3.0,HygienePrio-full,HRS-only,105,3,1634,116,0.18
50,3.0,HygienePrio-full,CVSS-only,105,3,1634,116,0.06
50,3.0,HygienePrio-full,Random,105,3,1634,116,0.16
50,3.0,HygienePrio-full,HygienePrio-full,105,4,1588,109,0.48
50,3.0,HygienePrio-full,EPSS-only,105,4,1588,109,0.04
50,3.0,HygienePrio-full,HRS-only,105,4,1588,109,0.16
50,3.0,HygienePrio-full,CVSS-only,105,4,1588,109,0.06
50,3.0,HygienePrio-full,Random,105,4,1588,109,0.1
50,3.0,HygienePrio-full,HygienePrio-full,105,5,1543,106,0.56
50,3.0,HygienePrio-full,EPSS-only,105,5,1543,106,0.1
50,3.0,HygienePrio-full,HRS-only,105,5,1543,106,0.06
50,3.0,HygienePrio-full,CVSS-only,105,5,1543,106,0.1
50,3.0,HygienePrio-full,Random,105,5,1543,106,0.06
50,3.0,HygienePrio-full,HygienePrio-full,105,6,1496,88,0.54
50,3.0,HygienePrio-full,EPSS-only,105,6,1496,88,0.06
50,3.0,HygienePrio-full,HRS-only,105,6,1496,88,0.04
50,3.0,HygienePrio-full,CVSS-only,105,6,1496,88,0.04
50,3.0,HygienePrio-full,Random,105,6,1496,88,0.04
50,3.0,HygienePrio-full,HygienePrio-full,106,1,1742,171,0.64
50,3.0,HygienePrio-full,EPSS-only,106,1,1742,171,0.24
50,3.0,HygienePrio-full,HRS-only,106,1,1742,171,0.3
50,3.0,HygienePrio-full,CVSS-only,106,1,1742,171,0.02
50,3.0,HygienePrio-full,Random,106,1,1742,171,0.1
50,3.0,HygienePrio-full,HygienePrio-full,106,2,1694,153,0.56
50,3.0,HygienePrio-full,EPSS-only,106,2,1694,153,0.14
50,3.0,HygienePrio-full,HRS-only,106,2,1694,153,0.3
50,3.0,HygienePrio-full,CVSS-only,106,2,1694,153,0.02
50,3.0,HygienePrio-full,Random,106,2,1694,153,0.08
50,3.0,HygienePrio-full,HygienePrio-full,106,3,1648,137,0.76
50,3.0,HygienePrio-full,EPSS-only,106,3,1648,137,0.2
50,3.0,HygienePrio-full,HRS-only,106,3,1648,137,0.24
50,3.0,HygienePrio-full,CVSS-only,106,3,1648,137,0.02
50,3.0,HygienePrio-full,Random,106,3,1648,137,0.08
50,3.0,HygienePrio-full,HygienePrio-full,106,4,1601,104,0.46
50,3.0,HygienePrio-full,EPSS-only,106,4,1601,104,0.0
50,3.0,HygienePrio-full,HRS-only,106,4,1601,104,0.16
50,3.0,HygienePrio-full,CVSS-only,106,4,1601,104,0.02
50,3.0,HygienePrio-full,Random,106,4,1601,104,0.02
50,3.0,HygienePrio-full,HygienePrio-full,106,5,1553,93,0.56
50,3.0,HygienePrio-full,EPSS-only,106,5,1553,93,0.04
50,3.0,HygienePrio-full,HRS-only,106,5,1553,93,0.08
50,3.0,HygienePrio-full,CVSS-only,106,5,1553,93,0.0
50,3.0,HygienePrio-full,Random,106,5,1553,93,0.08
50,3.0,HygienePrio-full,HygienePrio-full,106,6,1505,86,0.56
50,3.0,HygienePrio-full,EPSS-only,106,6,1505,86,0.04
50,3.0,HygienePrio-full,HRS-only,106,6,1505,86,0.08
50,3.0,HygienePrio-full,CVSS-only,106,6,1505,86,0.02
50,3.0,HygienePrio-full,Random,106,6,1505,86,0.06
50,3.0,HygienePrio-full,HygienePrio-full,107,1,1758,172,0.66
50,3.0,HygienePrio-full,EPSS-only,107,1,1758,172,0.3
50,3.0,HygienePrio-full,HRS-only,107,1,1758,172,0.28
50,3.0,HygienePrio-full,CVSS-only,107,1,1758,172,0.2
50,3.0,HygienePrio-full,Random,107,1,1758,172,0.08
50,3.0,HygienePrio-full,HygienePrio-full,107,2,1711,140,0.52
50,3.0,HygienePrio-full,EPSS-only,107,2,1711,140,0.08
50,3.0,HygienePrio-full,HRS-only,107,2,1711,140,0.18
50,3.0,HygienePrio-full,CVSS-only,107,2,1711,140,0.14
50,3.0,HygienePrio-full,Random,107,2,1711,140,0.04
50,3.0,HygienePrio-full,HygienePrio-full,107,3,1663,126,0.44
50,3.0,HygienePrio-full,EPSS-only,107,3,1663,126,0.04
50,3.0,HygienePrio-full,HRS-only,107,3,1663,126,0.18
50,3.0,HygienePrio-full,CVSS-only,107,3,1663,126,0.14
50,3.0,HygienePrio-full,Random,107,3,1663,126,0.16
50,3.0,HygienePrio-full,HygienePrio-full,107,4,1615,110,0.46
50,3.0,HygienePrio-full,EPSS-only,107,4,1615,110,0.04
50,3.0,HygienePrio-full,HRS-only,107,4,1615,110,0.12
50,3.0,HygienePrio-full,CVSS-only,107,4,1615,110,0.1
50,3.0,HygienePrio-full,Random,107,4,1615,110,0.12
50,3.0,HygienePrio-full,HygienePrio-full,107,5,1567,100,0.48
50,3.0,HygienePrio-full,EPSS-only,107,5,1567,100,0.0
50,3.0,HygienePrio-full,HRS-only,107,5,1567,100,0.08
50,3.0,HygienePrio-full,CVSS-only,107,5,1567,100,0.06
50,3.0,HygienePrio-full,Random,107,5,1567,100,0.08
50,3.0,HygienePrio-full,HygienePrio-full,107,6,1519,91,0.46
50,3.0,HygienePrio-full,EPSS-only,107,6,1519,91,0.08
50,3.0,HygienePrio-full,HRS-only,107,6,1519,91,0.02
50,3.0,HygienePrio-full,CVSS-only,107,6,1519,91,0.08
50,3.0,HygienePrio-full,Random,107,6,1519,91,0.08
50,3.0,HygienePrio-full,HygienePrio-full,108,1,1725,155,0.5
50,3.0,HygienePrio-full,EPSS-only,108,1,1725,155,0.24
50,3.0,HygienePrio-full,HRS-only,108,1,1725,155,0.36
50,3.0,HygienePrio-full,CVSS-only,108,1,1725,155,0.0
50,3.0,HygienePrio-full,Random,108,1,1725,155,0.04
50,3.0,HygienePrio-full,HygienePrio-full,108,2,1682,139,0.62
50,3.0,HygienePrio-full,EPSS-only,108,2,1682,139,0.08
50,3.0,HygienePrio-full,HRS-only,108,2,1682,139,0.32
50,3.0,HygienePrio-full,CVSS-only,108,2,1682,139,0.02
50,3.0,HygienePrio-full,Random,108,2,1682,139,0.1
50,3.0,HygienePrio-full,HygienePrio-full,108,3,1633,121,0.54
50,3.0,HygienePrio-full,EPSS-only,108,3,1633,121,0.1
50,3.0,HygienePrio-full,HRS-only,108,3,1633,121,0.22
50,3.0,HygienePrio-full,CVSS-only,108,3,1633,121,0.02
50,3.0,HygienePrio-full,Random,108,3,1633,121,0.1
50,3.0,HygienePrio-full,HygienePrio-full,108,4,1584,104,0.54
50,3.0,HygienePrio-full,EPSS-only,108,4,1584,104,0.1
50,3.0,HygienePrio-full,HRS-only,108,4,1584,104,0.14
50,3.0,HygienePrio-full,CVSS-only,108,4,1584,104,0.04
50,3.0,HygienePrio-full,Random,108,4,1584,104,0.1
50,3.0,HygienePrio-full,HygienePrio-full,108,5,1537,93,0.52
50,3.0,HygienePrio-full,EPSS-only,108,5,1537,93,0.02
50,3.0,HygienePrio-full,HRS-only,108,5,1537,93,0.1
50,3.0,HygienePrio-full,CVSS-only,108,5,1537,93,0.04
50,3.0,HygienePrio-full,Random,108,5,1537,93,0.04
50,3.0,HygienePrio-full,HygienePrio-full,108,6,1489,87,0.6
50,3.0,HygienePrio-full,EPSS-only,108,6,1489,87,0.02
50,3.0,HygienePrio-full,HRS-only,108,6,1489,87,0.12
50,3.0,HygienePrio-full,CVSS-only,108,6,1489,87,0.04
50,3.0,HygienePrio-full,Random,108,6,1489,87,0.04
50,3.0,HygienePrio-full,HygienePrio-full,109,1,1724,167,0.66
50,3.0,HygienePrio-full,EPSS-only,109,1,1724,167,0.32
50,3.0,HygienePrio-full,HRS-only,109,1,1724,167,0.36
50,3.0,HygienePrio-full,CVSS-only,109,1,1724,167,0.06
50,3.0,HygienePrio-full,Random,109,1,1724,167,0.06
50,3.0,HygienePrio-full,HygienePrio-full,109,2,1675,145,0.5
50,3.0,HygienePrio-full,EPSS-only,109,2,1675,145,0.18
50,3.0,HygienePrio-full,HRS-only,109,2,1675,145,0.28
50,3.0,HygienePrio-full,CVSS-only,109,2,1675,145,0.08
50,3.0,HygienePrio-full,Random,109,2,1675,145,0.16
50,3.0,HygienePrio-full,HygienePrio-full,109,3,1627,136,0.48
50,3.0,HygienePrio-full,EPSS-only,109,3,1627,136,0.08
50,3.0,HygienePrio-full,HRS-only,109,3,1627,136,0.26
50,3.0,HygienePrio-full,CVSS-only,109,3,1627,136,0.06
50,3.0,HygienePrio-full,Random,109,3,1627,136,0.1
50,3.0,HygienePrio-full,HygienePrio-full,109,4,1579,111,0.46
50,3.0,HygienePrio-full,EPSS-only,109,4,1579,111,0.1
50,3.0,HygienePrio-full,HRS-only,109,4,1579,111,0.04
50,3.0,HygienePrio-full,CVSS-only,109,4,1579,111,0.08
50,3.0,HygienePrio-full,Random,109,4,1579,111,0.2
50,3.0,HygienePrio-full,HygienePrio-full,109,5,1534,104,0.58
50,3.0,HygienePrio-full,EPSS-only,109,5,1534,104,0.1
50,3.0,HygienePrio-full,HRS-only,109,5,1534,104,0.06
50,3.0,HygienePrio-full,CVSS-only,109,5,1534,104,0.06
50,3.0,HygienePrio-full,Random,109,5,1534,104,0.06
50,3.0,HygienePrio-full,HygienePrio-full,109,6,1487,90,0.52
50,3.0,HygienePrio-full,EPSS-only,109,6,1487,90,0.04
50,3.0,HygienePrio-full,HRS-only,109,6,1487,90,0.04
50,3.0,HygienePrio-full,CVSS-only,109,6,1487,90,0.06
50,3.0,HygienePrio-full,Random,109,6,1487,90,0.06
50,3.0,HygienePrio-full,HygienePrio-full,110,1,1741,172,0.56
50,3.0,HygienePrio-full,EPSS-only,110,1,1741,172,0.26
50,3.0,HygienePrio-full,HRS-only,110,1,1741,172,0.36
50,3.0,HygienePrio-full,CVSS-only,110,1,1741,172,0.1
50,3.0,HygienePrio-full,Random,110,1,1741,172,0.12
50,3.0,HygienePrio-full,HygienePrio-full,110,2,1691,151,0.52
50,3.0,HygienePrio-full,EPSS-only,110,2,1691,151,0.08
50,3.0,HygienePrio-full,HRS-only,110,2,1691,151,0.34
50,3.0,HygienePrio-full,CVSS-only,110,2,1691,151,0.08
50,3.0,HygienePrio-full,Random,110,2,1691,151,0.08
50,3.0,HygienePrio-full,HygienePrio-full,110,3,1642,147,0.52
50,3.0,HygienePrio-full,EPSS-only,110,3,1642,147,0.02
50,3.0,HygienePrio-full,HRS-only,110,3,1642,147,0.32
50,3.0,HygienePrio-full,CVSS-only,110,3,1642,147,0.08
50,3.0,HygienePrio-full,Random,110,3,1642,147,0.1
50,3.0,HygienePrio-full,HygienePrio-full,110,4,1595,143,0.56
50,3.0,HygienePrio-full,EPSS-only,110,4,1595,143,0.04
50,3.0,HygienePrio-full,HRS-only,110,4,1595,143,0.2
50,3.0,HygienePrio-full,CVSS-only,110,4,1595,143,0.12
50,3.0,HygienePrio-full,Random,110,4,1595,143,0.06
50,3.0,HygienePrio-full,HygienePrio-full,110,5,1545,113,0.48
50,3.0,HygienePrio-full,EPSS-only,110,5,1545,113,0.02
50,3.0,HygienePrio-full,HRS-only,110,5,1545,113,0.08
50,3.0,HygienePrio-full,CVSS-only,110,5,1545,113,0.08
50,3.0,HygienePrio-full,Random,110,5,1545,113,0.06
50,3.0,HygienePrio-full,HygienePrio-full,110,6,1496,91,0.56
50,3.0,HygienePrio-full,EPSS-only,110,6,1496,91,0.06
50,3.0,HygienePrio-full,HRS-only,110,6,1496,91,0.04
50,3.0,HygienePrio-full,CVSS-only,110,6,1496,91,0.1
50,3.0,HygienePrio-full,Random,110,6,1496,91,0.08
50,3.0,HygienePrio-full,HygienePrio-full,111,1,1694,167,0.58
50,3.0,HygienePrio-full,EPSS-only,111,1,1694,167,0.38
50,3.0,HygienePrio-full,HRS-only,111,1,1694,167,0.32
50,3.0,HygienePrio-full,CVSS-only,111,1,1694,167,0.16
50,3.0,HygienePrio-full,Random,111,1,1694,167,0.08
50,3.0,HygienePrio-full,HygienePrio-full,111,2,1647,144,0.52
50,3.0,HygienePrio-full,EPSS-only,111,2,1647,144,0.12
50,3.0,HygienePrio-full,HRS-only,111,2,1647,144,0.22
50,3.0,HygienePrio-full,CVSS-only,111,2,1647,144,0.18
50,3.0,HygienePrio-full,Random,111,2,1647,144,0.06
50,3.0,HygienePrio-full,HygienePrio-full,111,3,1598,125,0.58
50,3.0,HygienePrio-full,EPSS-only,111,3,1598,125,0.08
50,3.0,HygienePrio-full,HRS-only,111,3,1598,125,0.22
50,3.0,HygienePrio-full,CVSS-only,111,3,1598,125,0.12
50,3.0,HygienePrio-full,Random,111,3,1598,125,0.04
50,3.0,HygienePrio-full,HygienePrio-full,111,4,1554,102,0.58
50,3.0,HygienePrio-full,EPSS-only,111,4,1554,102,0.1
50,3.0,HygienePrio-full,HRS-only,111,4,1554,102,0.06
50,3.0,HygienePrio-full,CVSS-only,111,4,1554,102,0.08
50,3.0,HygienePrio-full,Random,111,4,1554,102,0.06
50,3.0,HygienePrio-full,HygienePrio-full,111,5,1509,92,0.46
50,3.0,HygienePrio-full,EPSS-only,111,5,1509,92,0.08
50,3.0,HygienePrio-full,HRS-only,111,5,1509,92,0.0
50,3.0,HygienePrio-full,CVSS-only,111,5,1509,92,0.06
50,3.0,HygienePrio-full,Random,111,5,1509,92,0.08
50,3.0,HygienePrio-full,HygienePrio-full,111,6,1464,79,0.38
50,3.0,HygienePrio-full,EPSS-only,111,6,1464,79,0.04
50,3.0,HygienePrio-full,HRS-only,111,6,1464,79,0.02
50,3.0,HygienePrio-full,CVSS-only,111,6,1464,79,0.06
50,3.0,HygienePrio-full,Random,111,6,1464,79,0.04
50,3.0,HygienePrio-full,HygienePrio-full,112,1,1768,164,0.62
50,3.0,HygienePrio-full,EPSS-only,112,1,1768,164,0.34
50,3.0,HygienePrio-full,HRS-only,112,1,1768,164,0.32
50,3.0,HygienePrio-full,CVSS-only,112,1,1768,164,0.1
50,3.0,HygienePrio-full,Random,112,1,1768,164,0.12
50,3.0,HygienePrio-full,HygienePrio-full,112,2,1721,137,0.48
50,3.0,HygienePrio-full,EPSS-only,112,2,1721,137,0.1
50,3.0,HygienePrio-full,HRS-only,112,2,1721,137,0.22
50,3.0,HygienePrio-full,CVSS-only,112,2,1721,137,0.06
50,3.0,HygienePrio-full,Random,112,2,1721,137,0.06
50,3.0,HygienePrio-full,HygienePrio-full,112,3,1677,132,0.6
50,3.0,HygienePrio-full,EPSS-only,112,3,1677,132,0.06
50,3.0,HygienePrio-full,HRS-only,112,3,1677,132,0.14
50,3.0,HygienePrio-full,CVSS-only,112,3,1677,132,0.08
50,3.0,HygienePrio-full,Random,112,3,1677,132,0.08
50,3.0,HygienePrio-full,HygienePrio-full,112,4,1629,122,0.46
50,3.0,HygienePrio-full,EPSS-only,112,4,1629,122,0.0
50,3.0,HygienePrio-full,HRS-only,112,4,1629,122,0.22
50,3.0,HygienePrio-full,CVSS-only,112,4,1629,122,0.02
50,3.0,HygienePrio-full,Random,112,4,1629,122,0.08
50,3.0,HygienePrio-full,HygienePrio-full,112,5,1583,100,0.5
50,3.0,HygienePrio-full,EPSS-only,112,5,1583,100,0.02
50,3.0,HygienePrio-full,HRS-only,112,5,1583,100,0.14
50,3.0,HygienePrio-full,CVSS-only,112,5,1583,100,0.04
50,3.0,HygienePrio-full,Random,112,5,1583,100,0.02
50,3.0,HygienePrio-full,HygienePrio-full,112,6,1533,100,0.5
50,3.0,HygienePrio-full,EPSS-only,112,6,1533,100,0.04
50,3.0,HygienePrio-full,HRS-only,112,6,1533,100,0.0
50,3.0,HygienePrio-full,CVSS-only,112,6,1533,100,0.04
50,3.0,HygienePrio-full,Random,112,6,1533,100,0.06
50,3.0,HygienePrio-full,HygienePrio-full,113,1,1730,173,0.66
50,3.0,HygienePrio-full,EPSS-only,113,1,1730,173,0.34
50,3.0,HygienePrio-full,HRS-only,113,1,1730,173,0.34
50,3.0,HygienePrio-full,CVSS-only,113,1,1730,173,0.12
50,3.0,HygienePrio-full,Random,113,1,1730,173,0.12
50,3.0,HygienePrio-full,HygienePrio-full,113,2,1681,149,0.58
50,3.0,HygienePrio-full,EPSS-only,113,2,1681,149,0.26
50,3.0,HygienePrio-full,HRS-only,113,2,1681,149,0.24
50,3.0,HygienePrio-full,CVSS-only,113,2,1681,149,0.08
50,3.0,HygienePrio-full,Random,113,2,1681,149,0.1
50,3.0,HygienePrio-full,HygienePrio-full,113,3,1634,117,0.6
50,3.0,HygienePrio-full,EPSS-only,113,3,1634,117,0.08
50,3.0,HygienePrio-full,HRS-only,113,3,1634,117,0.14
50,3.0,HygienePrio-full,CVSS-only,113,3,1634,117,0.12
50,3.0,HygienePrio-full,Random,113,3,1634,117,0.06
50,3.0,HygienePrio-full,HygienePrio-full,113,4,1587,106,0.4
50,3.0,HygienePrio-full,EPSS-only,113,4,1587,106,0.02
50,3.0,HygienePrio-full,HRS-only,113,4,1587,106,0.1
50,3.0,HygienePrio-full,CVSS-only,113,4,1587,106,0.06
50,3.0,HygienePrio-full,Random,113,4,1587,106,0.06
50,3.0,HygienePrio-full,HygienePrio-full,113,5,1542,99,0.52
50,3.0,HygienePrio-full,EPSS-only,113,5,1542,99,0.04
50,3.0,HygienePrio-full,HRS-only,113,5,1542,99,0.12
50,3.0,HygienePrio-full,CVSS-only,113,5,1542,99,0.04
50,3.0,HygienePrio-full,Random,113,5,1542,99,0.02
50,3.0,HygienePrio-full,HygienePrio-full,113,6,1496,87,0.48
50,3.0,HygienePrio-full,EPSS-only,113,6,1496,87,0.0
50,3.0,HygienePrio-full,HRS-only,113,6,1496,87,0.04
50,3.0,HygienePrio-full,CVSS-only,113,6,1496,87,0.08
50,3.0,HygienePrio-full,Random,113,6,1496,87,0.06
50,3.0,HygienePrio-full,HygienePrio-full,114,1,1808,157,0.46
50,3.0,HygienePrio-full,EPSS-only,114,1,1808,157,0.24
50,3.0,HygienePrio-full,HRS-only,114,1,1808,157,0.34
50,3.0,HygienePrio-full,CVSS-only,114,1,1808,157,0.08
50,3.0,HygienePrio-full,Random,114,1,1808,157,0.1
50,3.0,HygienePrio-full,HygienePrio-full,114,2,1759,143,0.44
50,3.0,HygienePrio-full,EPSS-only,114,2,1759,143,0.04
50,3.0,HygienePrio-full,HRS-only,114,2,1759,143,0.32
50,3.0,HygienePrio-full,CVSS-only,114,2,1759,143,0.04
50,3.0,HygienePrio-full,Random,114,2,1759,143,0.06
50,3.0,HygienePrio-full,HygienePrio-full,114,3,1710,147,0.5
50,3.0,HygienePrio-full,EPSS-only,114,3,1710,147,0.14
50,3.0,HygienePrio-full,HRS-only,114,3,1710,147,0.26
50,3.0,HygienePrio-full,CVSS-only,114,3,1710,147,0.04
50,3.0,HygienePrio-full,Random,114,3,1710,147,0.08
50,3.0,HygienePrio-full,HygienePrio-full,114,4,1662,129,0.62
50,3.0,HygienePrio-full,EPSS-only,114,4,1662,129,0.1
50,3.0,HygienePrio-full,HRS-only,114,4,1662,129,0.12
50,3.0,HygienePrio-full,CVSS-only,114,4,1662,129,0.1
50,3.0,HygienePrio-full,Random,114,4,1662,129,0.08
50,3.0,HygienePrio-full,HygienePrio-full,114,5,1614,115,0.58
50,3.0,HygienePrio-full,EPSS-only,114,5,1614,115,0.04
50,3.0,HygienePrio-full,HRS-only,114,5,1614,115,0.06
50,3.0,HygienePrio-full,CVSS-only,114,5,1614,115,0.1
50,3.0,HygienePrio-full,Random,114,5,1614,115,0.06
50,3.0,HygienePrio-full,HygienePrio-full,114,6,1566,96,0.5
50,3.0,HygienePrio-full,EPSS-only,114,6,1566,96,0.02
50,3.0,HygienePrio-full,HRS-only,114,6,1566,96,0.1
50,3.0,HygienePrio-full,CVSS-only,114,6,1566,96,0.08
50,3.0,HygienePrio-full,Random,114,6,1566,96,0.1
50,3.0,HygienePrio-full,HygienePrio-full,115,1,1645,139,0.6
50,3.0,HygienePrio-full,EPSS-only,115,1,1645,139,0.28
50,3.0,HygienePrio-full,HRS-only,115,1,1645,139,0.2
50,3.0,HygienePrio-full,CVSS-only,115,1,1645,139,0.1
50,3.0,HygienePrio-full,Random,115,1,1645,139,0.08
50,3.0,HygienePrio-full,HygienePrio-full,115,2,1600,122,0.5
50,3.0,HygienePrio-full,EPSS-only,115,2,1600,122,0.18
50,3.0,HygienePrio-full,HRS-only,115,2,1600,122,0.22
50,3.0,HygienePrio-full,CVSS-only,115,2,1600,122,0.08
50,3.0,HygienePrio-full,Random,115,2,1600,122,0.16
50,3.0,HygienePrio-full,HygienePrio-full,115,3,1552,106,0.44
50,3.0,HygienePrio-full,EPSS-only,115,3,1552,106,0.1
50,3.0,HygienePrio-full,HRS-only,115,3,1552,106,0.08
50,3.0,HygienePrio-full,CVSS-only,115,3,1552,106,0.06
50,3.0,HygienePrio-full,Random,115,3,1552,106,0.08
50,3.0,HygienePrio-full,HygienePrio-full,115,4,1505,102,0.52
50,3.0,HygienePrio-full,EPSS-only,115,4,1505,102,0.08
50,3.0,HygienePrio-full,HRS-only,115,4,1505,102,0.1
50,3.0,HygienePrio-full,CVSS-only,115,4,1505,102,0.04
50,3.0,HygienePrio-full,Random,115,4,1505,102,0.12
50,3.0,HygienePrio-full,HygienePrio-full,115,5,1456,77,0.54
50,3.0,HygienePrio-full,EPSS-only,115,5,1456,77,0.06
50,3.0,HygienePrio-full,HRS-only,115,5,1456,77,0.08
50,3.0,HygienePrio-full,CVSS-only,115,5,1456,77,0.04
50,3.0,HygienePrio-full,Random,115,5,1456,77,0.06
50,3.0,HygienePrio-full,HygienePrio-full,115,6,1410,64,0.5
50,3.0,HygienePrio-full,EPSS-only,115,6,1410,64,0.06
50,3.0,HygienePrio-full,HRS-only,115,6,1410,64,0.08
50,3.0,HygienePrio-full,CVSS-only,115,6,1410,64,0.0
50,3.0,HygienePrio-full,Random,115,6,1410,64,0.08
50,3.0,HygienePrio-full,HygienePrio-full,116,1,1776,177,0.6
50,3.0,HygienePrio-full,EPSS-only,116,1,1776,177,0.38
50,3.0,HygienePrio-full,HRS-only,116,1,1776,177,0.24
50,3.0,HygienePrio-full,CVSS-only,116,1,1776,177,0.16
50,3.0,HygienePrio-full,Random,116,1,1776,177,0.08
50,3.0,HygienePrio-full,HygienePrio-full,116,2,1730,154,0.64
50,3.0,HygienePrio-full,EPSS-only,116,2,1730,154,0.24
50,3.0,HygienePrio-full,HRS-only,116,2,1730,154,0.2
50,3.0,HygienePrio-full,CVSS-only,116,2,1730,154,0.12
50,3.0,HygienePrio-full,Random,116,2,1730,154,0.16
50,3.0,HygienePrio-full,HygienePrio-full,116,3,1685,133,0.58
50,3.0,HygienePrio-full,EPSS-only,116,3,1685,133,0.2
50,3.0,HygienePrio-full,HRS-only,116,3,1685,133,0.16
50,3.0,HygienePrio-full,CVSS-only,116,3,1685,133,0.08
50,3.0,HygienePrio-full,Random,116,3,1685,133,0.04
50,3.0,HygienePrio-full,HygienePrio-full,116,4,1641,115,0.66
50,3.0,HygienePrio-full,EPSS-only,116,4,1641,115,0.14
50,3.0,HygienePrio-full,HRS-only,116,4,1641,115,0.12
50,3.0,HygienePrio-full,CVSS-only,116,4,1641,115,0.1
50,3.0,HygienePrio-full,Random,116,4,1641,115,0.02
50,3.0,HygienePrio-full,HygienePrio-full,116,5,1595,95,0.58
50,3.0,HygienePrio-full,EPSS-only,116,5,1595,95,0.06
50,3.0,HygienePrio-full,HRS-only,116,5,1595,95,0.08
50,3.0,HygienePrio-full,CVSS-only,116,5,1595,95,0.08
50,3.0,HygienePrio-full,Random,116,5,1595,95,0.02
50,3.0,HygienePrio-full,HygienePrio-full,116,6,1546,89,0.46
50,3.0,HygienePrio-full,EPSS-only,116,6,1546,89,0.06
50,3.0,HygienePrio-full,HRS-only,116,6,1546,89,0.06
50,3.0,HygienePrio-full,CVSS-only,116,6,1546,89,0.08
50,3.0,HygienePrio-full,Random,116,6,1546,89,0.06
50,3.0,HygienePrio-full,HygienePrio-full,117,1,1829,170,0.64
50,3.0,HygienePrio-full,EPSS-only,117,1,1829,170,0.42
50,3.0,HygienePrio-full,HRS-only,117,1,1829,170,0.3
50,3.0,HygienePrio-full,CVSS-only,117,1,1829,170,0.04
50,3.0,HygienePrio-full,Random,117,1,1829,170,0.1
50,3.0,HygienePrio-full,HygienePrio-full,117,2,1783,134,0.5
50,3.0,HygienePrio-full,EPSS-only,117,2,1783,134,0.12
50,3.0,HygienePrio-full,HRS-only,117,2,1783,134,0.26
50,3.0,HygienePrio-full,CVSS-only,117,2,1783,134,0.02
50,3.0,HygienePrio-full,Random,117,2,1783,134,0.0
50,3.0,HygienePrio-full,HygienePrio-full,117,3,1736,115,0.42
50,3.0,HygienePrio-full,EPSS-only,117,3,1736,115,0.06
50,3.0,HygienePrio-full,HRS-only,117,3,1736,115,0.16
50,3.0,HygienePrio-full,CVSS-only,117,3,1736,115,0.02
50,3.0,HygienePrio-full,Random,117,3,1736,115,0.08
50,3.0,HygienePrio-full,HygienePrio-full,117,4,1690,97,0.6
50,3.0,HygienePrio-full,EPSS-only,117,4,1690,97,0.06
50,3.0,HygienePrio-full,HRS-only,117,4,1690,97,0.12
50,3.0,HygienePrio-full,CVSS-only,117,4,1690,97,0.02
50,3.0,HygienePrio-full,Random,117,4,1690,97,0.08
50,3.0,HygienePrio-full,HygienePrio-full,117,5,1641,94,0.42
50,3.0,HygienePrio-full,EPSS-only,117,5,1641,94,0.08
50,3.0,HygienePrio-full,HRS-only,117,5,1641,94,0.08
50,3.0,HygienePrio-full,CVSS-only,117,5,1641,94,0.06
50,3.0,HygienePrio-full,Random,117,5,1641,94,0.14
50,3.0,HygienePrio-full,HygienePrio-full,117,6,1594,82,0.46
50,3.0,HygienePrio-full,EPSS-only,117,6,1594,82,0.02
50,3.0,HygienePrio-full,HRS-only,117,6,1594,82,0.04
50,3.0,HygienePrio-full,CVSS-only,117,6,1594,82,0.02
50,3.0,HygienePrio-full,Random,117,6,1594,82,0.08
50,3.0,HygienePrio-full,HygienePrio-full,118,1,1740,163,0.52
50,3.0,HygienePrio-full,EPSS-only,118,1,1740,163,0.32
50,3.0,HygienePrio-full,HRS-only,118,1,1740,163,0.36
50,3.0,HygienePrio-full,CVSS-only,118,1,1740,163,0.06
50,3.0,HygienePrio-full,Random,118,1,1740,163,0.06
50,3.0,HygienePrio-full,HygienePrio-full,118,2,1692,160,0.56
50,3.0,HygienePrio-full,EPSS-only,118,2,1692,160,0.14
50,3.0,HygienePrio-full,HRS-only,118,2,1692,160,0.28
50,3.0,HygienePrio-full,CVSS-only,118,2,1692,160,0.08
50,3.0,HygienePrio-full,Random,118,2,1692,160,0.08
50,3.0,HygienePrio-full,HygienePrio-full,118,3,1643,133,0.54
50,3.0,HygienePrio-full,EPSS-only,118,3,1643,133,0.06
50,3.0,HygienePrio-full,HRS-only,118,3,1643,133,0.22
50,3.0,HygienePrio-full,CVSS-only,118,3,1643,133,0.06
50,3.0,HygienePrio-full,Random,118,3,1643,133,0.06
