cell_K,cell_lambda,driver,scorer,seed,window,n_pairs,n_positives,p_at_50
50,3.0,EPSS-only,EPSS-only,123,2,1661,140,0.36
50,3.0,EPSS-only,HRS-only,123,2,1661,140,0.2
50,3.0,EPSS-only,CVSS-only,123,2,1661,140,0.06
50,3.0,EPSS-only,Random,123,2,1661,140,0.1
50,3.0,EPSS-only,HygienePrio-full,123,3,1619,132,0.92
50,3.0,EPSS-only,EPSS-only,123,3,1619,132,0.52
50,3.0,EPSS-only,HRS-only,123,3,1619,132,0.18
50,3.0,EPSS-only,CVSS-only,123,3,1619,132,0.08
50,3.0,EPSS-only,Random,123,3,1619,132,0.04
50,3.0,EPSS-only,HygienePrio-full,123,4,1571,135,0.84
50,3.0,EPSS-only,EPSS-only,123,4,1571,135,0.26
50,3.0,EPSS-only,HRS-only,123,4,1571,135,0.16
50,3.0,EPSS-only,CVSS-only,123,4,1571,135,0.02
50,3.0,EPSS-only,Random,123,4,1571,135,0.08
50,3.0,EPSS-only,HygienePrio-full,123,5,1525,128,0.78
50,3.0,EPSS-only,EPSS-only,123,5,1525,128,0.42
50,3.0,EPSS-only,HRS-only,123,5,1525,128,0.14
50,3.0,EPSS-only,CVSS-only,123,5,1525,128,0.04
50,3.0,EPSS-only,Random,123,5,1525,128,0.16
50,3.0,EPSS-only,HygienePrio-full,123,6,1478,109,0.8
50,3.0,EPSS-only,EPSS-only,123,6,1478,109,0.48
50,3.0,EPSS-only,HRS-only,123,6,1478,109,0.22
50,3.0,EPSS-only,CVSS-only,123,6,1478,109,0.06
50,3.0,EPSS-only,Random,123,6,1478,109,0.02
50,3.0,EPSS-only,HygienePrio-full,124,1,1673,164,0.58
50,3.0,EPSS-only,EPSS-only,124,1,1673,164,0.38
50,3.0,EPSS-only,HRS-only,124,1,1673,164,0.22
50,3.0,EPSS-only,CVSS-only,124,1,1673,164,0.06
50,3.0,EPSS-only,Random,124,1,1673,164,0.1
50,3.0,EPSS-only,HygienePrio-full,124,2,1623,159,0.8
50,3.0,EPSS-only,EPSS-only,124,2,1623,159,0.36
50,3.0,EPSS-only,HRS-only,124,2,1623,159,0.24
50,3.0,EPSS-only,CVSS-only,124,2,1623,159,0.06
50,3.0,EPSS-only,Random,124,2,1623,159,0.1
50,3.0,EPSS-only,HygienePrio-full,124,3,1574,147,0.9
50,3.0,EPSS-only,EPSS-only,124,3,1574,147,0.32
50,3.0,EPSS-only,HRS-only,124,3,1574,147,0.24
50,3.0,EPSS-only,CVSS-only,124,3,1574,147,0.06
50,3.0,EPSS-only,Random,124,3,1574,147,0.06
50,3.0,EPSS-only,HygienePrio-full,124,4,1527,149,0.92
50,3.0,EPSS-only,EPSS-only,124,4,1527,149,0.44
50,3.0,EPSS-only,HRS-only,124,4,1527,149,0.2
50,3.0,EPSS-only,CVSS-only,124,4,1527,149,0.04
50,3.0,EPSS-only,Random,124,4,1527,149,0.14
50,3.0,EPSS-only,HygienePrio-full,124,5,1478,128,0.84
50,3.0,EPSS-only,EPSS-only,124,5,1478,128,0.4
50,3.0,EPSS-only,HRS-only,124,5,1478,128,0.18
50,3.0,EPSS-only,CVSS-only,124,5,1478,128,0.06
50,3.0,EPSS-only,Random,124,5,1478,128,0.06
50,3.0,EPSS-only,HygienePrio-full,124,6,1432,116,0.82
50,3.0,EPSS-only,EPSS-only,124,6,1432,116,0.4
50,3.0,EPSS-only,HRS-only,124,6,1432,116,0.2
50,3.0,EPSS-only,CVSS-only,124,6,1432,116,0.04
50,3.0,EPSS-only,Random,124,6,1432,116,0.02
50,3.0,EPSS-only,HygienePrio-full,125,1,1741,163,0.58
50,3.0,EPSS-only,EPSS-only,125,1,1741,163,0.36
50,3.0,EPSS-only,HRS-only,125,1,1741,163,0.28
50,3.0,EPSS-only,CVSS-only,125,1,1741,163,0.04
50,3.0,EPSS-only,Random,125,1,1741,163,0.08
50,3.0,EPSS-only,HygienePrio-full,125,2,1693,158,0.7
50,3.0,EPSS-only,EPSS-only,125,2,1693,158,0.34
50,3.0,EPSS-only,HRS-only,125,2,1693,158,0.22
50,3.0,EPSS-only,CVSS-only,125,2,1693,158,0.06
50,3.0,EPSS-only,Random,125,2,1693,158,0.1
50,3.0,EPSS-only,HygienePrio-full,125,3,1649,146,0.82
50,3.0,EPSS-only,EPSS-only,125,3,1649,146,0.22
50,3.0,EPSS-only,HRS-only,125,3,1649,146,0.24
50,3.0,EPSS-only,CVSS-only,125,3,1649,146,0.06
50,3.0,EPSS-only,Random,125,3,1649,146,0.12
50,3.0,EPSS-only,HygienePrio-full,125,4,1602,135,0.82
50,3.0,EPSS-only,EPSS-only,125,4,1602,135,0.36
50,3.0,EPSS-only,HRS-only,125,4,1602,135,0.22
50,3.0,EPSS-only,CVSS-only,125,4,1602,135,0.06
50,3.0,EPSS-only,Random,125,4,1602,135,0.08
50,3.0,EPSS-only,HygienePrio-full,125,5,1556,123,0.76
50,3.0,EPSS-only,EPSS-only,125,5,1556,123,0.3
50,3.0,EPSS-only,HRS-only,125,5,1556,123,0.18
50,3.0,EPSS-only,CVSS-only,125,5,1556,123,0.08
50,3.0,EPSS-only,Random,125,5,1556,123,0.04
50,3.0,EPSS-only,HygienePrio-full,125,6,1511,98,0.58
50,3.0,EPSS-only,EPSS-only,125,6,1511,98,0.3
50,3.0,EPSS-only,HRS-only,125,6,1511,98,0.14
50,3.0,EPSS-only,CVSS-only,125,6,1511,98,0.06
50,3.0,EPSS-only,Random,125,6,1511,98,0.02
50,3.0,EPSS-only,HygienePrio-full,126,1,1706,171,0.6
50,3.0,EPSS-only,EPSS-only,126,1,1706,171,0.32
50,3.0,EPSS-only,HRS-only,126,1,1706,171,0.28
50,3.0,EPSS-only,CVSS-only,126,1,1706,171,0.12
50,3.0,EPSS-only,Random,126,1,1706,171,0.08
50,3.0,EPSS-only,HygienePrio-full,126,2,1658,161,0.72
50,3.0,EPSS-only,EPSS-only,126,2,1658,161,0.3
50,3.0,EPSS-only,HRS-only,126,2,1658,161,0.24
50,3.0,EPSS-only,CVSS-only,126,2,1658,161,0.16
50,3.0,EPSS-only,Random,126,2,1658,161,0.18
50,3.0,EPSS-only,HygienePrio-full,126,3,1609,154,0.84
50,3.0,EPSS-only,EPSS-only,126,3,1609,154,0.32
50,3.0,EPSS-only,HRS-only,126,3,1609,154,0.24
50,3.0,EPSS-only,CVSS-only,126,3,1609,154,0.18
50,3.0,EPSS-only,Random,126,3,1609,154,0.1
50,3.0,EPSS-only,HygienePrio-full,126,4,1559,138,0.92
50,3.0,EPSS-only,EPSS-only,126,4,1559,138,0.4
50,3.0,EPSS-only,HRS-only,126,4,1559,138,0.16
50,3.0,EPSS-only,CVSS-only,126,4,1559,138,0.18
50,3.0,EPSS-only,Random,126,4,1559,138,0.06
50,3.0,EPSS-only,HygienePrio-full,126,5,1510,120,0.84
50,3.0,EPSS-only,EPSS-only,126,5,1510,120,0.4
50,3.0,EPSS-only,HRS-only,126,5,1510,120,0.24
50,3.0,EPSS-only,CVSS-only,126,5,1510,120,0.16
50,3.0,EPSS-only,Random,126,5,1510,120,0.08
50,3.0,EPSS-only,HygienePrio-full,126,6,1463,113,0.76
50,3.0,EPSS-only,EPSS-only,126,6,1463,113,0.44
50,3.0,EPSS-only,HRS-only,126,6,1463,113,0.24
50,3.0,EPSS-only,CVSS-only,126,6,1463,113,0.12
50,3.0,EPSS-only,Random,126,6,1463,113,0.14
50,3.0,EPSS-only,HygienePrio-full,127,1,1747,161,0.52
50,3.0,EPSS-only,EPSS-only,127,1,1747,161,0.28
50,3.0,EPSS-only,HRS-only,127,1,1747,161,0.32
50,3.0,EPSS-only,CVSS-only,127,1,1747,161,0.06
50,3.0,EPSS-only,Random,127,1,1747,161,0.14
50,3.0,EPSS-only,HygienePrio-full,127,2,1701,165,0.78
50,3.0,EPSS-only,EPSS-only,127,2,1701,165,0.38
50,3.0,EPSS-only,HRS-only,127,2,1701,165,0.32
50,3.0,EPSS-only,CVSS-only,127,2,1701,165,0.06
50,3.0,EPSS-only,Random,127,2,1701,165,0.06
50,3.0,EPSS-only,HygienePrio-full,127,3,1653,156,0.94
50,3.0,EPSS-only,EPSS-only,127,3,1653,156,0.34
50,3.0,EPSS-only,HRS-only,127,3,1653,156,0.32
50,3.0,EPSS-only,CVSS-only,127,3,1653,156,0.08
50,3.0,EPSS-only,Random,127,3,1653,156,0.06
50,3.0,EPSS-only,HygienePrio-full,127,4,1609,143,0.94
50,3.0,EPSS-only,EPSS-only,127,4,1609,143,0.26
50,3.0,EPSS-only,HRS-only,127,4,1609,143,0.36
50,3.0,EPSS-only,CVSS-only,127,4,1609,143,0.08
50,3.0,EPSS-only,Random,127,4,1609,143,0.16
50,3.0,EPSS-only,HygienePrio-full,127,5,1567,139,0.88
50,3.0,EPSS-only,EPSS-only,127,5,1567,139,0.4
50,3.0,EPSS-only,HRS-only,127,5,1567,139,0.32
50,3.0,EPSS-only,CVSS-only,127,5,1567,139,0.1
50,3.0,EPSS-only,Random,127,5,1567,139,0.02
50,3.0,EPSS-only,HygienePrio-full,127,6,1521,134,0.78
50,3.0,EPSS-only,EPSS-only,127,6,1521,134,0.26
50,3.0,EPSS-only,HRS-only,127,6,1521,134,0.32
50,3.0,EPSS-only,CVSS-only,127,6,1521,134,0.1
50,3.0,EPSS-only,Random,127,6,1521,134,0.14
50,3.0,EPSS-only,HygienePrio-full,128,1,1752,167,0.72
50,3.0,EPSS-only,EPSS-only,128,1,1752,167,0.38
50,3.0,EPSS-only,HRS-only,128,1,1752,167,0.2
50,3.0,EPSS-only,CVSS-only,128,1,1752,167,0.16
50,3.0,EPSS-only,Random,128,1,1752,167,0.08
50,3.0,EPSS-only,HygienePrio-full,128,2,1703,157,0.8
50,3.0,EPSS-only,EPSS-only,128,2,1703,157,0.32
50,3.0,EPSS-only,HRS-only,128,2,1703,157,0.22
50,3.0,EPSS-only,CVSS-only,128,2,1703,157,0.12
50,3.0,EPSS-only,Random,128,2,1703,157,0.08
50,3.0,EPSS-only,HygienePrio-full,128,3,1656,141,0.88
50,3.0,EPSS-only,EPSS-only,128,3,1656,141,0.34
50,3.0,EPSS-only,HRS-only,128,3,1656,141,0.24
50,3.0,EPSS-only,CVSS-only,128,3,1656,141,0.12
50,3.0,EPSS-only,Random,128,3,1656,141,0.06
50,3.0,EPSS-only,HygienePrio-full,128,4,1608,132,0.92
50,3.0,EPSS-only,EPSS-only,128,4,1608,132,0.32
50,3.0,EPSS-only,HRS-only,128,4,1608,132,0.24
50,3.0,EPSS-only,CVSS-only,128,4,1608,132,0.14
50,3.0,EPSS-only,Random,128,4,1608,132,0.06
50,3.0,EPSS-only,HygienePrio-full,128,5,1559,132,0.88
50,3.0,EPSS-only,EPSS-only,128,5,1559,132,0.4
50,3.0,EPSS-only,HRS-only,128,5,1559,132,0.22
50,3.0,EPSS-only,CVSS-only,128,5,1559,132,0.1
50,3.0,EPSS-only,Random,128,5,1559,132,0.04
50,3.0,EPSS-only,HygienePrio-full,128,6,1515,117,0.8
50,3.0,EPSS-only,EPSS-only,128,6,1515,117,0.42
50,3.0,EPSS-only,HRS-only,128,6,1515,117,0.22
50,3.0,EPSS-only,CVSS-only,128,6,1515,117,0.14
50,3.0,EPSS-only,Random,128,6,1515,117,0.06
50,3.0,EPSS-only,HygienePrio-full,129,1,1790,163,0.58
50,3.0,EPSS-only,EPSS-only,129,1,1790,163,0.36
50,3.0,EPSS-only,HRS-only,129,1,1790,163,0.22
50,3.0,EPSS-only,CVSS-only,129,1,1790,163,0.06
50,3.0,EPSS-only,Random,129,1,1790,163,0.16
50,3.0,EPSS-only,HygienePrio-full,129,2,1742,149,0.72
50,3.0,EPSS-only,EPSS-only,129,2,1742,149,0.26
50,3.0,EPSS-only,HRS-only,129,2,1742,149,0.14
50,3.0,EPSS-only,CVSS-only,129,2,1742,149,0.06
50,3.0,EPSS-only,Random,129,2,1742,149,0.1
50,3.0,EPSS-only,HygienePrio-full,129,3,1695,138,0.9
50,3.0,EPSS-only,EPSS-only,129,3,1695,138,0.34
50,3.0,EPSS-only,HRS-only,129,3,1695,138,0.1
50,3.0,EPSS-only,CVSS-only,129,3,1695,138,0.08
50,3.0,EPSS-only,Random,129,3,1695,138,0.14
50,3.0,EPSS-only,HygienePrio-full,129,4,1647,125,0.92
50,3.0,EPSS-only,EPSS-only,129,4,1647,125,0.38
50,3.0,EPSS-only,HRS-only,129,4,1647,125,0.16
50,3.0,EPSS-only,CVSS-only,129,4,1647,125,0.04
50,3.0,EPSS-only,Random,129,4,1647,125,0.06
50,3.0,EPSS-only,HygienePrio-full,129,5,1597,121,0.8
50,3.0,EPSS-only,EPSS-only,129,5,1597,121,0.3
50,3.0,EPSS-only,HRS-only,129,5,1597,121,0.2
50,3.0,EPSS-only,CVSS-only,129,5,1597,121,0.04
50,3.0,EPSS-only,Random,129,5,1597,121,0.08
50,3.0,EPSS-only,HygienePrio-full,129,6,1550,108,0.74
50,3.0,EPSS-only,EPSS-only,129,6,1550,108,0.38
50,3.0,EPSS-only,HRS-only,129,6,1550,108,0.14
50,3.0,EPSS-only,CVSS-only,129,6,1550,108,0.06
50,3.0,EPSS-only,Random,129,6,1550,108,0.12
50,3.0,HRS-only,HygienePrio-full,105,1,1722,163,0.62
50,3.0,HRS-only,EPSS-only,105,1,1722,163,0.32
50,3.0,HRS-only,HRS-only,105,1,1722,163,0.24
50,3.0,HRS-only,CVSS-only,105,1,1722,163,0.06
50,3.0,HRS-only,Random,105,1,1722,163,0.04
50,3.0,HRS-only,HygienePrio-full,105,2,1682,161,0.6
50,3.0,HRS-only,EPSS-only,105,2,1682,161,0.4
50,3.0,HRS-only,HRS-only,105,2,1682,161,0.18
50,3.0,HRS-only,CVSS-only,105,2,1682,161,0.1
50,3.0,HRS-only,Random,105,2,1682,161,0.06
50,3.0,HRS-only,HygienePrio-full,105,3,1634,175,0.64
50,3.0,HRS-only,EPSS-only,105,3,1634,175,0.48
50,3.0,HRS-only,HRS-only,105,3,1634,175,0.38
50,3.0,HRS-only,CVSS-only,105,3,1634,175,0.1
50,3.0,HRS-only,Random,105,3,1634,175,0.06
50,3.0,HRS-only,HygienePrio-full,105,4,1588,172,0.62
50,3.0,HRS-only,EPSS-only,105,4,1588,172,0.44
50,3.0,HRS-only,HRS-only,105,4,1588,172,0.24
50,3.0,HRS-only,CVSS-only,105,4,1588,172,0.12
50,3.0,HRS-only,Random,105,4,1588,172,0.18
50,3.0,HRS-only,HygienePrio-full,105,5,1543,181,0.64
50,3.0,HRS-only,EPSS-only,105,5,1543,181,0.48
50,3.0,HRS-only,HRS-only,105,5,1543,181,0.3
50,3.0,HRS-only,CVSS-only,105,5,1543,181,0.14
50,3.0,HRS-only,Random,105,5,1543,181,0.1
50,3.0,HRS-only,HygienePrio-full,105,6,1496,190,0.62
50,3.0,HRS-only,EPSS-only,105,6,1496,190,0.5
50,3.0,HRS-only,HRS-only,105,6,1496,190,0.28
50,3.0,HRS-only,CVSS-only,105,6,1496,190,0.12
50,3.0,HRS-only,Random,105,6,1496,190,0.1
50,3.0,HRS-only,HygienePrio-full,106,1,1742,171,0.64
50,3.0,HRS-only,EPSS-only,106,1,1742,171,0.24
50,3.0,HRS-only,HRS-only,106,1,1742,171,0.3
50,3.0,HRS-only,CVSS-only,106,1,1742,171,0.02
50,3.0,HRS-only,Random,106,1,1742,171,0.1
50,3.0,HRS-only,HygienePrio-full,106,2,1694,187,0.64
50,3.0,HRS-only,EPSS-only,106,2,1694,187,0.24
50,3.0,HRS-only,HRS-only,106,2,1694,187,0.52
50,3.0,HRS-only,CVSS-only,106,2,1694,187,0.02
50,3.0,HRS-only,Random,106,2,1694,187,0.12
50,3.0,HRS-only,HygienePrio-full,106,3,1648,169,0.64
50,3.0,HRS-only,EPSS-only,106,3,1648,169,0.26
50,3.0,HRS-only,HRS-only,106,3,1648,169,0.26
50,3.0,HRS-only,CVSS-only,106,3,1648,169,0.02
50,3.0,HRS-only,Random,106,3,1648,169,0.12
50,3.0,HRS-only,HygienePrio-full,106,4,1601,174,0.62
50,3.0,HRS-only,EPSS-only,106,4,1601,174,0.28
50,3.0,HRS-only,HRS-only,106,4,1601,174,0.32
50,3.0,HRS-only,CVSS-only,106,4,1601,174,0.02
50,3.0,HRS-only,Random,106,4,1601,174,0.1
50,3.0,HRS-only,HygienePrio-full,106,5,1553,180,0.64
50,3.0,HRS-only,EPSS-only,106,5,1553,180,0.38
50,3.0,HRS-only,HRS-only,106,5,1553,180,0.32
50,3.0,HRS-only,CVSS-only,106,5,1553,180,0.0
50,3.0,HRS-only,Random,106,5,1553,180,0.22
50,3.0,HRS-only,HygienePrio-full,106,6,1505,180,0.6
50,3.0,HRS-only,EPSS-only,106,6,1505,180,0.34
50,3.0,HRS-only,HRS-only,106,6,1505,180,0.34
50,3.0,HRS-only,CVSS-only,106,6,1505,180,0.02
50,3.0,HRS-only,Random,106,6,1505,180,0.08
50,3.0,HRS-only,HygienePrio-full,107,1,1758,172,0.66
50,3.0,HRS-only,EPSS-only,107,1,1758,172,0.3
50,3.0,HRS-only,HRS-only,107,1,1758,172,0.28
50,3.0,HRS-only,CVSS-only,107,1,1758,172,0.2
50,3.0,HRS-only,Random,107,1,1758,172,0.08
50,3.0,HRS-only,HygienePrio-full,107,2,1711,176,0.62
50,3.0,HRS-only,EPSS-only,107,2,1711,176,0.3
50,3.0,HRS-only,HRS-only,107,2,1711,176,0.26
50,3.0,HRS-only,CVSS-only,107,2,1711,176,0.12
50,3.0,HRS-only,Random,107,2,1711,176,0.14
50,3.0,HRS-only,HygienePrio-full,107,3,1663,185,0.58
50,3.0,HRS-only,EPSS-only,107,3,1663,185,0.3
50,3.0,HRS-only,HRS-only,107,3,1663,185,0.32
50,3.0,HRS-only,CVSS-only,107,3,1663,185,0.18
50,3.0,HRS-only,Random,107,3,1663,185,0.1
50,3.0,HRS-only,HygienePrio-full,107,4,1615,188,0.58
50,3.0,HRS-only,EPSS-only,107,4,1615,188,0.32
50,3.0,HRS-only,HRS-only,107,4,1615,188,0.34
50,3.0,HRS-only,CVSS-only,107,4,1615,188,0.18
50,3.0,HRS-only,Random,107,4,1615,188,0.12
50,3.0,HRS-only,HygienePrio-full,107,5,1567,185,0.56
50,3.0,HRS-only,EPSS-only,107,5,1567,185,0.32
50,3.0,HRS-only,HRS-only,107,5,1567,185,0.26
50,3.0,HRS-only,CVSS-only,107,5,1567,185,0.1
50,3.0,HRS-only,Random,107,5,1567,185,0.1
50,3.0,HRS-only,HygienePrio-full,107,6,1519,186,0.5
50,3.0,HRS-only,EPSS-only,107,6,1519,186,0.28
50,3.0,HRS-only,HRS-only,107,6,1519,186,0.34
50,3.0,HRS-only,CVSS-only,107,6,1519,186,0.06
50,3.0,HRS-only,Random,107,6,1519,186,0.12
50,3.0,HRS-only,HygienePrio-full,108,1,1725,155,0.5
50,3.0,HRS-only,EPSS-only,108,1,1725,155,0.24
50,3.0,HRS-only,HRS-only,108,1,1725,155,0.36
50,3.0,HRS-only,CVSS-only,108,1,1725,155,0.0
50,3.0,HRS-only,Random,108,1,1725,155,0.04
50,3.0,HRS-only,HygienePrio-full,108,2,1682,158,0.5
50,3.0,HRS-only,EPSS-only,108,2,1682,158,0.26
50,3.0,HRS-only,HRS-only,108,2,1682,158,0.3
50,3.0,HRS-only,CVSS-only,108,2,1682,158,0.02
50,3.0,HRS-only,Random,108,2,1682,158,0.12
50,3.0,HRS-only,HygienePrio-full,108,3,1633,165,0.46
50,3.0,HRS-only,EPSS-only,108,3,1633,165,0.26
50,3.0,HRS-only,HRS-only,108,3,1633,165,0.34
50,3.0,HRS-only,CVSS-only,108,3,1633,165,0.04
50,3.0,HRS-only,Random,108,3,1633,165,0.14
50,3.0,HRS-only,HygienePrio-full,108,4,1584,175,0.44
50,3.0,HRS-only,EPSS-only,108,4,1584,175,0.28
50,3.0,HRS-only,HRS-only,108,4,1584,175,0.4
50,3.0,HRS-only,CVSS-only,108,4,1584,175,0.12
50,3.0,HRS-only,Random,108,4,1584,175,0.1
50,3.0,HRS-only,HygienePrio-full,108,5,1537,192,0.52
50,3.0,HRS-only,EPSS-only,108,5,1537,192,0.34
50,3.0,HRS-only,HRS-only,108,5,1537,192,0.3
50,3.0,HRS-only,CVSS-only,108,5,1537,192,0.12
50,3.0,HRS-only,Random,108,5,1537,192,0.18
50,3.0,HRS-only,HygienePrio-full,108,6,1489,203,0.48
50,3.0,HRS-only,EPSS-only,108,6,1489,203,0.28
50,3.0,HRS-only,HRS-only,108,6,1489,203,0.34
50,3.0,HRS-only,CVSS-only,108,6,1489,203,0.12
50,3.0,HRS-only,Random,108,6,1489,203,0.04
50,3.0,HRS-only,HygienePrio-full,109,1,1724,167,0.66
50,3.0,HRS-only,EPSS-only,109,1,1724,167,0.32
50,3.0,HRS-only,HRS-only,109,1,1724,167,0.36
50,3.0,HRS-only,CVSS-only,109,1,1724,167,0.06
50,3.0,HRS-only,Random,109,1,1724,167,0.06
50,3.0,HRS-only,HygienePrio-full,109,2,1675,174,0.56
50,3.0,HRS-only,EPSS-only,109,2,1675,174,0.34
50,3.0,HRS-only,HRS-only,109,2,1675,174,0.32
50,3.0,HRS-only,CVSS-only,109,2,1675,174,0.1
50,3.0,HRS-only,Random,109,2,1675,174,0.1
50,3.0,HRS-only,HygienePrio-full,109,3,1627,180,0.56
50,3.0,HRS-only,EPSS-only,109,3,1627,180,0.36
50,3.0,HRS-only,HRS-only,109,3,1627,180,0.32
50,3.0,HRS-only,CVSS-only,109,3,1627,180,0.12
50,3.0,HRS-only,Random,109,3,1627,180,0.2
50,3.0,HRS-only,HygienePrio-full,109,4,1579,186,0.6
50,3.0,HRS-only,EPSS-only,109,4,1579,186,0.38
50,3.0,HRS-only,HRS-only,109,4,1579,186,0.28
50,3.0,HRS-only,CVSS-only,109,4,1579,186,0.14
50,3.0,HRS-only,Random,109,4,1579,186,0.14
50,3.0,HRS-only,HygienePrio-full,109,5,1534,197,0.6
50,3.0,HRS-only,EPSS-only,109,5,1534,197,0.4
50,3.0,HRS-only,HRS-only,109,5,1534,197,0.32
50,3.0,HRS-only,CVSS-only,109,5,1534,197,0.1
50,3.0,HRS-only,Random,109,5,1534,197,0.06
50,3.0,HRS-only,HygienePrio-full,109,6,1487,205,0.6
50,3.0,HRS-only,EPSS-only,109,6,1487,205,0.44
50,3.0,HRS-only,HRS-only,109,6,1487,205,0.2
50,3.0,HRS-only,CVSS-only,109,6,1487,205,0.14
50,3.0,HRS-only,Random,109,6,1487,205,0.24
50,3.0,HRS-only,HygienePrio-full,110,1,1741,172,0.56
50,3.0,HRS-only,EPSS-only,110,1,1741,172,0.26
50,3.0,HRS-only,HRS-only,110,1,1741,172,0.36
50,3.0,HRS-only,CVSS-only,110,1,1741,172,0.1
50,3.0,HRS-only,Random,110,1,1741,172,0.12
50,3.0,HRS-only,HygienePrio-full,110,2,1691,180,0.56
50,3.0,HRS-only,EPSS-only,110,2,1691,180,0.28
50,3.0,HRS-only,HRS-only,110,2,1691,180,0.34
50,3.0,HRS-only,CVSS-only,110,2,1691,180,0.16
50,3.0,HRS-only,Random,110,2,1691,180,0.08
50,3.0,HRS-only,HygienePrio-full,110,3,1642,193,0.58
50,3.0,HRS-only,EPSS-only,110,3,1642,193,0.34
50,3.0,HRS-only,HRS-only,110,3,1642,193,0.16
50,3.0,HRS-only,CVSS-only,110,3,1642,193,0.14
50,3.0,HRS-only,Random,110,3,1642,193,0.14
50,3.0,HRS-only,HygienePrio-full,110,4,1595,190,0.58
50,3.0,HRS-only,EPSS-only,110,4,1595,190,0.34
50,3.0,HRS-only,HRS-only,110,4,1595,190,0.34
50,3.0,HRS-only,CVSS-only,110,4,1595,190,0.16
50,3.0,HRS-only,Random,110,4,1595,190,0.1
50,3.0,HRS-only,HygienePrio-full,110,5,1545,207,0.58
50,3.0,HRS-only,EPSS-only,110,5,1545,207,0.36
50,3.0,HRS-only,HRS-only,110,5,1545,207,0.38
50,3.0,HRS-only,CVSS-only,110,5,1545,207,0.22
50,3.0,HRS-only,Random,110,5,1545,207,0.02
50,3.0,HRS-only,HygienePrio-full,110,6,1496,207,0.52
50,3.0,HRS-only,EPSS-only,110,6,1496,207,0.32
50,3.0,HRS-only,HRS-only,110,6,1496,207,0.28
50,3.0,HRS-only,CVSS-only,110,6,1496,207,0.18
50,3.0,HRS-only,Random,110,6,1496,207,0.16
50,3.0,HRS-only,HygienePrio-full,111,1,1694,167,0.58
50,3.0,HRS-only,EPSS-only,111,1,1694,167,0.38
50,3.0,HRS-only,HRS-only,111,1,1694,167,0.32
50,3.0,HRS-only,CVSS-only,111,1,1694,167,0.16
50,3.0,HRS-only,Random,111,1,1694,167,0.08
50,3.0,HRS-only,HygienePrio-full,111,2,1647,174,0.6
50,3.0,HRS-only,EPSS-only,111,2,1647,174,0.36
50,3.0,HRS-only,HRS-only,111,2,1647,174,0.28
50,3.0,HRS-only,CVSS-only,111,2,1647,174,0.2
50,3.0,HRS-only,Random,111,2,1647,174,0.06
50,3.0,HRS-only,HygienePrio-full,111,3,1598,176,0.64
50,3.0,HRS-only,EPSS-only,111,3,1598,176,0.44
50,3.0,HRS-only,HRS-only,111,3,1598,176,0.22
50,3.0,HRS-only,CVSS-only,111,3,1598,176,0.18
50,3.0,HRS-only,Random,111,3,1598,176,0.12
50,3.0,HRS-only,HygienePrio-full,111,4,1554,181,0.62
50,3.0,HRS-only,EPSS-only,111,4,1554,181,0.46
50,3.0,HRS-only,HRS-only,111,4,1554,181,0.3
50,3.0,HRS-only,CVSS-only,111,4,1554,181,0.22
50,3.0,HRS-only,Random,111,4,1554,181,0.12
50,3.0,HRS-only,HygienePrio-full,111,5,1509,189,0.68
50,3.0,HRS-only,EPSS-only,111,5,1509,189,0.5
50,3.0,HRS-only,HRS-only,111,5,1509,189,0.4
50,3.0,HRS-only,CVSS-only,111,5,1509,189,0.24
50,3.0,HRS-only,Random,111,5,1509,189,0.12
50,3.0,HRS-only,HygienePrio-full,111,6,1464,187,0.74
50,3.0,HRS-only,EPSS-only,111,6,1464,187,0.52
50,3.0,HRS-only,HRS-only,111,6,1464,187,0.44
50,3.0,HRS-only,CVSS-only,111,6,1464,187,0.22
50,3.0,HRS-only,Random,111,6,1464,187,0.16
50,3.0,HRS-only,HygienePrio-full,112,1,1768,164,0.62
50,3.0,HRS-only,EPSS-only,112,1,1768,164,0.34
50,3.0,HRS-only,HRS-only,112,1,1768,164,0.32
50,3.0,HRS-only,CVSS-only,112,1,1768,164,0.1
50,3.0,HRS-only,Random,112,1,1768,164,0.12
50,3.0,HRS-only,HygienePrio-full,112,2,1721,169,0.62
50,3.0,HRS-only,EPSS-only,112,2,1721,169,0.38
50,3.0,HRS-only,HRS-only,112,2,1721,169,0.3
50,3.0,HRS-only,CVSS-only,112,2,1721,169,0.08
50,3.0,HRS-only,Random,112,2,1721,169,0.06
50,3.0,HRS-only,HygienePrio-full,112,3,1677,169,0.62
50,3.0,HRS-only,EPSS-only,112,3,1677,169,0.38
50,3.0,HRS-only,HRS-only,112,3,1677,169,0.28
50,3.0,HRS-only,CVSS-only,112,3,1677,169,0.06
50,3.0,HRS-only,Random,112,3,1677,169,0.18
50,3.0,HRS-only,HygienePrio-full,112,4,1629,166,0.58
50,3.0,HRS-only,EPSS-only,112,4,1629,166,0.36
50,3.0,HRS-only,HRS-only,112,4,1629,166,0.3
50,3.0,HRS-only,CVSS-only,112,4,1629,166,0.08
50,3.0,HRS-only,Random,112,4,1629,166,0.06
50,3.0,HRS-only,HygienePrio-full,112,5,1583,171,0.68
50,3.0,HRS-only,EPSS-only,112,5,1583,171,0.46
50,3.0,HRS-only,HRS-only,112,5,1583,171,0.46
50,3.0,HRS-only,CVSS-only,112,5,1583,171,0.08
