condition_id,task_id,method_id,mean_ap,mean_pk,rule_ap,rule_pk,failure_flag,n_seeds
c_fresh_seed42,T6,M2_hybrid,0.8166666666666667,0.4,1.0,0.4,True,1
c_fresh_seed42,T6,M3_iforest,0.6458333333333333,0.4,1.0,0.4,True,1
c_fresh_seed42,T6,M4_lof,1.0,0.4,1.0,0.4,True,1
c_fresh_seed42,T6,M5_ocsvm,1.0,0.4,1.0,0.4,True,1
c_fresh_seed42,T6,M6_linearae,1.0,0.4,1.0,0.4,True,1
c_fresh_seed42,T6,M7_zscore,1.0,0.4,1.0,0.4,True,1
c_fresh_seed42,T6,M8_graphif,0.6458333333333333,0.4,1.0,0.4,True,1
c_fresh_seed42,T7,M2_hybrid,0.26666666666666666,0.2,1.0,0.2,True,1
c_fresh_seed42,T7,M3_iforest,1.0,0.2,1.0,0.2,True,1
c_fresh_seed42,T7,M4_lof,1.0,0.2,1.0,0.2,True,1
c_fresh_seed42,T7,M5_ocsvm,0.8333333333333333,0.2,1.0,0.2,True,1
c_fresh_seed42,T7,M6_linearae,1.0,0.2,1.0,0.2,True,1
c_fresh_seed42,T7,M7_zscore,1.0,0.2,1.0,0.2,True,1
c_fresh_seed42,T7,M8_graphif,1.0,0.2,1.0,0.2,True,1
c_miss_seed137,T1,M2_hybrid,1.0,0.4,1.0,0.4,True,1
c_miss_seed137,T1,M3_iforest,0.95,0.4,1.0,0.4,True,1
c_miss_seed137,T1,M4_lof,1.0,0.4,1.0,0.4,True,1
c_miss_seed137,T1,M5_ocsvm,1.0,0.4,1.0,0.4,True,1
c_miss_seed137,T1,M6_linearae,0.7152777777777777,0.4,1.0,0.4,True,1
c_miss_seed137,T1,M7_zscore,1.0,0.4,1.0,0.4,True,1
c_miss_seed137,T1,M8_graphif,0.95,0.4,1.0,0.4,True,1
c_miss_seed137,T2,M2_hybrid,0.7345238095238095,0.6666666666666666,0.8734126984126984,0.6666666666666666,True,1
c_miss_seed137,T2,M3_iforest,0.744047619047619,0.6666666666666666,0.8734126984126984,0.6666666666666666,True,1
c_miss_seed137,T2,M4_lof,1.0,0.6666666666666666,0.8734126984126984,0.6666666666666666,False,1
c_miss_seed137,T2,M5_ocsvm,0.9761904761904762,0.6666666666666666,0.8734126984126984,0.6666666666666666,False,1
c_miss_seed137,T2,M6_linearae,0.9761904761904762,0.6666666666666666,0.8734126984126984,0.6666666666666666,False,1
c_miss_seed137,T2,M7_zscore,0.9761904761904762,0.6666666666666666,0.8734126984126984,0.6666666666666666,False,1
c_miss_seed137,T2,M8_graphif,0.744047619047619,0.6666666666666666,0.8734126984126984,0.6666666666666666,True,1
c_miss_seed137,T3,M2_hybrid,1.0,0.2,1.0,0.2,True,1
c_miss_seed137,T3,M3_iforest,1.0,0.2,1.0,0.2,True,1
c_miss_seed137,T3,M4_lof,0.33730158730158727,0.2,1.0,0.2,True,1
c_miss_seed137,T3,M5_ocsvm,0.6388888888888888,0.2,1.0,0.2,True,1
c_miss_seed137,T3,M6_linearae,0.2833333333333333,0.13333333333333333,1.0,0.2,True,1
c_miss_seed137,T3,M7_zscore,0.3472222222222222,0.2,1.0,0.2,True,1
c_miss_seed137,T3,M8_graphif,1.0,0.2,1.0,0.2,True,1
